resid,leaflet,X coords,Y coords,Z coords,Thickness
192,lower leaflet,4.390,4.350,3.360,3.872
193,lower leaflet,3.450,4.690,2.680,3.847
194,lower leaflet,4.960,2.970,2.930,3.868
195,lower leaflet,5.170,5.320,3.900,3.511
196,lower leaflet,6.430,4.560,3.050,3.869
197,lower leaflet,4.630,5.100,2.940,3.685
198,lower leaflet,4.480,2.880,3.170,3.805
199,lower leaflet,4.260,4.270,2.900,3.847
200,lower leaflet,5.310,5.620,2.720,3.584
201,lower leaflet,2.040,4.630,2.590,3.919
202,lower leaflet,6.120,3.290,3.340,3.695
203,lower leaflet,4.530,2.490,2.850,3.831
204,lower leaflet,6.630,4.800,3.500,3.968
205,lower leaflet,4.050,5.530,2.660,3.614
206,lower leaflet,3.040,3.490,2.500,3.713
207,lower leaflet,5.570,5.490,3.580,3.688
208,lower leaflet,7.050,4.100,2.850,3.844
209,lower leaflet,4.610,6.390,3.190,3.676
210,lower leaflet,3.230,5.190,2.650,3.808
211,lower leaflet,3.230,3.180,3.280,3.691
212,lower leaflet,1.120,4.040,3.140,3.737
213,lower leaflet,2.990,4.290,2.470,3.827
214,lower leaflet,5.530,2.710,2.490,4.219
215,lower leaflet,5.560,6.680,3.210,4.008
216,lower leaflet,5.090,6.850,3.350,4.004
217,lower leaflet,2.700,4.680,3.140,3.824
218,lower leaflet,5.630,3.770,2.850,3.767
219,lower leaflet,6.130,4.950,3.380,3.886
220,lower leaflet,5.670,2.200,3.380,4.253
221,lower leaflet,3.710,6.360,2.310,3.641
222,lower leaflet,6.680,5.860,3.580,3.790
223,lower leaflet,4.760,5.590,3.000,3.625
224,lower leaflet,2.990,2.220,2.620,3.784
225,lower leaflet,2.080,2.990,2.650,3.723
226,lower leaflet,6.550,3.470,3.190,3.763
227,lower leaflet,5.420,4.740,3.200,3.751
228,lower leaflet,3.470,5.300,3.320,3.999
229,lower leaflet,3.800,7.380,2.440,3.584
230,lower leaflet,3.830,3.230,2.590,3.767
231,lower leaflet,1.420,2.760,2.460,3.758
232,lower leaflet,1.190,4.500,3.340,3.727
233,lower leaflet,7.260,3.200,3.530,3.652
234,lower leaflet,6.240,7.940,3.240,3.853
235,lower leaflet,6.820,2.330,3.350,3.797
236,lower leaflet,1.680,2.230,2.420,3.876
237,lower leaflet,1.470,5.230,2.810,4.121
238,lower leaflet,5.500,7.400,2.960,4.310
239,lower leaflet,5.190,8.560,3.390,4.201
240,lower leaflet,7.020,3.230,3.080,3.674
241,lower leaflet,7.180,6.060,3.580,4.119
242,lower leaflet,2.100,6.260,2.850,3.916
243,lower leaflet,6.910,5.350,2.930,3.906
244,lower leaflet,3.080,5.930,2.440,3.771
245,lower leaflet,3.200,1.320,2.870,4.164
246,lower leaflet,6.180,1.510,2.670,3.885
247,lower leaflet,6.090,5.440,3.080,3.987
248,lower leaflet,3.320,6.720,2.270,3.792
249,lower leaflet,6.390,1.050,2.900,3.972
250,lower leaflet,1.010,5.270,2.650,4.044
251,lower leaflet,2.750,1.460,2.600,4.055
252,lower leaflet,7.590,3.880,2.800,3.809
253,lower leaflet,6.320,6.080,3.230,4.075
254,lower leaflet,4.700,7.860,2.670,3.668
255,lower leaflet,1.790,3.690,2.740,3.565
256,lower leaflet,6.290,0.600,3.220,4.029
257,lower leaflet,2.280,3.810,2.480,3.686
258,lower leaflet,7.440,2.460,2.720,3.696
259,lower leaflet,1.220,1.990,3.190,4.072
260,lower leaflet,6.040,8.070,2.640,3.897
261,lower leaflet,8.580,2.930,3.220,3.646
262,lower leaflet,6.120,8.690,2.840,4.050
263,lower leaflet,6.190,2.380,2.830,3.983
264,lower leaflet,2.560,1.530,3.180,4.085
265,lower leaflet,7.590,5.890,2.770,4.110
266,lower leaflet,0.620,4.930,2.990,4.093
267,lower leaflet,2.270,5.470,2.590,3.843
268,lower leaflet,7.160,8.500,2.590,4.061
269,lower leaflet,8.260,2.700,2.850,3.378
270,lower leaflet,5.530,8.160,2.730,4.481
271,lower leaflet,6.820,6.240,3.290,3.920
272,lower leaflet,2.640,7.650,2.560,4.054
273,lower leaflet,5.340,1.090,2.840,4.023
274,lower leaflet,7.630,5.240,2.780,3.859
275,lower leaflet,0.920,5.890,2.860,3.597
276,lower leaflet,2.670,0.790,2.930,4.012
277,lower leaflet,7.050,6.680,3.130,3.903
278,lower leaflet,6.870,1.200,2.810,3.851
279,lower leaflet,4.210,8.120,2.530,3.855
280,lower leaflet,3.880,0.980,2.450,3.688
281,lower leaflet,0.600,7.020,2.550,4.196
282,lower leaflet,2.720,0.025,2.670,3.930
283,lower leaflet,6.890,4.780,3.070,3.956
284,lower leaflet,6.890,6.890,3.520,3.925
285,lower leaflet,0.870,2.620,3.040,3.437
286,lower leaflet,1.080,3.560,2.790,3.587
287,lower leaflet,5.400,9.255,3.050,4.043
288,lower leaflet,7.720,2.090,3.380,3.877
289,lower leaflet,8.710,1.490,3.560,3.555
290,lower leaflet,5.220,1.140,3.480,4.001
291,lower leaflet,0.970,4.400,2.780,3.689
292,lower leaflet,5.380,2.100,2.930,4.180
293,lower leaflet,1.260,1.340,2.790,4.089
294,lower leaflet,6.220,0.205,2.820,3.989
295,lower leaflet,8.220,3.250,2.740,3.736
296,lower leaflet,5.650,8.680,3.360,4.199
297,lower leaflet,7.100,1.890,2.720,3.929
298,lower leaflet,2.230,7.420,3.340,4.318
299,lower leaflet,1.220,6.180,2.610,3.569
300,lower leaflet,8.200,6.070,2.820,3.789
301,lower leaflet,7.570,6.710,3.030,3.726
302,lower leaflet,0.015,6.060,2.820,3.856
303,lower leaflet,7.670,7.230,2.880,3.640
304,lower leaflet,2.180,7.000,2.490,4.228
305,lower leaflet,4.060,8.690,2.670,3.843
306,lower leaflet,2.550,0.620,3.410,4.025
307,lower leaflet,4.310,9.255,3.320,3.916
308,lower leaflet,0.910,7.000,3.010,4.009
309,lower leaflet,7.450,9.170,2.780,3.859
310,lower leaflet,0.200,4.580,2.850,3.684
311,lower leaflet,9.200,5.440,2.500,3.910
312,lower leaflet,3.360,0.170,3.100,3.906
313,lower leaflet,7.270,0.660,2.650,3.574
314,lower leaflet,3.960,0.510,2.710,3.870
315,lower leaflet,6.410,7.420,3.030,3.911
316,lower leaflet,4.520,9.175,2.810,3.923
317,lower leaflet,4.530,0.390,3.230,3.898
318,lower leaflet,9.080,1.660,3.030,3.650
319,lower leaflet,9.170,3.730,2.980,3.892
320,lower leaflet,9.170,6.320,3.180,3.811
321,lower leaflet,8.490,4.780,2.790,3.944
322,lower leaflet,0.480,2.180,2.130,3.760
323,lower leaflet,0.600,1.290,2.510,3.838
324,lower leaflet,8.240,2.070,3.160,3.778
325,lower leaflet,0.620,5.770,3.370,3.404
326,lower leaflet,4.000,8.410,3.240,3.846
327,lower leaflet,2.830,8.370,3.030,3.678
328,lower leaflet,6.800,7.820,2.800,3.896
329,lower leaflet,5.810,0.610,2.860,4.075
330,lower leaflet,2.030,0.490,3.550,4.041
331,lower leaflet,7.140,8.880,3.400,4.080
332,lower leaflet,8.460,6.520,2.580,3.769
333,lower leaflet,1.860,8.400,2.820,3.748
334,lower leaflet,1.150,7.800,2.600,3.811
335,lower leaflet,7.730,1.150,3.220,3.406
336,lower leaflet,2.320,8.110,2.740,3.819
337,lower leaflet,8.970,7.170,2.580,3.876
338,lower leaflet,3.720,8.250,2.860,3.630
339,lower leaflet,7.860,8.090,2.900,4.062
340,lower leaflet,1.970,1.150,2.600,4.029
341,lower leaflet,8.060,0.340,2.790,3.742
342,lower leaflet,8.730,8.030,2.730,4.119
343,lower leaflet,3.160,8.410,2.690,3.661
344,lower leaflet,9.010,0.790,3.310,3.689
345,lower leaflet,1.010,0.930,3.370,3.905
