resid,leaflet,X coords,Y coords,Z coords,Thickness
192,lower leaflet,4.410,4.260,3.740,3.809
193,lower leaflet,3.590,4.220,2.570,3.763
194,lower leaflet,4.860,3.610,3.010,3.783
195,lower leaflet,5.250,4.990,4.690,3.788
196,lower leaflet,5.940,4.040,3.160,3.142
197,lower leaflet,4.670,4.530,3.400,3.717
198,lower leaflet,4.760,3.010,2.900,3.753
199,lower leaflet,4.000,3.650,2.940,3.845
200,lower leaflet,4.950,5.340,2.780,3.871
201,lower leaflet,2.530,4.590,2.650,4.079
202,lower leaflet,6.110,2.710,3.500,3.377
203,lower leaflet,4.550,1.820,2.580,3.930
204,lower leaflet,6.260,4.070,3.540,3.339
205,lower leaflet,4.150,5.350,2.900,3.983
206,lower leaflet,3.220,2.700,2.640,3.823
207,lower leaflet,5.530,5.540,3.300,3.874
208,lower leaflet,6.750,3.200,2.850,3.485
209,lower leaflet,4.190,6.050,3.450,3.972
210,lower leaflet,3.190,5.020,2.650,3.786
211,lower leaflet,3.510,2.560,3.330,3.836
212,lower leaflet,1.940,3.950,3.060,3.848
213,lower leaflet,2.510,3.780,2.480,3.577
214,lower leaflet,5.580,2.580,2.960,3.779
215,lower leaflet,5.370,5.750,2.880,3.819
216,lower leaflet,5.010,6.390,3.290,3.878
217,lower leaflet,2.770,4.670,3.350,3.835
218,lower leaflet,5.710,3.410,2.920,3.740
219,lower leaflet,6.040,4.620,3.480,3.840
220,lower leaflet,5.570,2.090,3.130,4.015
221,lower leaflet,3.810,5.880,2.890,3.983
222,lower leaflet,6.920,5.050,3.090,3.839
223,lower leaflet,4.510,5.750,3.350,3.908
224,lower leaflet,4.560,1.040,2.920,3.960
225,lower leaflet,2.360,2.770,2.220,3.598
226,lower leaflet,6.410,3.180,3.250,3.296
227,lower leaflet,5.160,4.450,3.150,3.910
228,lower leaflet,3.600,5.000,3.390,3.950
229,lower leaflet,4.600,6.650,2.770,3.896
230,lower leaflet,3.800,1.470,2.740,4.029
231,lower leaflet,1.170,2.180,2.570,3.768
232,lower leaflet,1.280,4.040,2.770,3.857
233,lower leaflet,7.270,2.680,3.560,3.499
234,lower leaflet,6.980,7.680,3.620,4.304
235,lower leaflet,6.830,1.950,3.230,3.560
236,lower leaflet,2.190,1.220,2.610,4.033
237,lower leaflet,1.740,4.310,2.800,3.945
238,lower leaflet,5.380,6.660,3.060,4.151
239,lower leaflet,5.190,8.090,3.200,4.006
240,lower leaflet,7.040,2.560,3.110,3.462
241,lower leaflet,7.690,5.830,3.440,3.700
242,lower leaflet,2.380,5.580,2.740,3.860
243,lower leaflet,6.650,4.010,2.570,3.466
244,lower leaflet,3.110,6.310,2.860,3.938
245,lower leaflet,3.670,0.960,2.690,3.820
246,lower leaflet,6.010,1.370,3.020,3.896
247,lower leaflet,6.060,4.540,2.980,3.831
248,lower leaflet,3.780,6.640,2.620,3.596
249,lower leaflet,5.980,0.860,2.780,4.195
250,lower leaflet,1.330,5.280,2.670,4.098
251,lower leaflet,3.110,1.650,2.440,4.063
252,lower leaflet,8.150,3.130,2.500,3.796
253,lower leaflet,6.630,5.220,2.610,4.066
254,lower leaflet,4.620,7.180,2.910,3.897
255,lower leaflet,1.520,3.100,2.110,3.555
256,lower leaflet,6.760,0.390,3.530,3.934
257,lower leaflet,2.810,3.240,2.140,3.552
258,lower leaflet,7.010,2.270,2.560,3.374
259,lower leaflet,1.640,1.740,3.000,3.842
260,lower leaflet,5.500,7.110,2.770,4.032
261,lower leaflet,8.740,2.370,3.280,3.716
262,lower leaflet,5.930,8.520,2.940,4.103
263,lower leaflet,6.270,2.100,3.080,3.479
264,lower leaflet,2.890,1.350,2.940,3.985
265,lower leaflet,7.230,4.580,2.530,4.149
266,lower leaflet,0.870,4.410,2.370,4.139
267,lower leaflet,2.390,5.080,2.680,4.011
268,lower leaflet,7.040,8.230,2.940,4.256
269,lower leaflet,8.070,1.910,2.860,3.677
270,lower leaflet,5.580,7.970,2.500,4.163
271,lower leaflet,7.420,5.250,2.810,4.184
272,lower leaflet,2.790,7.100,2.630,4.368
273,lower leaflet,4.970,0.070,2.660,4.065
274,lower leaflet,7.700,3.770,2.870,3.631
275,lower leaflet,0.850,5.440,2.540,3.900
276,lower leaflet,3.130,0.860,2.880,3.946
277,lower leaflet,7.170,6.870,2.760,3.790
278,lower leaflet,6.490,0.760,2.790,3.872
279,lower leaflet,4.900,7.950,2.700,3.948
280,lower leaflet,4.420,0.080,2.770,4.099
281,lower leaflet,0.630,6.390,2.400,4.082
282,lower leaflet,3.120,0.130,2.830,3.973
283,lower leaflet,7.670,3.210,2.710,3.397
284,lower leaflet,6.430,6.740,3.650,3.809
285,lower leaflet,0.810,2.150,2.940,3.590
286,lower leaflet,9.110,3.210,2.210,3.741
287,lower leaflet,5.350,8.750,2.830,3.884
