resid,leaflet,X coords,Y coords,Z coords,Thickness
192,lower leaflet,4.510,4.190,3.480,4.110
193,lower leaflet,3.520,4.160,2.590,3.890
194,lower leaflet,4.760,3.710,2.770,3.748
195,lower leaflet,5.390,4.560,4.710,4.072
196,lower leaflet,6.010,4.300,2.930,3.984
197,lower leaflet,4.320,4.330,3.030,3.789
198,lower leaflet,4.480,2.790,2.560,3.962
199,lower leaflet,4.130,3.610,2.470,3.786
200,lower leaflet,4.900,5.430,2.780,4.184
201,lower leaflet,2.960,4.900,2.660,3.761
202,lower leaflet,6.090,2.820,3.360,4.069
203,lower leaflet,4.720,1.380,2.580,3.796
204,lower leaflet,6.160,4.130,3.370,3.968
205,lower leaflet,4.310,5.200,2.630,4.032
206,lower leaflet,3.480,2.890,2.530,3.648
207,lower leaflet,5.670,5.410,3.390,4.188
208,lower leaflet,6.180,3.780,2.610,3.877
209,lower leaflet,3.940,5.840,3.410,3.799
210,lower leaflet,3.860,4.990,2.710,3.986
211,lower leaflet,4.160,2.490,3.230,3.732
212,lower leaflet,1.960,4.500,2.810,4.292
213,lower leaflet,2.700,3.630,2.490,3.502
214,lower leaflet,5.260,2.680,2.180,4.051
215,lower leaflet,5.640,5.910,3.010,4.064
216,lower leaflet,5.320,6.640,3.490,3.862
217,lower leaflet,3.010,4.200,2.870,3.819
218,lower leaflet,5.590,3.730,2.690,3.654
219,lower leaflet,5.930,4.570,3.360,4.046
220,lower leaflet,5.530,1.800,2.820,4.088
221,lower leaflet,3.940,5.550,2.460,3.822
222,lower leaflet,6.790,5.320,3.290,3.957
223,lower leaflet,4.680,5.730,3.160,3.870
224,lower leaflet,4.360,0.600,2.740,3.856
225,lower leaflet,2.450,2.370,2.500,3.979
226,lower leaflet,5.970,2.890,2.670,4.077
227,lower leaflet,5.130,4.530,3.080,3.961
228,lower leaflet,3.840,4.960,3.220,4.009
229,lower leaflet,4.950,6.340,2.570,3.850
230,lower leaflet,4.330,2.030,2.760,3.718
231,lower leaflet,1.500,2.380,2.230,4.162
232,lower leaflet,1.260,4.390,3.190,4.134
233,lower leaflet,7.080,2.610,2.830,3.488
234,lower leaflet,6.690,7.890,3.590,3.894
235,lower leaflet,6.920,1.640,3.070,3.714
236,lower leaflet,2.490,1.810,2.760,3.964
237,lower leaflet,1.820,4.880,2.440,4.011
238,lower leaflet,6.150,6.250,3.240,4.075
239,lower leaflet,5.270,7.900,3.390,3.795
240,lower leaflet,6.740,2.250,2.490,3.638
241,lower leaflet,7.520,5.930,3.670,3.946
242,lower leaflet,2.880,5.740,2.690,3.803
243,lower leaflet,7.500,5.040,2.990,4.409
244,lower leaflet,3.090,6.320,2.640,3.833
245,lower leaflet,3.940,1.360,2.340,3.837
246,lower leaflet,6.810,1.250,2.780,3.601
247,lower leaflet,6.240,5.330,2.820,4.136
248,lower leaflet,4.060,6.360,2.630,3.638
249,lower leaflet,6.520,0.860,3.000,3.680
250,lower leaflet,1.030,5.330,2.370,3.745
251,lower leaflet,3.190,1.680,2.750,3.882
252,lower leaflet,7.880,3.250,2.500,3.712
253,lower leaflet,6.630,5.800,3.070,4.201
254,lower leaflet,4.920,6.870,2.750,3.609
255,lower leaflet,2.040,2.930,2.530,3.653
256,lower leaflet,6.860,0.710,3.480,3.849
257,lower leaflet,3.310,3.470,2.380,3.531
258,lower leaflet,7.560,2.770,2.400,3.656
259,lower leaflet,1.620,1.830,2.910,4.103
260,lower leaflet,5.770,6.700,2.750,3.966
261,lower leaflet,9.050,2.390,3.270,3.992
262,lower leaflet,6.060,8.470,3.220,3.841
263,lower leaflet,6.020,1.640,2.550,3.855
264,lower leaflet,2.850,1.800,3.120,3.762
265,lower leaflet,7.750,5.520,2.230,3.564
266,lower leaflet,1.080,4.510,2.670,4.072
267,lower leaflet,2.510,5.430,2.540,3.628
268,lower leaflet,7.360,8.120,2.990,4.066
269,lower leaflet,8.720,2.090,2.740,3.972
270,lower leaflet,5.540,7.580,3.060,4.030
271,lower leaflet,7.470,6.120,2.800,4.022
272,lower leaflet,3.340,7.690,2.840,4.152
273,lower leaflet,5.280,8.840,3.090,3.837
274,lower leaflet,7.870,4.220,2.620,3.867
275,lower leaflet,0.770,6.250,2.510,4.010
276,lower leaflet,2.990,1.130,2.730,4.133
277,lower leaflet,7.950,6.820,2.940,3.719
278,lower leaflet,7.400,0.250,3.040,3.855
279,lower leaflet,4.450,7.640,2.890,3.803
280,lower leaflet,4.700,9.168,2.600,3.850
281,lower leaflet,1.820,6.890,2.500,3.950
282,lower leaflet,3.390,0.010,2.660,3.730
283,lower leaflet,6.870,3.080,2.650,3.899
284,lower leaflet,6.420,6.680,3.470,4.126
285,lower leaflet,1.260,2.100,2.690,4.147
286,lower leaflet,0.270,3.290,2.530,3.861
287,lower leaflet,5.440,8.130,2.900,3.829
288,lower leaflet,7.850,1.890,2.930,3.513
289,lower leaflet,9.060,1.510,3.470,3.691
290,lower leaflet,5.970,0.630,3.610,3.603
291,lower leaflet,1.110,3.110,2.810,3.804
292,lower leaflet,5.550,0.820,2.630,3.792
293,lower leaflet,1.670,1.290,2.600,3.963
294,lower leaflet,6.950,8.928,2.920,3.853
295,lower leaflet,8.560,2.690,2.440,3.879
296,lower leaflet,5.850,8.090,3.580,3.855
297,lower leaflet,7.320,1.620,2.740,3.535
298,lower leaflet,2.640,7.430,2.910,4.095
299,lower leaflet,1.930,6.090,2.490,3.890
300,lower leaflet,8.230,5.530,2.820,3.829
301,lower leaflet,8.620,6.670,2.880,4.066
302,lower leaflet,0.190,6.360,2.430,3.979
303,lower leaflet,7.770,7.240,2.770,3.839
304,lower leaflet,3.320,6.930,2.640,3.995
305,lower leaflet,4.340,8.440,2.970,4.154
306,lower leaflet,2.630,0.500,3.220,3.876
307,lower leaflet,4.200,9.038,3.450,3.724
308,lower leaflet,1.750,6.530,2.820,4.016
309,lower leaflet,7.570,8.640,2.890,3.976
310,lower leaflet,0.260,4.170,2.650,3.762
311,lower leaflet,9.178,5.140,2.560,3.950
312,lower leaflet,3.470,0.240,3.130,3.952
313,lower leaflet,7.660,0.210,2.530,3.956
314,lower leaflet,3.590,0.950,2.570,4.111
315,lower leaflet,6.520,7.420,2.540,4.091
316,lower leaflet,4.820,8.270,2.500,3.804
317,lower leaflet,4.770,8.790,3.540,3.857
318,lower leaflet,0.160,0.910,2.850,4.088
319,lower leaflet,0.740,3.490,2.640,3.835
320,lower leaflet,8.880,5.670,2.990,3.763
321,lower leaflet,8.430,4.360,2.750,3.836
322,lower leaflet,1.250,1.610,2.480,4.033
323,lower leaflet,0.740,1.050,2.240,3.885
324,lower leaflet,8.710,1.490,2.820,3.861
325,lower leaflet,0.650,5.840,2.810,4.095
326,lower leaflet,4.170,7.970,3.220,3.785
327,lower leaflet,3.050,8.040,3.260,3.910
328,lower leaflet,7.400,7.540,2.550,4.067
329,lower leaflet,6.100,0.050,2.980,3.851
330,lower leaflet,2.050,0.350,3.210,3.985
331,lower leaflet,7.600,8.320,3.350,3.995
332,lower leaflet,8.450,5.930,2.630,3.835
333,lower leaflet,1.890,7.680,2.380,3.926
334,lower leaflet,0.720,7.910,2.510,3.861
335,lower leaflet,8.070,0.990,3.420,3.672
336,lower leaflet,2.580,7.930,2.540,3.772
337,lower leaflet,0.020,6.910,2.540,4.024
338,lower leaflet,3.850,7.640,2.930,3.904
339,lower leaflet,8.080,7.690,2.720,4.014
340,lower leaflet,2.600,0.840,2.790,3.748
341,lower leaflet,8.310,0.230,2.660,3.849
342,lower leaflet,8.510,7.450,2.490,3.896
343,lower leaflet,3.440,8.320,2.570,3.878
344,lower leaflet,9.010,0.910,3.490,3.514
345,lower leaflet,0.800,0.590,2.810,3.821
346,lower leaflet,0.680,2.570,2.300,3.889
347,lower leaflet,1.460,0.420,2.370,3.786
348,lower leaflet,8.310,0.750,2.850,3.791
349,lower leaflet,2.420,0.250,2.380,3.987
350,lower leaflet,8.530,8.490,2.400,3.857
351,lower leaflet,0.580,7.340,2.460,3.954
352,lower leaflet,1.160,8.220,2.260,3.999
353,lower leaflet,1.470,8.650,3.140,3.725
354,lower leaflet,2.080,8.490,2.980,3.800
355,lower leaflet,1.060,8.710,2.420,3.851
356,lower leaflet,1.990,8.550,2.480,3.810
357,lower leaflet,0.480,0.260,2.620,3.695
358,lower leaflet,8.948,0.050,2.550,3.587
359,lower leaflet,8.360,6.980,3.240,3.781
360,lower leaflet,0.160,7.910,2.240,3.979
361,lower leaflet,0.100,9.098,3.150,3.632
22,upper leaflet,4.740,3.300,6.840,3.850
23,upper leaflet,3.850,4.210,6.650,4.071
24,upper leaflet,3.670,4.830,7.000,3.734
25,upper leaflet,2.700,3.130,6.440,3.939
26,upper leaflet,5.100,3.820,6.500,3.906
27,upper leaflet,3.940,3.170,6.650,3.593
28,upper leaflet,3.630,6.260,6.640,3.895
29,upper leaflet,5.850,4.030,6.580,3.735
30,upper leaflet,6.620,4.500,6.730,3.779
31,upper leaflet,3.610,4.280,6.210,3.990
32,upper leaflet,3.960,2.710,5.970,3.624
33,upper leaflet,3.570,2.400,5.830,3.993
34,upper leaflet,3.700,3.730,6.200,3.951
