resid,leaflet,X coords,Y coords,Z coords,Area per lipid
104,lower leaflet,15.620,12.150,3.380,0.395
124,lower leaflet,12.140,6.810,5.030,0.533
826,lower leaflet,20.800,0.770,2.940,0.396
1001,lower leaflet,12.010,13.430,2.680,0.794
1002,lower leaflet,10.760,11.430,3.720,0.490
1003,lower leaflet,9.890,14.870,2.580,0.562
1004,lower leaflet,13.330,14.990,2.210,0.807
1005,lower leaflet,10.300,9.940,3.520,0.748
1006,lower leaflet,10.300,14.110,2.610,0.628
1007,lower leaflet,9.440,11.640,3.500,0.605
1008,lower leaflet,11.660,12.500,2.500,0.826
1009,lower leaflet,11.380,11.610,2.600,0.533
1010,lower leaflet,11.340,10.070,3.120,0.741
1011,lower leaflet,8.680,13.200,2.860,0.662
1012,lower leaflet,9.420,8.740,3.430,0.898
1013,lower leaflet,12.330,11.770,3.000,0.704
1014,lower leaflet,11.590,9.650,3.080,0.724
1015,lower leaflet,10.880,10.690,3.260,0.709
1016,lower leaflet,7.620,11.650,3.290,0.616
1017,lower leaflet,13.520,10.620,3.080,0.735
1018,lower leaflet,12.290,8.450,3.380,0.610
1019,lower leaflet,12.460,13.680,2.740,0.775
1020,lower leaflet,9.320,18.650,1.850,0.742
1021,lower leaflet,13.440,15.520,2.190,0.515
1022,lower leaflet,10.760,12.730,2.840,0.813
1023,lower leaflet,11.030,13.550,2.690,0.747
1024,lower leaflet,13.080,13.840,2.570,0.783
1026,lower leaflet,14.990,11.190,2.860,0.972
1027,lower leaflet,16.060,10.510,4.290,0.335
1028,lower leaflet,12.440,9.470,3.340,0.741
1029,lower leaflet,15.360,12.020,2.640,0.543
1030,lower leaflet,9.820,14.060,2.410,0.580
1031,lower leaflet,13.760,7.810,3.480,0.636
1032,lower leaflet,12.330,10.020,3.180,0.753
1033,lower leaflet,11.890,11.790,2.790,0.663
1034,lower leaflet,9.240,14.830,2.460,0.486
1035,lower leaflet,13.020,10.110,3.170,0.684
1036,lower leaflet,13.630,9.910,4.030,0.738
1037,lower leaflet,9.670,11.180,3.380,0.858
1038,lower leaflet,11.100,12.080,2.930,0.629
1039,lower leaflet,11.680,14.830,2.270,0.675
1040,lower leaflet,10.370,14.920,2.360,0.601
1041,lower leaflet,11.220,14.720,2.540,0.757
1042,lower leaflet,13.430,13.510,2.830,0.756
1043,lower leaflet,8.530,11.900,3.420,0.587
1045,lower leaflet,15.340,14.580,2.260,0.813
1046,lower leaflet,14.250,10.820,3.520,0.708
1047,lower leaflet,15.320,17.400,2.060,0.577
1049,lower leaflet,10.930,11.610,3.100,0.378
1050,lower leaflet,14.460,12.680,2.690,0.718
