resid,leaflet,X coords,Y coords,Z coords,Area per lipid
104,lower leaflet,15.990,9.650,3.060,0.484
311,lower leaflet,1.650,12.480,3.280,0.393
318,lower leaflet,18.240,8.770,3.660,0.428
381,lower leaflet,7.340,19.130,3.430,0.273
415,lower leaflet,16.170,1.190,3.390,0.437
434,lower leaflet,11.710,6.210,3.720,0.455
580,lower leaflet,2.530,5.650,3.040,0.285
586,lower leaflet,18.820,3.790,3.790,0.505
630,lower leaflet,20.280,0.660,3.870,0.385
658,lower leaflet,16.820,21.580,2.860,0.387
800,lower leaflet,13.350,1.200,3.650,0.270
826,lower leaflet,19.180,23.530,3.750,0.301
962,lower leaflet,2.080,21.870,3.650,0.646
1001,lower leaflet,11.980,16.390,2.980,0.776
1002,lower leaflet,12.430,11.130,3.230,0.367
1003,lower leaflet,11.190,16.190,2.780,0.744
1004,lower leaflet,11.750,15.500,2.520,0.848
1005,lower leaflet,12.650,11.240,2.770,0.572
1006,lower leaflet,10.850,11.850,3.010,0.670
1007,lower leaflet,7.110,12.860,3.330,0.674
1008,lower leaflet,14.720,10.580,2.730,0.674
1009,lower leaflet,16.230,13.510,2.430,0.824
1010,lower leaflet,9.790,10.040,3.240,0.554
1011,lower leaflet,4.370,12.110,2.860,0.709
1012,lower leaflet,14.640,12.840,2.320,0.759
1013,lower leaflet,15.500,12.710,2.420,0.757
1014,lower leaflet,10.640,10.260,3.060,0.639
1015,lower leaflet,14.440,12.080,2.350,0.801
1016,lower leaflet,7.720,13.430,3.100,1.051
1017,lower leaflet,11.940,8.470,3.530,0.664
1018,lower leaflet,13.590,8.820,3.170,0.553
1019,lower leaflet,16.060,15.650,2.930,0.636
1020,lower leaflet,7.230,18.810,2.800,0.539
1021,lower leaflet,13.250,19.490,2.670,0.684
1022,lower leaflet,12.240,10.310,2.780,0.573
1023,lower leaflet,11.480,13.690,3.120,0.699
1024,lower leaflet,10.730,13.310,2.880,0.758
1026,lower leaflet,14.060,9.520,2.700,0.821
1027,lower leaflet,8.990,11.270,3.750,0.396
1028,lower leaflet,13.370,9.150,2.840,0.615
1029,lower leaflet,18.030,10.450,2.820,0.736
1030,lower leaflet,6.340,8.390,3.410,0.547
1031,lower leaflet,14.480,5.750,2.860,0.746
1032,lower leaflet,13.420,11.600,2.570,0.743
