resid,leaflet,X coords,Y coords,Z coords,Area per lipid
104,lower leaflet,15.070,13.400,3.980,0.263
124,lower leaflet,13.350,7.680,4.050,0.383
311,lower leaflet,2.510,13.220,3.610,0.245
381,lower leaflet,8.610,19.750,3.960,0.430
658,lower leaflet,15.080,21.670,3.670,0.557
826,lower leaflet,20.940,24.520,3.920,0.300
834,lower leaflet,6.180,23.060,4.870,0.342
962,lower leaflet,5.490,24.760,3.130,0.330
1001,lower leaflet,11.830,13.670,3.280,0.520
1002,lower leaflet,12.610,10.240,4.050,0.394
1003,lower leaflet,9.580,13.190,3.120,0.756
1004,lower leaflet,11.270,12.990,3.420,0.569
1005,lower leaflet,13.350,11.150,3.260,0.613
1006,lower leaflet,9.930,12.550,3.410,0.643
1007,lower leaflet,10.640,8.670,3.570,0.749
1008,lower leaflet,14.430,12.250,3.280,0.637
1009,lower leaflet,13.370,11.900,2.990,0.729
1010,lower leaflet,13.090,9.660,3.590,0.691
1011,lower leaflet,8.230,12.350,3.460,0.612
1012,lower leaflet,12.860,10.220,3.620,0.385
1013,lower leaflet,14.650,10.960,3.220,0.676
1014,lower leaflet,12.350,8.310,3.390,0.677
1015,lower leaflet,12.360,10.910,3.570,0.622
1016,lower leaflet,8.790,11.760,3.290,0.592
1017,lower leaflet,13.710,10.140,3.370,0.703
1018,lower leaflet,12.880,7.810,3.870,0.601
1019,lower leaflet,13.910,13.750,3.420,0.719
1020,lower leaflet,9.220,18.630,3.270,0.552
1021,lower leaflet,12.370,15.840,2.900,0.888
1022,lower leaflet,12.480,12.170,3.020,0.684
1023,lower leaflet,11.070,11.990,3.460,0.660
1024,lower leaflet,12.140,12.840,3.390,0.579
1026,lower leaflet,14.820,10.160,3.110,0.727
1027,lower leaflet,14.900,8.830,3.720,0.373
1028,lower leaflet,14.050,8.650,3.430,0.610
1029,lower leaflet,16.390,12.070,3.260,0.729
1030,lower leaflet,7.980,11.760,3.050,0.569
1031,lower leaflet,15.310,7.300,2.850,0.633
1032,lower leaflet,12.780,11.000,3.190,0.623
1033,lower leaflet,12.320,13.450,3.390,0.544
1034,lower leaflet,9.080,12.470,3.730,0.569
1035,lower leaflet,13.410,7.980,3.610,0.436
1036,lower leaflet,14.580,6.690,2.830,0.698
1037,lower leaflet,9.940,11.100,3.260,0.832
1038,lower leaflet,11.060,13.810,3.690,0.514
1039,lower leaflet,10.000,16.200,2.620,0.701
1040,lower leaflet,10.490,14.610,3.330,0.497
1041,lower leaflet,11.330,11.560,3.160,0.478
1042,lower leaflet,12.730,14.280,3.530,0.748
1043,lower leaflet,9.500,10.450,2.970,0.708
1045,lower leaflet,15.480,14.900,2.950,0.667
1046,lower leaflet,14.060,11.380,3.340,0.674
1047,lower leaflet,15.100,17.240,2.650,0.648
1049,lower leaflet,9.350,11.040,3.130,0.528
1050,lower leaflet,14.730,13.010,3.230,0.605
1051,lower leaflet,15.900,10.300,3.020,0.718
1052,lower leaflet,13.030,7.030,3.480,0.574
1053,lower leaflet,13.630,6.130,4.060,0.443
1054,lower leaflet,14.740,7.960,3.390,0.434
1055,lower leaflet,10.610,17.360,2.810,0.848
1056,lower leaflet,11.930,14.370,3.300,0.505
1057,lower leaflet,11.900,11.740,3.250,0.633
1058,lower leaflet,12.200,7.310,3.670,0.718
1059,lower leaflet,13.410,13.320,3.620,0.709
1060,lower leaflet,14.950,8.410,3.010,0.571
1061,lower leaflet,10.540,15.420,2.890,0.484
1062,lower leaflet,10.700,19.900,3.210,0.569
1063,lower leaflet,8.350,14.000,2.770,0.827
1064,lower leaflet,8.730,8.950,3.080,0.619
1066,lower leaflet,10.840,12.650,4.250,0.501
1067,lower leaflet,14.280,14.640,3.190,0.639
1068,lower leaflet,7.440,17.910,2.820,0.720
1069,lower leaflet,11.480,8.850,3.610,0.632
1070,lower leaflet,9.610,17.020,2.510,0.753
1071,lower leaflet,14.730,9.150,3.340,0.555
1072,lower leaflet,13.080,8.680,3.400,0.757
1073,lower leaflet,16.480,12.880,3.230,0.673
1074,lower leaflet,8.310,17.580,3.020,0.661
1075,lower leaflet,15.670,8.990,3.150,0.682
1076,lower leaflet,18.020,15.860,2.660,0.851
1078,lower leaflet,11.440,7.820,3.710,0.716
1079,lower leaflet,15.060,10.680,3.450,0.492
1080,lower leaflet,17.340,9.870,2.860,0.580
1081,lower leaflet,13.670,6.440,3.650,0.571
1082,lower leaflet,9.260,8.560,3.460,0.779
1083,lower leaflet,15.850,8.000,2.950,0.650
1084,lower leaflet,13.670,16.830,2.850,0.727
1085,lower leaflet,11.910,4.770,3.590,0.702
1086,lower leaflet,10.870,10.940,3.440,0.668
1087,lower leaflet,12.880,14.950,3.400,1.014
1088,lower leaflet,10.490,13.130,3.550,0.544
1089,lower leaflet,15.160,11.600,3.340,0.681
1090,lower leaflet,11.530,14.010,3.500,0.496
1091,lower leaflet,13.040,12.840,3.370,0.599
1092,lower leaflet,7.940,20.590,2.940,0.759
1093,lower leaflet,11.440,10.650,3.490,0.625
1094,lower leaflet,14.600,13.970,3.340,0.616
1095,lower leaflet,9.600,12.000,3.310,0.677
1096,lower leaflet,11.010,15.270,3.530,0.431
1097,lower leaflet,15.830,13.390,3.310,0.637
1098,lower leaflet,10.110,9.200,3.370,0.755
1099,lower leaflet,17.020,13.650,2.850,0.670
1100,lower leaflet,3.010,13.040,3.030,0.652
1101,lower leaflet,9.850,7.890,3.150,0.727
1102,lower leaflet,17.500,10.700,3.190,0.677
1103,lower leaflet,16.800,10.750,3.270,0.714
1104,lower leaflet,9.660,18.220,3.000,0.725
1105,lower leaflet,8.690,7.320,3.030,0.763
1106,lower leaflet,8.000,16.710,2.810,0.698
1107,lower leaflet,16.320,8.750,2.830,0.625
1108,lower leaflet,12.270,9.370,3.460,0.728
1109,lower leaflet,5.850,12.900,3.010,0.669
1110,lower leaflet,16.090,9.730,2.990,0.670
1111,lower leaflet,14.460,17.870,2.870,0.651
1112,lower leaflet,15.210,14.200,3.330,0.649
1113,lower leaflet,10.450,9.620,3.470,0.695
1114,lower leaflet,14.530,15.090,3.150,0.694
1115,lower leaflet,15.360,12.390,3.270,0.649
1116,lower leaflet,14.220,7.800,3.480,0.599
1117,lower leaflet,13.780,5.430,3.470,0.679
1118,lower leaflet,18.480,10.620,3.280,0.914
1119,lower leaflet,10.930,6.810,3.480,0.696
1120,lower leaflet,8.980,17.670,3.090,0.629
1121,lower leaflet,6.690,17.260,2.510,0.765
1122,lower leaflet,9.060,14.750,2.670,0.854
1123,lower leaflet,8.460,11.050,2.980,0.612
1124,lower leaflet,12.900,5.260,3.180,0.674
1125,lower leaflet,11.280,15.640,3.040,0.514
1126,lower leaflet,17.190,15.950,2.860,0.937
1127,lower leaflet,10.780,16.010,3.130,0.555
1128,lower leaflet,11.800,15.280,3.090,0.679
1129,lower leaflet,17.800,13.820,3.170,0.581
1130,lower leaflet,14.000,12.550,3.450,0.649
1131,lower leaflet,11.440,9.280,3.400,0.677
1132,lower leaflet,10.550,18.630,3.440,0.741
1133,lower leaflet,3.950,13.070,3.180,0.706
1134,lower leaflet,16.790,8.530,2.940,0.627
1135,lower leaflet,10.430,14.080,3.310,0.551
1136,lower leaflet,11.050,14.740,3.420,0.427
1138,lower leaflet,8.460,10.530,2.870,0.657
1139,lower leaflet,17.050,18.190,2.930,0.545
1140,lower leaflet,15.250,13.340,3.360,0.605
1141,lower leaflet,17.420,11.680,3.410,0.829
