0.8557	0.0687	-0.5040	-0.0956	-0.1784	-2.2909	0.0347	0.7007	-0.5302	-0.0519	-0.0829	-0.3834	0.1703	0.3542	0.2126	0.1619
0.3306	0.0351	-0.2761	-0.0339	-0.0903	-2.8378	-0.0013	1.1161	-0.3647	-0.1092	-0.4755	-0.2595	-0.0131	0.4066	0.2308	0.2701
-0.2929	0.0168	-0.0200	-0.0727	-0.0268	-3.2625	0.0161	0.6890	-0.1318	-0.0968	-0.6578	-0.1271	-0.0691	0.4399	0.2781	0.0396
-0.0239	0.0540	-0.2815	-0.0498	-0.0163	-2.5899	0.1171	0.7859	0.4226	-0.1515	-0.4771	0.1380	-0.2008	0.5570	0.3294	-0.0574
-0.3643	0.0569	-0.2597	0.0083	0.0950	-2.9848	0.0872	0.8062	1.0021	-0.1778	-0.2414	0.0047	-0.2822	0.6295	0.3410	0.1500
-0.7708	0.0612	-0.3042	-0.2732	0.0739	-3.2103	-0.0210	0.9910	0.8238	-0.1811	-0.4133	0.5671	-0.2816	0.5671	0.5392	-0.1177
-0.6077	-0.0330	-0.0051	-0.3605	-0.0236	-3.3213	0.0438	0.7968	0.7969	-0.1158	-0.8835	0.0020	-0.1893	0.6090	0.3099	-0.1000
0.2182	0.0603	0.5061	-0.1699	0.0047	-3.8902	-0.1984	0.6617	0.1106	-0.0026	-0.1107	0.1162	-0.1349	0.7006	0.3392	-0.0652
-0.0819	0.0159	0.7168	-0.1787	-0.1123	-3.0717	-0.2626	1.0763	0.5309	-0.0282	-0.3873	0.3967	-0.0589	0.6107	0.3987	-0.2053
0.3224	0.0249	0.8665	-0.1163	-0.1322	-2.3440	-0.1729	1.2052	0.1253	0.0406	-0.2642	0.1337	-0.0765	0.6586	0.3533	-0.1663
-0.0848	-0.0172	0.3564	0.0303	-0.6076	-1.3322	-0.3315	0.8244	-0.2672	-0.0781	-0.3389	-0.1934	-0.0018	0.4496	0.3668	0.0916
0.4543	0.0768	0.3319	0.1350	-0.3139	-1.3977	-0.3236	0.3682	0.5843	-0.1098	-0.6518	-0.0275	-0.1001	0.5378	0.3414	-0.1274
0.5098	0.0704	0.2095	-0.6226	-0.3465	-2.3636	-0.6238	0.1293	-0.3348	-0.0858	-0.3958	0.0023	0.0956	0.3838	0.4306	-0.1900
0.5379	0.1471	0.4503	-0.3527	-0.3670	-0.9415	-0.5480	0.1123	-0.5638	-0.0739	-0.1156	0.1594	-0.0289	0.4101	0.4380	0.1034
0.5199	0.1289	0.5041	-0.2552	-0.3854	-2.1380	-0.5364	0.4834	0.5991	-0.0325	-0.3164	-0.3054	0.0637	0.6293	0.2587	0.3080
-0.0047	0.0144	0.1973	0.2563	-0.8678	-1.0593	-0.4511	0.0070	-0.7565	-0.1428	-0.4802	-0.0920	0.0622	0.3076	0.4622	0.1375
0.2002	0.0699	0.4523	-0.1369	-0.8762	-1.3946	-0.3969	0.3572	0.7147	0.0299	-0.1661	0.0882	0.0045	0.5094	0.4065	-0.1027
0.0617	0.0510	0.2998	-0.3014	-0.5593	-1.7683	-0.2308	0.5185	-0.0681	-0.0341	-0.2355	0.1945	0.0182	0.4615	0.4542	-0.0317
0.4444	0.1103	0.5594	-0.2777	-0.5989	-1.7456	-0.3184	0.7082	0.2073	-0.0036	-0.0523	-0.2902	0.0597	0.5599	0.3358	0.2254
0.3072	0.0748	0.3983	-0.3063	-0.9529	-1.3647	-0.3344	0.5035	-0.3764	-0.0629	-0.2283	-0.1528	0.0923	0.4115	0.4192	0.2129
0.3525	0.0374	0.2031	-0.1278	-0.4577	-2.2924	-0.1991	0.3217	0.5190	0.0301	-0.0265	0.1899	0.2596	0.3908	0.4195	0.1138
0.3610	0.0883	0.3682	-0.5426	-1.2098	-1.1502	-0.2916	0.1721	0.0821	-0.0273	-0.1964	0.4200	0.3746	0.2837	0.5004	-0.0907
0.1252	0.0501	0.3510	-0.2263	-0.7880	-1.0987	-0.4576	0.1401	-0.8167	-0.0705	-0.3611	0.1980	0.0668	0.3528	0.4806	-0.0271
0.4730	0.0600	0.2722	-0.1478	-0.4184	-1.3755	-0.2266	0.2534	-0.7857	-0.0958	-0.0899	0.0796	-0.0294	0.3469	0.5117	0.0011
0.2262	0.0468	0.0567	-0.3782	-1.1656	-1.3732	-0.3715	0.0239	-0.0622	-0.0164	-0.0675	-0.2230	0.2146	0.3554	0.3703	0.1163
0.3808	0.1345	0.0409	-0.7474	-0.4847	-0.8575	-0.0495	0.5814	-0.4862	-0.1469	-0.3454	0.5631	0.0178	0.3433	0.5197	0.1045
0.4842	0.1312	0.5145	-0.4273	-0.5071	-0.7648	-0.2801	0.7009	-0.6919	-0.1064	-0.0903	0.1689	0.0536	0.3254	0.3565	0.1000
0.4750	0.1137	0.4127	-0.3337	-0.6779	-0.6459	-0.5145	0.1267	-0.6559	-0.1552	-0.2969	-0.1929	0.0642	0.3208	0.3511	0.3527
0.6027	0.1164	0.1487	-0.5132	-0.7344	-0.4919	-0.6361	-0.1118	-0.9348	-0.1033	-0.1587	0.1135	0.3612	0.2254	0.3464	0.1944
0.5148	0.0973	0.2162	-0.6948	-0.5581	-0.7586	-0.3822	0.2345	-0.7925	-0.0644	-0.1015	0.2064	0.3565	0.2534	0.3646	0.1833
0.3680	0.0385	-0.9595	0.0354	-0.2943	-1.4771	-0.1825	0.5549	-0.4247	0.0010	0.0752	-0.0275	0.0630	0.3562	0.3748	0.1365
0.1367	0.0493	-0.0149	-0.4267	-0.6859	-0.7896	-0.4893	0.0623	-0.6713	-0.1550	-0.0323	0.2089	0.1371	0.2762	0.3208	0.1411
0.2715	0.0494	0.1536	-0.4028	-0.3741	-1.4142	-0.3840	0.2374	-0.5163	-0.1494	-0.2301	0.1168	-0.0367	0.3258	0.4008	0.2560
0.3000	0.0903	0.2056	-0.5823	-0.5807	-0.7810	-0.2439	0.4548	-0.3242	-0.1870	-0.1900	0.1129	-0.1008	0.3053	0.3676	-0.0631
0.5567	0.1056	0.3453	-0.3843	-0.1942	-0.8441	-0.3171	0.5033	0.0360	-0.2361	-0.3287	0.0321	-0.2671	0.3775	0.3440	0.1250
0.1365	0.0426	0.5118	-0.1878	-0.4611	-0.9555	-0.2177	0.8668	-0.4955	-0.1519	-0.5373	-0.0847	-0.0304	0.3176	0.3656	0.0390
0.9566	0.0862	0.5650	-0.3005	-0.1872	-0.7833	-0.2785	0.8132	0.2046	-0.2301	-0.7315	0.1914	-0.2270	0.3294	0.4701	0.0264
0.3835	0.0529	0.4141	-0.2994	-0.2316	-0.7570	-0.1611	0.5297	0.0624	-0.3448	-0.7285	0.3619	-0.3992	0.2697	0.4591	-0.1677
0.6436	0.0639	0.4996	-0.0997	-0.1938	-0.8383	-0.2538	0.2092	0.0247	-0.3217	-0.7921	0.3291	-0.2626	0.2823	0.3994	-0.0346
1.1893	0.0845	0.3221	-0.2797	-0.1449	-1.0785	-0.2196	0.2703	-0.3244	-0.1625	-0.2753	-0.0841	-0.0081	0.3017	0.4043	-0.0298
0.7381	0.0708	0.3592	-0.0918	-0.2150	-0.8616	-0.2520	0.1383	-0.1919	-0.2775	-0.4422	0.3879	-0.0844	0.2532	0.4586	0.0553
0.6834	0.0810	0.4245	-0.2150	-0.2942	-0.8939	-0.3529	0.1229	-0.3768	-0.2509	-0.3907	0.4658	0.1623	0.2340	0.5098	-0.0345
0.5242	0.0906	0.3446	-0.4188	-0.3469	-0.8306	-0.4156	0.1181	-0.1420	-0.2380	-0.1437	-0.2553	-0.1985	0.3443	0.2855	0.1143
0.7002	0.1347	0.0396	-0.3481	-0.3021	-0.8351	-0.1330	0.4484	0.1770	-0.2344	-0.1577	-0.1049	-0.2911	0.4073	0.4711	-0.0250
0.4370	0.1000	-0.2933	-0.2461	-0.4048	-1.0051	-0.0840	0.5626	-0.1221	-0.1994	0.1592	-0.2496	-0.3039	0.3808	0.4466	-0.0572
0.6601	0.1163	-0.0599	-0.0373	-0.3312	-0.9467	-0.2128	0.2472	-0.1549	-0.1416	0.1927	-0.1167	-0.1930	0.3784	0.3623	-0.0281
0.5860	0.0728	0.0536	-0.2441	-0.1928	-0.9596	-0.3469	0.0536	0.2504	-0.3365	-0.1401	0.1122	-0.3525	0.4550	0.4390	0.0936
0.0221	0.0222	-0.1937	0.2957	-0.4566	-1.1706	-0.2761	0.0908	-0.0882	-0.3386	-0.2327	0.1885	-0.3534	0.3376	0.4157	0.0873
0.1720	0.0579	-0.0148	-0.2163	-0.4932	-1.3469	-0.1641	0.0512	-0.1731	-0.2181	0.1350	0.0822	-0.2880	0.3422	0.7006	-0.1441
0.4235	0.0900	0.4562	-0.2152	-0.3942	-1.0214	-0.2196	0.2430	0.0314	-0.2216	0.0010	-0.3074	-0.2661	0.4202	0.3812	-0.1679
0.2129	0.1048	0.1229	-0.2779	-1.0294	-1.3473	-0.1532	0.2609	-0.5277	-0.0818	0.3643	-0.1905	-0.0417	0.3831	0.3538	-0.3369
