-2.1387	-0.0055	-0.8611	-0.4014	0.0212	4.8992	-0.0002	-0.7003	-2.5434	0.0011	-0.4347	-0.3660	-0.1425	-0.0082	-0.0273	-0.0947
-8.1959	-0.0057	-1.7199	-0.0399	0.0080	7.4901	-0.0036	0.3719	-1.4350	0.0041	-0.3736	-0.2438	-0.1912	-0.0155	-0.0358	-0.3056
-14.8718	-0.0042	-1.7527	-0.1868	-0.0002	10.0407	-0.0017	-0.0433	-2.8281	0.0028	-0.7243	-0.2098	-0.1219	-0.0104	-0.0467	-0.3113
-9.8401	-0.0157	-0.4612	-0.0209	-0.0062	6.5132	-0.0098	0.3713	-1.9704	0.0046	-0.4641	-0.7426	-0.0974	-0.0407	-0.0624	-0.2008
-4.6331	-0.0147	-0.3848	-0.0099	-0.0149	8.8185	-0.0071	0.4044	-1.4851	-0.0038	-0.2184	-0.9674	-0.0429	-0.0483	-0.0384	-0.1181
-3.7591	-0.0068	-2.0336	0.0181	-0.0119	10.1607	-0.0079	0.3268	-1.6532	0.0028	-0.1836	-1.8736	-0.0488	-0.0245	-0.0664	-0.0640
-10.7572	0.0005	-0.8796	-0.6269	-0.0001	10.7250	0.0010	-0.0562	-5.4771	0.0013	-0.3334	-0.1229	-0.0597	-0.0268	-0.0391	-0.3274
-8.3265	-0.0060	-3.9756	-0.1560	-0.0036	14.7426	0.0081	0.1679	-8.3975	-0.0069	-0.2198	-2.0012	-0.0206	-0.0214	-0.0234	-0.1168
-3.7653	-0.0038	-1.1606	-0.1105	0.0116	8.5550	-0.0027	-0.1807	-13.2767	-0.0016	-0.3579	-1.1271	-0.0391	-0.0096	-0.0402	-0.0906
-1.6464	-0.0044	-1.7560	-0.0925	0.0170	4.6048	-0.0017	0.3875	-6.1647	-0.0055	-0.8107	-1.1080	-0.0218	-0.0127	-0.0410	-0.1160
-0.0728	-0.0033	-0.2463	-0.1947	0.3223	1.1072	-0.0361	-1.6368	-3.3912	0.0021	-0.0646	-1.1785	-0.0565	-0.0183	-0.0260	-0.1165
-0.4238	-0.0073	-0.2098	-0.4911	0.0592	1.7469	-0.0089	-1.5406	-10.2747	-0.0000	0.0294	-0.1601	-0.0279	-0.0233	-0.0262	-0.2767
-0.3709	-0.0047	-0.1186	-3.6563	0.0631	5.2590	0.0743	-0.0237	-3.3428	0.0017	-0.0245	-0.3112	-0.0387	-0.0062	-0.0304	-0.3246
-0.1995	-0.0056	-0.2994	-1.3463	0.0089	0.8531	0.0090	-0.0264	-4.6228	0.0015	-0.0699	-3.9138	-0.0370	-0.0090	-0.0276	-0.0811
-0.2021	-0.0060	-0.2419	-0.4635	0.1050	3.7509	-0.0185	-0.6751	-1.8556	-0.0017	0.0099	-0.1117	-0.0327	-0.0201	-0.0149	-0.4612
-0.0116	-0.0016	-0.1425	-1.0522	0.3330	0.8340	-0.0007	-0.1616	-0.5230	0.0090	-0.1943	-1.0987	-0.0551	-0.0050	-0.0793	-0.3049
-0.0456	-0.0057	-0.2267	-0.4325	0.5900	1.1676	-0.0045	-0.1556	-3.4521	-0.0045	-0.3900	-2.1631	-0.0177	-0.0086	-0.0505	-0.1518
-0.0310	-0.0041	-1.9542	-0.6049	0.1818	2.0368	-0.0122	0.0791	-4.7245	0.0002	-0.1959	-2.3691	-0.0395	-0.0074	-0.0514	-0.1257
-0.1099	-0.0054	-0.9843	-0.4236	0.2950	1.4501	-0.0254	-0.2892	-1.1656	-0.0009	-0.0895	-1.1374	-0.0264	-0.0075	-0.0193	-0.1072
-0.0684	-0.0054	-1.0770	-0.3306	0.8012	0.6980	-0.0350	-0.6042	-0.6136	0.0024	-0.0898	-0.7573	-0.0352	-0.0060	-0.0337	-0.1447
-0.1638	-0.0028	-5.2735	-0.8306	0.1143	2.9943	-0.0004	0.0508	-0.5279	-0.0010	-0.1646	-3.2272	-0.0238	0.0060	-0.0308	-0.0974
-0.0475	-0.0042	-1.1786	-0.9183	0.8443	0.5320	-0.0091	0.0116	-0.1803	0.0001	-0.2035	-4.5216	-0.0294	-0.0022	-0.0516	-0.0691
-0.0237	-0.0028	-0.3120	-1.8746	0.2880	0.8070	0.0047	-0.0224	-3.4159	0.0032	-0.1325	-3.1253	-0.0257	-0.0048	-0.0378	-0.1234
-0.1702	-0.0029	-1.8221	-1.3479	0.0865	1.2755	0.0000	-0.0574	-1.3478	0.0047	-0.3529	-0.8781	-0.0444	-0.0042	-0.0824	-0.0360
-0.0342	-0.0030	-0.3021	-0.2889	0.8410	0.9848	0.0051	-0.0539	-0.5996	0.0001	-0.2278	-2.8332	-0.0326	-0.0035	-0.0347	-0.1063
-0.0707	-0.0048	-1.3026	0.4591	0.0973	0.2155	-0.0706	-0.5169	-0.1312	0.0077	-0.3225	-0.2420	-0.0630	-0.0044	-0.0937	-0.0833
-0.1006	-0.0038	-0.9667	-0.0409	0.0566	0.3130	-0.0386	-1.0357	-0.4566	0.0058	-0.2151	-0.4407	-0.0539	-0.0051	-0.0333	-0.0245
-0.0877	-0.0033	-0.3148	0.0573	0.0696	0.2861	-0.0508	-1.2550	-0.3375	0.0088	-0.0417	-0.5233	-0.0575	-0.0056	-0.0203	-0.0999
-0.1372	-0.0038	-0.2019	0.0686	0.0509	0.2073	0.0381	-0.0728	-0.8035	0.0087	-0.0663	-1.2561	-0.0612	-0.0041	-0.0287	-0.0565
-0.1261	-0.0037	-0.8831	0.1781	0.0859	0.4601	-0.0330	-0.4121	-1.1988	0.0037	-0.1042	-1.8820	-0.0601	-0.0044	-0.0244	-0.0620
-0.2211	-0.0021	-4.1557	-0.0301	0.0341	1.7481	0.0010	-0.6975	-12.3086	-0.0025	-0.1568	-1.2883	-0.0417	-0.0059	-0.0238	-0.0424
-0.0382	-0.0027	-0.6124	0.0072	0.1381	0.5580	0.0420	-0.1629	-0.3269	0.0105	-0.0580	-0.7946	-0.0989	-0.0059	-0.0181	-0.0243
-0.2194	-0.0035	-0.6564	0.1619	0.0648	1.9081	-0.0597	-1.5282	-0.6918	0.0084	-0.1092	-0.1662	-0.0715	-0.0067	-0.0540	-0.1144
-0.0838	-0.0039	-0.8573	-0.0562	0.0899	0.5194	-0.0522	-0.5139	-0.2506	0.0143	-0.4055	-0.4323	-0.0839	-0.0068	-0.0700	-0.0027
-0.2534	-0.0041	-0.6138	0.1135	-0.0115	0.6880	-0.0910	-0.7699	-0.1285	0.0117	-0.3335	-0.4163	-0.0476	-0.0092	-0.0423	-0.0757
