resid,leaflet,X coords,Y coords,Z coords,Thickness
104,lower leaflet,14.690,13.050,3.460,3.824
807,lower leaflet,20.290,4.430,4.650,3.925
826,lower leaflet,20.240,1.040,3.400,4.007
1001,lower leaflet,12.980,12.880,2.490,3.968
1002,lower leaflet,11.890,12.430,2.890,3.994
1003,lower leaflet,10.550,16.280,2.400,3.994
1004,lower leaflet,12.500,13.750,2.590,3.892
1005,lower leaflet,11.180,10.050,3.320,4.137
1006,lower leaflet,11.480,14.190,2.560,3.663
1007,lower leaflet,11.440,12.450,2.670,3.847
1008,lower leaflet,11.780,13.330,2.680,3.688
1009,lower leaflet,12.090,11.540,2.810,4.064
1010,lower leaflet,11.520,10.750,3.170,4.124
1011,lower leaflet,9.670,14.350,2.350,3.515
1012,lower leaflet,10.230,9.210,3.720,4.337
1013,lower leaflet,12.330,12.270,2.650,4.003
1014,lower leaflet,12.610,10.080,3.230,4.085
1015,lower leaflet,10.550,10.500,3.090,3.675
1016,lower leaflet,9.180,11.590,2.330,3.898
1017,lower leaflet,14.000,10.820,3.170,4.124
1018,lower leaflet,12.960,9.280,3.200,3.941
1019,lower leaflet,12.870,12.170,2.530,4.227
1020,lower leaflet,9.160,18.780,2.280,4.206
1021,lower leaflet,13.850,14.280,2.620,4.211
1022,lower leaflet,10.730,13.630,2.470,3.778
1023,lower leaflet,12.010,14.470,2.500,3.699
1024,lower leaflet,14.010,13.440,2.670,4.177
1026,lower leaflet,15.180,11.210,3.490,4.130
1027,lower leaflet,16.630,10.580,4.080,4.097
1028,lower leaflet,12.270,9.880,3.630,4.173
1029,lower leaflet,15.140,11.980,3.060,3.874
1030,lower leaflet,9.910,16.080,2.510,3.900
1031,lower leaflet,13.220,7.560,3.800,3.983
1032,lower leaflet,12.640,11.060,3.170,3.879
1033,lower leaflet,12.170,12.930,2.730,3.969
1034,lower leaflet,8.990,15.650,2.140,3.705
1035,lower leaflet,13.490,9.970,3.380,3.888
1036,lower leaflet,14.490,10.160,3.560,4.172
1037,lower leaflet,10.940,11.400,2.850,4.095
1038,lower leaflet,9.660,13.500,2.300,3.716
1039,lower leaflet,12.220,14.910,2.740,3.935
1040,lower leaflet,11.140,16.010,2.690,3.508
1041,lower leaflet,10.860,15.090,2.550,3.703
1042,lower leaflet,13.960,12.600,2.850,3.976
1043,lower leaflet,9.830,11.810,2.550,3.903
1045,lower leaflet,15.660,15.330,2.170,4.021
1046,lower leaflet,14.820,11.040,3.070,4.144
1047,lower leaflet,15.280,18.400,2.470,3.718
1049,lower leaflet,10.890,13.190,2.360,3.802
1050,lower leaflet,14.480,13.190,2.710,4.152
1051,lower leaflet,17.370,10.820,3.270,3.616
1052,lower leaflet,12.200,9.380,3.820,4.240
1053,lower leaflet,11.300,8.490,4.150,3.928
1054,lower leaflet,15.430,9.310,3.470,4.179
1055,lower leaflet,12.030,15.570,2.770,3.885
1056,lower leaflet,14.530,14.670,2.740,3.927
1057,lower leaflet,10.860,11.920,2.600,3.983
1058,lower leaflet,10.960,8.530,3.750,3.909
1059,lower leaflet,13.520,11.460,2.730,4.103
1060,lower leaflet,14.720,9.670,3.480,4.069
1061,lower leaflet,12.700,14.890,2.650,4.307
1062,lower leaflet,9.780,20.090,2.410,3.737
1063,lower leaflet,8.270,16.220,2.460,3.838
1064,lower leaflet,8.970,7.570,3.590,3.977
1066,lower leaflet,14.240,14.070,3.070,4.176
1067,lower leaflet,14.750,13.920,2.680,4.114
1068,lower leaflet,9.270,19.200,2.530,4.146
1069,lower leaflet,9.580,8.480,3.640,4.182
1070,lower leaflet,9.820,17.710,2.210,3.643
1071,lower leaflet,15.330,10.230,3.520,4.100
1072,lower leaflet,10.760,9.500,3.500,4.266
1073,lower leaflet,16.490,13.050,3.000,3.866
1074,lower leaflet,9.130,17.340,2.240,3.920
1075,lower leaflet,14.050,9.380,3.590,3.863
1076,lower leaflet,15.660,13.410,2.960,3.803
1078,lower leaflet,11.090,8.030,3.660,3.758
1079,lower leaflet,15.940,10.520,3.620,4.257
1080,lower leaflet,15.690,8.830,3.560,3.756
1081,lower leaflet,11.350,9.450,3.770,4.332
1082,lower leaflet,7.930,7.230,3.650,3.955
1083,lower leaflet,13.570,8.480,3.790,3.833
1084,lower leaflet,11.360,18.800,2.410,4.222
1085,lower leaflet,10.070,4.470,2.800,4.115
1086,lower leaflet,9.750,11.140,3.040,4.068
1087,lower leaflet,13.690,16.010,2.530,4.179
1088,lower leaflet,9.970,14.760,2.540,3.696
1089,lower leaflet,15.030,10.530,3.170,4.083
1090,lower leaflet,12.860,15.630,2.540,4.232
1091,lower leaflet,12.610,11.410,2.810,3.937
1092,lower leaflet,7.050,20.280,2.450,4.042
1093,lower leaflet,10.650,12.860,2.750,3.838
1094,lower leaflet,14.920,12.410,3.050,3.934
1095,lower leaflet,8.840,13.000,2.560,3.757
1096,lower leaflet,12.990,16.500,2.200,4.054
1097,lower leaflet,16.980,12.280,3.090,4.078
1098,lower leaflet,8.580,8.310,3.430,4.215
1099,lower leaflet,15.670,12.170,3.230,3.939
1100,lower leaflet,5.620,12.610,2.000,4.016
1101,lower leaflet,10.600,7.320,3.520,3.460
1102,lower leaflet,17.970,9.270,3.110,3.781
1103,lower leaflet,17.830,10.350,3.330,3.698
1104,lower leaflet,11.450,16.860,2.540,3.761
1105,lower leaflet,8.020,8.420,3.650,3.921
1106,lower leaflet,10.750,16.830,2.310,3.952
1107,lower leaflet,14.890,8.580,3.540,3.990
1108,lower leaflet,10.430,8.680,3.690,4.369
1109,lower leaflet,9.260,12.620,2.340,3.772
1110,lower leaflet,16.150,9.970,3.480,4.086
1111,lower leaflet,15.180,19.280,2.090,3.809
1112,lower leaflet,15.420,14.990,2.550,4.027
1113,lower leaflet,8.890,10.190,2.920,3.951
1114,lower leaflet,15.330,13.050,3.040,3.839
1115,lower leaflet,16.230,11.330,3.450,4.162
1116,lower leaflet,13.530,7.930,3.810,3.958
1117,lower leaflet,9.200,6.040,3.790,3.701
1118,lower leaflet,18.490,9.970,2.860,3.882
1119,lower leaflet,8.490,6.940,3.770,3.875
1120,lower leaflet,8.950,18.010,2.370,4.149
1121,lower leaflet,6.360,16.800,2.270,3.619
1122,lower leaflet,8.410,16.930,2.300,3.908
1123,lower leaflet,8.230,11.750,2.280,4.282
1124,lower leaflet,11.570,6.910,3.140,3.661
1125,lower leaflet,11.920,17.530,2.240,4.017
1126,lower leaflet,15.790,18.270,2.340,3.754
1127,lower leaflet,13.630,16.940,1.930,4.085
1128,lower leaflet,14.280,15.140,2.400,4.131
1129,lower leaflet,17.120,13.360,2.830,3.769
1130,lower leaflet,14.310,11.660,3.080,4.005
