resid,leaflet,X coords,Y coords,Z coords,Thickness
86,lower leaflet,14.070,4.640,4.640,3.550
104,lower leaflet,14.410,5.960,3.850,4.252
111,lower leaflet,9.200,16.610,4.020,3.805
115,lower leaflet,10.660,16.060,3.810,4.023
311,lower leaflet,0.090,11.870,3.480,3.900
318,lower leaflet,17.280,7.880,3.320,4.035
381,lower leaflet,6.630,18.870,3.890,3.970
415,lower leaflet,15.840,0.800,3.490,3.825
434,lower leaflet,11.730,6.410,4.030,3.685
580,lower leaflet,0.810,3.760,3.550,3.599
586,lower leaflet,17.370,2.410,3.260,3.951
630,lower leaflet,18.540,24.000,3.690,4.077
658,lower leaflet,17.490,20.580,2.930,4.065
800,lower leaflet,12.590,0.500,3.630,3.899
826,lower leaflet,19.740,22.310,2.890,4.136
962,lower leaflet,2.800,20.650,3.800,4.091
1001,lower leaflet,10.100,14.930,3.330,3.761
1002,lower leaflet,12.560,11.490,3.960,3.748
1003,lower leaflet,10.000,14.450,3.530,3.918
1004,lower leaflet,11.120,14.410,3.290,3.921
1005,lower leaflet,12.620,10.980,3.670,3.948
1006,lower leaflet,10.010,11.350,3.440,3.795
1007,lower leaflet,5.420,13.970,3.460,3.569
1008,lower leaflet,14.670,8.550,2.820,4.061
1009,lower leaflet,15.280,12.320,2.680,4.130
1010,lower leaflet,10.330,10.430,3.340,3.986
1011,lower leaflet,2.730,11.360,3.240,4.383
1012,lower leaflet,13.610,12.160,3.160,3.852
1013,lower leaflet,14.340,12.030,3.030,3.908
1014,lower leaflet,11.090,8.770,2.910,3.851
1015,lower leaflet,13.340,12.660,2.990,3.937
1016,lower leaflet,5.910,14.120,3.780,3.597
1017,lower leaflet,12.190,9.170,3.210,4.109
1018,lower leaflet,13.630,6.880,3.030,4.236
1019,lower leaflet,16.350,14.830,2.340,3.435
1020,lower leaflet,6.430,17.330,3.690,3.881
1021,lower leaflet,13.880,18.610,2.810,4.285
1022,lower leaflet,12.060,9.620,3.500,4.011
1023,lower leaflet,11.110,12.330,3.360,3.724
1024,lower leaflet,11.100,11.000,3.580,3.981
1026,lower leaflet,13.790,8.970,2.890,4.137
1027,lower leaflet,8.690,10.170,3.920,3.862
1028,lower leaflet,12.770,8.040,3.150,4.407
1029,lower leaflet,16.870,9.790,2.550,4.180
1030,lower leaflet,5.960,8.750,3.260,3.933
1031,lower leaflet,14.030,4.390,2.780,3.648
1032,lower leaflet,13.480,10.030,3.430,4.020
1033,lower leaflet,12.840,12.810,3.080,4.021
1034,lower leaflet,11.170,12.810,3.420,3.897
1035,lower leaflet,15.490,6.200,2.700,4.181
1036,lower leaflet,11.820,7.860,3.500,3.791
1037,lower leaflet,7.020,11.040,3.780,3.640
1038,lower leaflet,10.460,13.570,3.380,3.960
1039,lower leaflet,5.050,14.490,3.550,3.765
1040,lower leaflet,10.950,13.640,3.540,3.975
1041,lower leaflet,12.160,11.670,3.680,3.882
1042,lower leaflet,11.940,16.710,2.930,4.065
1043,lower leaflet,7.860,11.800,4.010,3.845
1045,lower leaflet,18.380,12.180,2.200,3.931
1046,lower leaflet,12.310,13.930,3.080,3.952
1047,lower leaflet,17.030,14.040,2.580,3.702
1049,lower leaflet,6.460,11.970,3.760,3.712
1050,lower leaflet,15.240,10.570,3.110,4.331
1051,lower leaflet,14.270,10.510,3.340,4.104
1052,lower leaflet,9.990,5.150,3.120,4.008
1053,lower leaflet,8.350,4.200,3.790,3.753
1054,lower leaflet,16.420,6.640,2.750,4.111
1055,lower leaflet,9.160,15.930,3.310,3.747
1056,lower leaflet,9.160,14.990,3.480,3.845
1057,lower leaflet,12.030,12.860,3.250,3.733
1058,lower leaflet,13.830,8.130,3.170,3.981
1059,lower leaflet,12.030,15.270,3.380,4.140
1060,lower leaflet,12.980,8.710,3.380,4.377
1061,lower leaflet,7.310,15.900,3.430,3.820
1062,lower leaflet,10.750,15.830,3.120,3.930
1063,lower leaflet,8.170,13.390,3.640,4.147
1064,lower leaflet,5.530,9.080,3.480,3.835
1066,lower leaflet,11.360,10.690,3.940,4.010
1067,lower leaflet,13.400,14.420,3.180,4.206
1068,lower leaflet,7.790,19.330,2.900,3.632
1069,lower leaflet,7.470,10.210,3.720,3.762
1070,lower leaflet,8.270,15.500,3.340,3.833
1071,lower leaflet,13.860,5.950,2.930,4.046
1072,lower leaflet,14.350,7.750,3.130,4.135
1073,lower leaflet,16.070,8.380,2.860,4.202
1074,lower leaflet,7.200,16.890,3.690,3.869
1075,lower leaflet,15.180,7.100,2.690,4.206
1076,lower leaflet,16.640,10.580,2.790,4.103
1078,lower leaflet,13.050,7.590,3.460,3.886
1079,lower leaflet,15.690,10.740,3.210,4.154
1080,lower leaflet,16.980,6.150,3.070,3.820
1081,lower leaflet,10.560,5.340,3.270,3.972
1082,lower leaflet,8.650,6.800,3.510,4.076
1083,lower leaflet,17.280,9.460,2.500,3.652
1084,lower leaflet,11.280,17.650,3.160,4.090
1085,lower leaflet,9.200,6.240,3.420,4.191
1086,lower leaflet,8.660,11.330,3.880,4.008
1087,lower leaflet,12.090,14.340,3.080,3.833
1088,lower leaflet,9.310,12.490,3.610,4.018
1089,lower leaflet,14.520,10.170,2.670,4.103
1090,lower leaflet,11.860,15.990,3.160,4.181
1091,lower leaflet,14.190,13.210,2.800,3.947
1092,lower leaflet,5.910,22.730,3.000,3.536
1093,lower leaflet,13.090,11.210,3.620,3.787
1094,lower leaflet,16.230,9.990,2.890,4.180
1095,lower leaflet,8.460,10.550,3.630,3.817
1096,lower leaflet,14.230,14.350,2.500,4.008
1097,lower leaflet,15.990,11.240,2.850,4.052
1098,lower leaflet,9.020,8.550,3.350,3.622
1099,lower leaflet,17.260,13.340,2.420,3.990
1100,lower leaflet,2.080,14.400,3.090,3.944
1101,lower leaflet,8.000,9.690,3.600,3.847
1102,lower leaflet,14.160,6.680,3.130,4.268
1103,lower leaflet,15.330,11.440,3.090,4.021
1104,lower leaflet,8.650,17.090,3.480,3.838
1105,lower leaflet,6.790,5.550,3.030,3.934
1106,lower leaflet,5.640,15.950,3.490,3.487
1107,lower leaflet,15.790,9.080,3.140,3.703
1108,lower leaflet,11.720,11.320,3.910,3.834
1109,lower leaflet,5.680,11.790,3.660,3.870
1110,lower leaflet,15.280,7.920,2.870,4.285
1111,lower leaflet,11.370,18.460,2.830,4.144
1112,lower leaflet,14.490,15.440,2.780,3.762
1113,lower leaflet,7.380,11.960,3.910,3.830
1114,lower leaflet,14.540,12.470,3.080,4.114
1115,lower leaflet,13.380,11.750,3.470,3.884
1116,lower leaflet,11.390,7.180,3.200,3.872
1117,lower leaflet,11.530,4.770,3.100,3.948
1118,lower leaflet,18.370,8.850,2.870,3.761
1119,lower leaflet,9.980,6.120,3.130,4.003
1120,lower leaflet,7.710,16.720,3.670,3.840
1121,lower leaflet,6.550,15.880,3.660,3.880
1122,lower leaflet,8.130,12.920,3.940,4.216
1123,lower leaflet,8.570,7.430,3.430,4.052
1124,lower leaflet,12.890,5.820,3.520,3.900
1125,lower leaflet,12.780,17.250,3.260,4.138
1126,lower leaflet,15.100,13.720,2.690,4.053
1127,lower leaflet,9.370,16.450,3.390,3.777
1128,lower leaflet,7.910,14.180,3.340,4.043
1129,lower leaflet,16.620,12.240,2.690,4.101
1130,lower leaflet,12.810,13.800,3.310,4.107
1131,lower leaflet,11.260,10.050,3.250,4.037
1132,lower leaflet,10.370,17.280,3.030,3.890
1133,lower leaflet,0.490,13.310,3.100,3.906
1134,lower leaflet,17.730,6.790,2.790,3.986
1135,lower leaflet,10.970,15.060,3.310,3.942
1136,lower leaflet,9.630,13.220,3.150,4.125
1138,lower leaflet,7.130,13.970,3.330,3.883
1139,lower leaflet,17.710,16.020,2.730,3.567
1140,lower leaflet,12.430,12.230,3.430,3.929
1141,lower leaflet,12.680,10.040,3.340,4.081
1142,lower leaflet,2.760,15.180,2.850,4.111
1144,lower leaflet,11.740,10.470,3.660,4.014
1145,lower leaflet,13.470,10.780,3.290,4.024
1146,lower leaflet,14.650,5.860,3.100,4.208
1147,lower leaflet,1.680,14.990,4.480,3.966
1148,lower leaflet,13.470,4.200,3.010,3.630
1149,lower leaflet,3.550,11.530,2.910,4.273
1150,lower leaflet,10.480,20.330,2.960,3.953
1151,lower leaflet,8.400,12.220,4.020,4.124
1152,lower leaflet,19.120,6.480,2.870,3.644
1154,lower leaflet,1.210,13.890,3.260,3.748
1155,lower leaflet,13.000,16.500,2.940,3.977
1157,lower leaflet,16.870,7.270,2.790,3.995
1158,lower leaflet,9.790,4.300,3.220,3.768
1159,lower leaflet,14.650,2.650,3.080,4.081
1160,lower leaflet,7.400,12.760,3.650,4.087
1161,lower leaflet,9.660,10.070,3.450,3.866
1162,lower leaflet,6.290,15.320,3.760,3.970
1163,lower leaflet,7.040,15.140,3.810,3.973
1164,lower leaflet,19.450,6.930,2.960,3.621
1165,lower leaflet,10.580,19.280,2.920,3.843
1166,lower leaflet,8.140,23.980,2.710,3.715
1167,lower leaflet,14.350,16.670,2.670,3.988
1168,lower leaflet,18.640,11.250,2.540,3.795
1169,lower leaflet,10.700,6.840,3.410,3.848
1170,lower leaflet,18.510,15.680,2.780,3.642
1171,lower leaflet,2.770,13.330,3.160,3.595
1172,lower leaflet,13.000,17.700,3.100,4.022
1173,lower leaflet,15.850,9.520,2.680,3.939
1174,lower leaflet,18.980,14.630,2.470,3.650
1175,lower leaflet,6.370,13.850,3.670,3.848
1176,lower leaflet,2.160,12.770,3.220,4.059
1177,lower leaflet,9.540,16.870,3.450,3.813
1178,lower leaflet,16.130,7.460,3.200,4.064
1179,lower leaflet,18.220,6.730,3.120,3.879
1180,lower leaflet,12.150,10.730,3.460,3.860
1181,lower leaflet,4.990,13.750,3.310,3.792
1182,lower leaflet,18.140,9.750,2.790,3.727
1183,lower leaflet,16.580,15.620,2.650,3.578
1184,lower leaflet,10.310,12.780,3.550,3.900
1185,lower leaflet,16.360,13.120,2.930,4.141
1186,lower leaflet,18.820,9.770,3.050,3.711
1188,lower leaflet,11.480,8.550,3.200,4.025
1189,lower leaflet,17.010,11.620,2.160,4.115
1190,lower leaflet,1.840,18.480,3.300,3.953
1191,lower leaflet,9.680,7.770,3.250,3.893
1192,lower leaflet,20.140,6.180,3.050,3.638
1193,lower leaflet,7.890,6.820,3.340,4.050
1194,lower leaflet,16.910,7.860,2.930,4.045
1195,lower leaflet,8.890,8.100,3.430,3.821
1196,lower leaflet,6.270,16.700,3.620,3.747
1197,lower leaflet,12.730,6.720,3.160,3.774
1198,lower leaflet,5.120,13.040,3.620,3.826
1199,lower leaflet,21.540,6.470,2.740,3.625
1200,lower leaflet,14.090,19.850,2.570,3.837
1201,lower leaflet,15.730,14.180,2.400,3.409
1202,lower leaflet,2.900,17.460,3.290,3.869
1203,lower leaflet,16.670,18.110,2.390,3.743
1204,lower leaflet,3.420,17.270,3.580,4.009
1205,lower leaflet,7.350,18.400,3.500,3.938
1206,lower leaflet,12.400,5.010,3.420,3.908
1207,lower leaflet,17.770,11.380,2.360,4.089
1208,lower leaflet,14.310,9.380,2.750,3.877
1209,lower leaflet,15.100,6.790,3.110,4.254
1210,lower leaflet,13.240,18.810,2.540,4.155
1211,lower leaflet,13.620,17.340,2.660,3.955
1212,lower leaflet,10.940,16.740,3.060,3.943
1213,lower leaflet,10.520,9.440,3.130,4.046
1214,lower leaflet,16.570,9.130,2.890,3.886
1215,lower leaflet,5.340,15.220,3.600,3.784
1216,lower leaflet,18.280,12.900,2.580,3.770
1217,lower leaflet,9.250,15.350,3.190,3.749
1218,lower leaflet,18.290,14.100,2.520,3.778
1220,lower leaflet,0.750,14.800,3.170,3.749
1221,lower leaflet,10.140,15.670,3.210,3.842
1222,lower leaflet,6.310,12.970,4.010,3.818
1223,lower leaflet,20.400,18.680,2.670,3.820
1224,lower leaflet,14.210,18.150,2.830,4.023
1225,lower leaflet,19.440,5.480,3.100,3.840
1226,lower leaflet,3.580,13.640,3.180,3.333
1227,lower leaflet,17.770,8.290,2.760,3.891
1228,lower leaflet,13.510,5.210,3.280,3.875
1229,lower leaflet,12.720,16.070,3.080,4.161
1230,lower leaflet,12.220,1.250,2.480,3.797
1231,lower leaflet,2.410,10.140,3.090,4.285
1232,lower leaflet,7.640,20.370,2.930,4.099
1233,lower leaflet,21.360,7.780,2.770,3.954
1234,lower leaflet,20.030,7.740,2.970,3.946
1235,lower leaflet,4.500,19.650,3.330,4.011
1236,lower leaflet,10.940,7.920,3.410,3.886
1237,lower leaflet,14.090,20.300,2.850,3.838
1238,lower leaflet,19.070,5.740,3.300,3.667
1239,lower leaflet,14.610,20.860,2.840,3.638
1240,lower leaflet,12.140,8.650,3.510,4.150
1242,lower leaflet,2.430,9.200,2.770,3.570
1243,lower leaflet,15.750,19.080,2.530,3.932
1244,lower leaflet,20.280,17.780,2.480,3.710
1245,lower leaflet,11.350,5.210,3.770,3.818
1246,lower leaflet,10.070,3.390,2.860,3.785
1247,lower leaflet,19.340,8.520,2.800,4.075
1248,lower leaflet,16.600,6.320,3.400,4.154
1249,lower leaflet,7.970,1.310,2.920,3.696
1250,lower leaflet,8.810,9.930,3.330,3.890
1251,lower leaflet,5.740,16.820,3.520,3.914
1252,lower leaflet,4.700,13.190,3.910,3.850
1253,lower leaflet,1.710,12.420,2.950,4.134
1254,lower leaflet,3.340,16.460,3.490,3.898
1255,lower leaflet,8.700,22.460,3.270,3.728
1256,lower leaflet,6.710,18.240,3.470,3.901
1257,lower leaflet,12.220,17.970,2.940,4.225
1258,lower leaflet,15.150,16.520,2.930,3.938
1259,lower leaflet,2.140,19.520,3.360,4.088
1260,lower leaflet,16.240,3.090,2.870,3.972
1261,lower leaflet,10.860,17.450,3.380,4.037
1262,lower leaflet,15.800,12.560,2.540,4.103
1263,lower leaflet,14.740,2.170,3.350,3.795
1264,lower leaflet,12.650,24.480,2.880,4.005
1265,lower leaflet,19.840,14.340,2.780,3.729
1266,lower leaflet,7.950,17.550,3.650,3.983
1267,lower leaflet,17.620,12.620,2.470,4.058
1268,lower leaflet,17.210,18.340,2.410,3.808
1269,lower leaflet,4.030,17.960,3.610,3.897
1270,lower leaflet,19.310,15.240,2.670,3.712
1271,lower leaflet,16.470,17.260,2.980,3.702
1272,lower leaflet,13.050,14.920,2.990,4.085
1273,lower leaflet,0.190,18.760,3.210,3.908
1274,lower leaflet,4.260,14.430,3.410,3.542
1275,lower leaflet,8.390,19.760,3.080,3.636
1276,lower leaflet,17.600,5.200,2.990,3.847
1277,lower leaflet,6.540,10.720,3.690,3.711
1278,lower leaflet,24.605,15.770,2.920,3.577
1279,lower leaflet,3.150,7.980,3.450,3.938
1280,lower leaflet,17.440,6.100,3.180,3.893
1282,lower leaflet,4.820,4.410,3.050,3.947
1284,lower leaflet,10.050,18.750,3.260,3.879
1286,lower leaflet,15.200,3.820,3.210,4.020
1287,lower leaflet,22.460,16.130,2.860,3.646
1288,lower leaflet,3.640,9.730,2.930,3.860
1289,lower leaflet,2.750,17.930,3.500,3.877
1290,lower leaflet,13.780,3.490,3.190,3.652
1291,lower leaflet,14.930,17.870,2.430,3.980
1292,lower leaflet,20.190,9.060,2.970,3.880
1294,lower leaflet,4.790,12.110,3.710,3.899
1295,lower leaflet,10.170,7.710,3.210,3.917
1296,lower leaflet,14.010,9.990,3.180,3.907
1297,lower leaflet,13.260,6.510,3.210,3.803
1298,lower leaflet,13.980,3.270,3.680,3.801
1299,lower leaflet,16.980,2.420,2.900,3.963
1300,lower leaflet,10.200,1.900,3.280,3.579
1301,lower leaflet,20.260,12.590,2.450,3.959
1302,lower leaflet,16.170,17.010,2.600,3.746
1303,lower leaflet,3.500,14.590,3.080,3.562
1304,lower leaflet,7.450,17.660,3.600,3.952
1305,lower leaflet,16.350,5.230,2.550,3.935
1306,lower leaflet,8.710,14.310,3.440,4.219
1307,lower leaflet,10.260,8.680,3.290,3.905
1308,lower leaflet,3.200,8.550,2.340,3.966
1309,lower leaflet,4.790,16.000,2.970,3.828
1310,lower leaflet,21.110,9.140,2.850,3.929
1311,lower leaflet,10.350,11.740,3.650,3.581
1312,lower leaflet,14.900,15.650,2.570,3.753
1313,lower leaflet,12.850,20.370,2.710,3.931
1314,lower leaflet,6.690,21.750,3.270,4.046
1315,lower leaflet,10.940,20.920,2.970,3.827
