resid,leaflet,X coords,Y coords,Z coords,Thickness
826,lower leaflet,19.210,0.490,4.820,3.720
1001,lower leaflet,11.820,13.010,2.600,4.021
1002,lower leaflet,9.190,12.630,3.660,4.027
1003,lower leaflet,11.390,15.200,2.970,3.986
1004,lower leaflet,12.270,15.050,2.820,4.035
1005,lower leaflet,12.930,11.690,2.990,4.170
1006,lower leaflet,10.370,13.610,2.810,4.099
1007,lower leaflet,10.440,12.820,3.100,4.283
1008,lower leaflet,11.270,14.730,2.540,4.174
1009,lower leaflet,11.130,13.350,2.980,4.102
1010,lower leaflet,12.260,11.600,3.100,4.107
1011,lower leaflet,10.340,14.950,3.140,4.156
1012,lower leaflet,10.840,11.640,3.030,4.201
1013,lower leaflet,13.630,11.800,2.910,4.334
1014,lower leaflet,12.860,9.930,3.400,4.291
1015,lower leaflet,11.650,12.580,2.740,4.045
1016,lower leaflet,9.850,11.830,3.240,3.872
1017,lower leaflet,13.510,10.970,2.830,4.235
1018,lower leaflet,13.260,9.640,3.190,4.298
1019,lower leaflet,12.730,10.770,2.900,4.467
1020,lower leaflet,8.890,18.140,2.880,4.246
1021,lower leaflet,13.350,15.240,2.950,3.845
1022,lower leaflet,9.750,15.280,2.850,4.237
1023,lower leaflet,11.720,14.320,2.910,4.148
1024,lower leaflet,12.500,13.800,2.730,3.978
1026,lower leaflet,15.810,10.850,3.100,3.972
1027,lower leaflet,16.500,10.220,4.040,4.047
1028,lower leaflet,11.900,10.720,3.120,3.984
1029,lower leaflet,15.010,11.640,3.100,3.893
1030,lower leaflet,10.400,16.130,2.790,3.960
1031,lower leaflet,13.070,8.250,3.530,3.581
1032,lower leaflet,13.260,10.590,2.930,4.467
1033,lower leaflet,11.940,13.800,2.970,4.109
1034,lower leaflet,8.490,14.610,2.850,4.153
1035,lower leaflet,14.800,10.610,2.800,4.024
1036,lower leaflet,14.330,9.720,2.830,4.002
1037,lower leaflet,11.560,11.070,2.980,4.231
1038,lower leaflet,9.390,14.330,3.040,4.220
1039,lower leaflet,12.000,15.880,2.720,3.761
1040,lower leaflet,11.390,17.110,3.130,3.719
1041,lower leaflet,11.070,16.140,3.020,3.357
1042,lower leaflet,13.600,12.550,2.880,4.026
1043,lower leaflet,8.710,12.350,2.950,4.110
1045,lower leaflet,13.180,14.280,2.860,3.923
1046,lower leaflet,15.910,10.290,3.190,4.011
1047,lower leaflet,15.230,18.480,2.960,3.644
1049,lower leaflet,9.520,12.530,3.230,4.222
1050,lower leaflet,13.180,13.380,2.480,3.840
1051,lower leaflet,17.170,10.620,3.170,3.964
1052,lower leaflet,12.360,9.630,3.190,4.009
1053,lower leaflet,13.000,9.590,3.860,4.061
1054,lower leaflet,15.690,9.010,2.840,3.952
1055,lower leaflet,11.560,18.050,3.380,3.384
1056,lower leaflet,13.620,16.420,2.640,4.086
1057,lower leaflet,10.620,12.130,3.220,4.012
1058,lower leaflet,11.490,10.220,3.300,3.984
1059,lower leaflet,15.290,12.140,3.190,3.749
1060,lower leaflet,15.250,9.870,2.900,4.121
1061,lower leaflet,12.900,16.280,2.850,3.781
1062,lower leaflet,9.110,18.590,2.710,4.233
1063,lower leaflet,9.780,16.150,2.850,3.769
1064,lower leaflet,9.840,8.390,2.840,3.992
1066,lower leaflet,12.550,14.130,3.620,4.039
1067,lower leaflet,12.200,14.500,2.910,4.050
1068,lower leaflet,8.460,19.040,3.010,4.185
1069,lower leaflet,10.300,11.110,3.390,3.958
1070,lower leaflet,10.560,17.290,2.760,3.686
1071,lower leaflet,17.240,9.240,2.930,3.902
1072,lower leaflet,10.910,9.130,3.540,4.100
1073,lower leaflet,15.490,13.890,2.890,4.307
1074,lower leaflet,9.470,17.660,2.550,4.082
1075,lower leaflet,14.870,9.160,3.170,3.999
1076,lower leaflet,13.930,13.950,2.650,3.628
1078,lower leaflet,12.330,8.630,3.370,3.614
1079,lower leaflet,15.810,12.140,3.060,3.725
1080,lower leaflet,16.630,9.880,3.180,4.016
1081,lower leaflet,12.720,8.880,3.210,3.960
1082,lower leaflet,8.840,8.540,2.890,4.175
1083,lower leaflet,15.100,7.620,3.240,3.811
1084,lower leaflet,11.860,18.400,3.460,3.711
1085,lower leaflet,10.260,6.230,2.850,3.798
1086,lower leaflet,9.090,11.080,3.120,3.874
