resid,leaflet,X coords,Y coords,Z coords,Thickness
104,lower leaflet,16.620,10.140,4.090,3.848
311,lower leaflet,1.910,12.570,3.860,3.986
381,lower leaflet,9.520,20.920,3.900,4.181
415,lower leaflet,16.700,1.070,3.510,3.756
434,lower leaflet,13.620,6.190,3.770,3.929
580,lower leaflet,3.040,6.140,3.600,3.712
586,lower leaflet,19.300,3.380,3.590,3.892
658,lower leaflet,18.420,21.370,4.140,3.858
800,lower leaflet,15.630,23.610,3.770,3.594
826,lower leaflet,20.300,23.010,3.420,3.811
962,lower leaflet,3.730,23.060,3.060,3.876
1001,lower leaflet,11.700,14.690,3.330,3.879
1002,lower leaflet,12.650,12.280,4.380,4.379
1003,lower leaflet,9.410,13.050,3.500,3.748
1004,lower leaflet,10.000,13.900,3.670,4.034
1005,lower leaflet,12.990,10.570,3.800,3.801
1006,lower leaflet,10.530,13.060,3.710,4.074
1007,lower leaflet,9.310,9.880,3.470,3.813
1008,lower leaflet,14.660,13.080,3.480,4.070
1009,lower leaflet,14.850,13.910,3.450,3.960
1010,lower leaflet,12.150,10.560,3.960,3.830
1011,lower leaflet,5.520,12.490,2.630,4.041
1012,lower leaflet,14.190,12.990,3.620,4.255
1013,lower leaflet,15.490,12.570,3.730,3.924
1014,lower leaflet,13.220,9.460,3.570,3.953
1015,lower leaflet,13.820,12.970,3.220,3.925
1016,lower leaflet,8.360,11.830,3.120,3.433
1017,lower leaflet,13.600,10.330,3.670,3.892
1018,lower leaflet,13.360,8.920,3.880,3.951
1019,lower leaflet,14.580,16.600,3.220,3.972
1020,lower leaflet,8.620,19.770,2.850,4.072
1021,lower leaflet,12.990,18.610,3.810,3.898
1022,lower leaflet,12.840,12.030,3.640,4.211
1023,lower leaflet,10.750,13.550,3.570,4.139
1024,lower leaflet,11.120,14.020,3.360,4.149
1026,lower leaflet,14.410,12.300,3.550,4.150
1027,lower leaflet,10.670,10.750,4.150,3.720
1028,lower leaflet,14.380,10.530,4.000,3.972
1029,lower leaflet,17.550,11.200,2.800,3.804
