resid,leaflet,X coords,Y coords,Z coords,Area per lipid
122,lower leaflet,2.878,5.265,3.269,0.631
123,lower leaflet,2.455,7.228,3.291,0.595
124,lower leaflet,3.985,5.258,3.732,0.599
125,lower leaflet,3.431,5.728,3.666,0.594
126,lower leaflet,0.864,3.639,3.231,0.631
127,lower leaflet,5.353,3.780,3.484,0.553
128,lower leaflet,1.999,6.853,3.517,0.605
129,lower leaflet,5.336,4.696,3.497,0.569
130,lower leaflet,0.208,6.189,3.435,0.649
131,lower leaflet,3.730,2.700,3.981,0.601
132,lower leaflet,2.793,0.145,3.783,0.618
133,lower leaflet,6.315,3.887,3.808,0.533
134,lower leaflet,4.557,7.889,3.749,0.543
135,lower leaflet,0.210,3.961,3.216,0.680
136,lower leaflet,1.395,4.945,3.428,0.698
137,lower leaflet,1.329,5.729,3.504,0.658
138,lower leaflet,3.775,4.636,3.533,0.610
139,lower leaflet,3.535,3.587,4.279,0.628
140,lower leaflet,0.714,5.356,3.490,0.680
141,lower leaflet,4.961,2.558,3.751,0.588
142,lower leaflet,2.824,8.349,3.325,0.611
143,lower leaflet,3.998,7.051,3.845,0.551
144,lower leaflet,4.716,7.307,3.810,0.534
145,lower leaflet,5.146,5.377,3.535,0.592
146,lower leaflet,2.383,7.728,3.652,0.602
147,lower leaflet,5.643,0.980,3.190,0.602
148,lower leaflet,5.317,0.397,3.394,0.586
149,lower leaflet,5.121,5.986,3.519,0.586
150,lower leaflet,7.716,3.507,2.765,0.649
151,lower leaflet,2.720,3.833,3.642,0.633
152,lower leaflet,1.324,2.779,3.174,0.570
153,lower leaflet,7.333,4.554,3.047,0.614
154,lower leaflet,4.931,3.352,3.832,0.573
155,lower leaflet,3.584,8.049,3.661,0.594
156,lower leaflet,5.911,5.103,3.445,0.579
157,lower leaflet,3.084,0.985,3.706,0.599
158,lower leaflet,5.474,2.218,3.391,0.612
159,lower leaflet,6.223,5.720,3.545,0.613
160,lower leaflet,4.571,1.012,3.488,0.589
161,lower leaflet,4.000,7.571,3.593,0.553
162,lower leaflet,7.918,4.385,3.004,0.664
163,lower leaflet,4.533,6.460,3.606,0.559
164,lower leaflet,2.876,2.459,3.551,0.600
165,lower leaflet,1.632,6.397,3.340,0.626
166,lower leaflet,4.372,2.291,4.029,0.591
167,lower leaflet,7.352,3.634,3.262,0.617
168,lower leaflet,6.179,4.445,3.384,0.555
169,lower leaflet,8.677,5.290,3.369,0.687
170,lower leaflet,2.603,4.441,3.677,0.648
171,lower leaflet,1.620,8.442,3.546,0.601
172,lower leaflet,3.686,1.784,4.039,0.586
173,lower leaflet,4.267,3.440,4.289,0.594
174,lower leaflet,7.595,2.850,3.036,0.686
175,lower leaflet,6.809,0.384,3.668,0.589
176,lower leaflet,8.477,2.163,2.839,0.684
177,lower leaflet,5.821,8.084,3.351,0.573
178,lower leaflet,5.370,7.655,3.660,0.543
179,lower leaflet,5.089,1.479,3.637,0.602
180,lower leaflet,1.731,7.801,3.565,0.608
181,lower leaflet,0.236,6.958,3.300,0.646
182,lower leaflet,4.574,8.527,3.629,0.568
183,lower leaflet,7.777,5.274,3.245,0.672
184,lower leaflet,6.019,0.476,3.359,0.594
185,lower leaflet,4.209,1.419,4.032,0.585
186,lower leaflet,7.679,6.761,3.163,0.654
187,lower leaflet,8.405,6.211,3.094,0.657
188,lower leaflet,7.755,1.798,3.436,0.651
189,lower leaflet,6.361,1.511,3.499,0.620
190,lower leaflet,5.454,3.243,3.627,0.560
191,lower leaflet,0.854,0.842,3.542,0.611
192,lower leaflet,3.045,3.338,3.897,0.624
193,lower leaflet,7.260,1.571,3.692,0.622
194,lower leaflet,1.532,3.475,3.115,0.593
195,lower leaflet,3.243,1.650,3.662,0.587
196,lower leaflet,1.454,2.329,3.527,0.582
197,lower leaflet,3.913,0.714,3.967,0.595
198,lower leaflet,6.785,2.169,3.223,0.659
199,lower leaflet,1.096,0.122,3.688,0.601
200,lower leaflet,6.585,7.281,3.384,0.616
201,lower leaflet,1.998,1.961,3.550,0.589
202,lower leaflet,6.723,7.972,3.238,0.612
203,lower leaflet,6.723,0.988,3.358,0.594
204,lower leaflet,0.243,2.661,2.715,0.644
205,lower leaflet,1.179,1.788,3.454,0.616
206,lower leaflet,1.665,0.337,3.584,0.602
207,lower leaflet,8.437,7.137,2.929,0.648
208,lower leaflet,6.450,6.508,3.291,0.631
209,lower leaflet,7.252,0.841,3.790,0.584
210,lower leaflet,0.469,4.551,3.104,0.705
211,lower leaflet,2.604,1.570,3.683,0.594
212,lower leaflet,2.206,0.898,3.367,0.604
213,lower leaflet,7.901,7.928,3.403,0.628
214,lower leaflet,0.671,8.398,3.487,0.611
215,lower leaflet,0.885,7.540,3.337,0.633
216,lower leaflet,7.790,8.552,3.865,0.594
217,lower leaflet,8.631,7.994,3.526,0.631
218,lower leaflet,8.303,1.105,3.616,0.611
219,lower leaflet,0.778,6.376,3.704,0.645
220,lower leaflet,0.054,1.239,3.208,0.640
221,lower leaflet,0.250,0.147,3.588,0.603
247,lower leaflet,4.718,4.879,3.439,0.459
248,lower leaflet,3.888,6.281,3.542,0.565
249,lower leaflet,3.287,6.491,3.521,0.596
250,lower leaflet,2.305,5.155,3.303,0.641
251,lower leaflet,8.462,3.028,2.686,0.645
252,lower leaflet,6.204,3.351,3.422,0.595
253,lower leaflet,6.822,4.906,2.997,0.642
254,lower leaflet,4.021,0.030,3.690,0.615
255,lower leaflet,2.446,5.850,3.448,0.620
256,lower leaflet,2.654,6.688,3.185,0.592
257,lower leaflet,5.630,6.398,3.296,0.563
258,lower leaflet,5.926,2.687,3.297,0.609
259,lower leaflet,5.934,7.236,3.270,0.551
260,lower leaflet,7.211,5.520,3.143,0.687
261,lower leaflet,2.025,2.961,3.501,0.688
262,lower leaflet,5.443,8.513,3.353,0.538
263,lower leaflet,6.770,3.793,3.301,0.593
264,lower leaflet,7.120,6.729,3.277,0.636
265,lower leaflet,1.914,3.777,3.342,0.687
266,lower leaflet,5.259,7.127,3.457,0.529
267,lower leaflet,7.353,8.003,3.350,0.595
268,lower leaflet,7.835,0.389,3.638,0.551
269,lower leaflet,0.787,2.905,2.875,0.629
270,lower leaflet,1.625,1.122,3.353,0.555
271,lower leaflet,8.652,0.623,3.690,0.519
22,upper leaflet,4.524,6.656,7.387,0.580
23,upper leaflet,3.961,5.174,7.551,0.605
24,upper leaflet,1.562,5.690,7.163,0.664
25,upper leaflet,2.771,6.113,7.032,0.631
26,upper leaflet,3.451,4.665,7.193,0.602
27,upper leaflet,3.931,3.828,6.951,0.578
28,upper leaflet,2.090,6.027,7.149,0.652
