resid,leaflet,X coords,Y coords,Z coords,Area per lipid
122,lower leaflet,2.743,5.241,3.354,0.619
123,lower leaflet,2.661,7.222,3.144,0.606
124,lower leaflet,4.016,5.243,3.770,0.593
125,lower leaflet,3.564,5.788,3.597,0.598
126,lower leaflet,0.654,3.780,3.474,0.636
127,lower leaflet,5.449,3.789,3.435,0.589
128,lower leaflet,2.222,6.892,3.471,0.620
129,lower leaflet,5.429,4.707,3.487,0.593
130,lower leaflet,0.191,6.290,3.462,0.650
131,lower leaflet,3.805,3.000,3.819,0.605
132,lower leaflet,2.985,0.148,3.573,0.660
133,lower leaflet,6.483,3.909,3.743,0.580
134,lower leaflet,4.575,7.881,3.743,0.503
135,lower leaflet,0.286,3.962,3.072,0.663
136,lower leaflet,1.281,5.219,3.607,0.652
137,lower leaflet,1.328,5.904,3.674,0.636
138,lower leaflet,3.748,4.593,3.518,0.599
139,lower leaflet,3.540,3.700,4.208,0.592
140,lower leaflet,0.686,5.403,3.536,0.660
141,lower leaflet,5.146,2.587,3.756,0.599
142,lower leaflet,3.224,8.408,3.180,0.620
143,lower leaflet,4.170,7.071,3.889,0.502
144,lower leaflet,4.757,7.211,3.920,0.489
145,lower leaflet,5.197,5.436,3.566,0.588
146,lower leaflet,2.484,7.734,3.473,0.632
147,lower leaflet,5.583,1.009,3.486,0.615
148,lower leaflet,5.206,0.345,3.509,0.590
149,lower leaflet,5.328,5.907,3.414,0.569
150,lower leaflet,7.852,3.409,2.783,0.640
151,lower leaflet,2.599,3.899,3.963,0.612
152,lower leaflet,1.202,2.968,3.248,0.583
153,lower leaflet,7.522,4.452,3.141,0.645
154,lower leaflet,5.039,3.384,3.773,0.590
155,lower leaflet,3.634,7.987,3.569,0.556
156,lower leaflet,5.969,5.138,3.472,0.601
157,lower leaflet,3.064,1.127,3.598,0.645
158,lower leaflet,5.507,2.238,3.440,0.609
159,lower leaflet,6.345,5.724,3.542,0.610
160,lower leaflet,4.397,0.976,3.614,0.612
161,lower leaflet,4.098,7.524,3.621,0.510
162,lower leaflet,8.069,4.186,3.052,0.671
163,lower leaflet,4.676,6.372,3.722,0.533
164,lower leaflet,2.729,2.663,3.549,0.625
165,lower leaflet,1.725,6.503,3.539,0.629
166,lower leaflet,4.537,2.368,3.777,0.605
167,lower leaflet,7.471,3.589,3.268,0.615
168,lower leaflet,6.271,4.373,3.455,0.596
169,lower leaflet,8.686,5.466,3.243,0.675
170,lower leaflet,2.693,4.777,3.665,0.614
171,lower leaflet,1.725,8.533,3.379,0.648
172,lower leaflet,3.672,2.006,3.987,0.612
173,lower leaflet,4.276,3.400,4.061,0.587
174,lower leaflet,7.441,2.627,3.145,0.633
175,lower leaflet,6.722,0.199,3.633,0.594
176,lower leaflet,8.244,2.006,3.092,0.632
177,lower leaflet,5.788,8.136,3.457,0.555
178,lower leaflet,5.424,7.653,3.711,0.517
179,lower leaflet,5.038,1.360,3.693,0.621
180,lower leaflet,1.786,7.628,3.257,0.647
181,lower leaflet,0.079,7.046,3.327,0.646
182,lower leaflet,4.653,8.319,3.593,0.530
183,lower leaflet,7.802,5.416,3.168,0.673
184,lower leaflet,6.105,0.376,3.383,0.603
185,lower leaflet,4.116,1.597,3.928,0.616
186,lower leaflet,7.634,6.898,3.082,0.622
187,lower leaflet,8.198,6.154,3.050,0.652
188,lower leaflet,7.779,1.656,3.498,0.621
189,lower leaflet,6.250,1.431,3.663,0.621
190,lower leaflet,5.631,3.244,3.542,0.580
191,lower leaflet,0.840,0.815,3.358,0.619
192,lower leaflet,3.015,3.522,3.910,0.608
193,lower leaflet,7.114,1.746,3.629,0.621
194,lower leaflet,1.368,3.646,3.306,0.609
195,lower leaflet,3.284,1.864,3.563,0.632
196,lower leaflet,1.346,2.481,3.572,0.592
197,lower leaflet,3.970,0.691,3.771,0.618
198,lower leaflet,6.818,2.332,3.348,0.612
199,lower leaflet,1.078,0.035,3.501,0.627
200,lower leaflet,6.577,7.257,3.414,0.581
201,lower leaflet,2.082,2.416,3.475,0.617
202,lower leaflet,6.805,7.986,3.323,0.587
203,lower leaflet,6.756,0.918,3.404,0.601
204,lower leaflet,0.214,2.326,2.992,0.619
205,lower leaflet,1.092,1.830,3.381,0.615
206,lower leaflet,1.683,0.400,3.488,0.646
207,lower leaflet,8.208,7.271,3.158,0.629
208,lower leaflet,6.505,6.532,3.265,0.596
209,lower leaflet,7.195,0.721,3.723,0.592
210,lower leaflet,0.458,4.769,3.190,0.688
211,lower leaflet,2.649,1.526,3.297,0.650
212,lower leaflet,2.300,0.894,3.090,0.663
213,lower leaflet,7.977,8.049,3.583,0.599
214,lower leaflet,0.854,8.237,3.355,0.634
215,lower leaflet,0.847,7.443,3.281,0.651
216,lower leaflet,7.722,8.616,4.074,0.576
217,lower leaflet,0.109,8.053,3.399,0.624
218,lower leaflet,8.350,0.993,3.543,0.600
219,lower leaflet,0.753,6.517,3.834,0.647
220,lower leaflet,0.128,1.105,3.182,0.617
