resid,leaflet,X coords,Y coords,Z coords,Area per lipid
122,lower leaflet,2.630,5.375,3.616,0.649
123,lower leaflet,2.689,7.049,3.335,0.626
124,lower leaflet,4.036,5.126,3.908,0.596
125,lower leaflet,3.568,5.655,3.943,0.625
126,lower leaflet,0.556,3.788,3.428,0.644
127,lower leaflet,5.171,3.923,3.513,0.572
128,lower leaflet,2.158,6.679,3.558,0.608
129,lower leaflet,5.421,4.931,3.461,0.598
130,lower leaflet,0.299,6.370,3.542,0.641
131,lower leaflet,3.567,3.055,3.759,0.604
132,lower leaflet,3.361,0.423,3.724,0.637
133,lower leaflet,6.244,3.857,3.826,0.584
134,lower leaflet,4.479,7.836,3.932,0.518
135,lower leaflet,8.659,3.994,3.276,0.657
136,lower leaflet,1.322,4.691,3.737,0.680
137,lower leaflet,1.509,5.929,3.819,0.610
138,lower leaflet,3.545,4.623,3.562,0.612
139,lower leaflet,3.573,3.805,4.205,0.580
140,lower leaflet,1.057,5.327,3.683,0.671
141,lower leaflet,5.205,2.487,3.772,0.579
142,lower leaflet,3.265,8.600,3.342,0.645
143,lower leaflet,4.230,7.069,3.650,0.534
144,lower leaflet,4.778,7.050,3.840,0.519
145,lower leaflet,4.903,5.587,3.683,0.587
146,lower leaflet,2.457,7.658,3.509,0.649
147,lower leaflet,5.514,1.005,3.326,0.587
148,lower leaflet,5.143,0.351,3.385,0.568
149,lower leaflet,5.622,6.020,3.242,0.597
150,lower leaflet,7.625,3.208,3.265,0.571
151,lower leaflet,2.485,3.884,4.055,0.621
152,lower leaflet,0.927,3.031,3.212,0.596
153,lower leaflet,7.500,4.418,3.401,0.672
154,lower leaflet,4.858,3.482,3.935,0.565
155,lower leaflet,3.613,8.141,3.475,0.596
156,lower leaflet,6.132,4.954,3.429,0.631
157,lower leaflet,2.931,1.256,3.819,0.643
158,lower leaflet,5.461,1.965,3.507,0.577
159,lower leaflet,6.371,5.713,3.133,0.645
160,lower leaflet,4.585,0.960,3.295,0.602
161,lower leaflet,4.040,7.631,3.710,0.544
162,lower leaflet,8.172,3.614,3.251,0.613
163,lower leaflet,4.770,6.186,3.753,0.560
164,lower leaflet,2.704,2.653,3.726,0.618
165,lower leaflet,1.609,6.450,3.596,0.599
166,lower leaflet,4.610,2.337,3.571,0.603
167,lower leaflet,7.295,3.556,3.645,0.574
168,lower leaflet,6.061,4.387,3.545,0.606
169,lower leaflet,8.622,5.597,3.378,0.714
170,lower leaflet,2.408,4.516,3.974,0.638
171,lower leaflet,1.675,8.364,3.550,0.634
172,lower leaflet,3.593,2.169,3.795,0.621
173,lower leaflet,4.306,3.505,4.099,0.568
174,lower leaflet,7.419,2.385,3.332,0.575
175,lower leaflet,6.815,0.100,3.496,0.611
176,lower leaflet,7.987,2.285,3.406,0.587
177,lower leaflet,5.795,8.195,3.504,0.561
178,lower leaflet,5.439,7.616,3.652,0.528
179,lower leaflet,4.934,1.588,3.466,0.596
180,lower leaflet,1.799,7.475,3.531,0.616
181,lower leaflet,0.096,7.012,3.399,0.612
182,lower leaflet,4.721,8.223,3.568,0.536
183,lower leaflet,7.745,5.375,3.403,0.734
184,lower leaflet,5.824,0.501,3.425,0.590
185,lower leaflet,4.145,1.555,3.772,0.620
186,lower leaflet,7.560,6.628,3.299,0.628
187,lower leaflet,8.394,6.352,3.239,0.661
188,lower leaflet,8.060,1.390,3.522,0.617
189,lower leaflet,6.381,1.520,3.511,0.585
190,lower leaflet,5.444,3.329,3.630,0.566
191,lower leaflet,1.071,0.859,3.340,0.611
192,lower leaflet,3.115,3.314,4.070,0.599
193,lower leaflet,7.150,1.749,3.872,0.590
194,lower leaflet,1.558,3.756,3.193,0.622
195,lower leaflet,3.042,1.892,3.928,0.630
196,lower leaflet,1.079,2.486,3.618,0.602
197,lower leaflet,3.651,0.986,3.433,0.633
198,lower leaflet,6.702,2.082,3.533,0.565
199,lower leaflet,1.114,0.060,3.601,0.597
200,lower leaflet,6.645,7.364,3.300,0.574
201,lower leaflet,1.987,2.646,3.691,0.610
202,lower leaflet,6.778,7.974,3.196,0.579
203,lower leaflet,6.550,0.779,3.172,0.605
204,lower leaflet,0.048,2.257,3.036,0.607
205,lower leaflet,0.852,1.862,3.125,0.617
206,lower leaflet,1.772,0.265,3.515,0.639
207,lower leaflet,8.064,7.357,3.116,0.589
208,lower leaflet,6.586,6.567,3.236,0.607
209,lower leaflet,7.121,1.000,3.661,0.616
210,lower leaflet,0.256,4.724,3.245,0.729
211,lower leaflet,2.191,1.660,3.581,0.640
212,lower leaflet,2.149,0.918,3.587,0.654
213,lower leaflet,7.847,7.857,3.596,0.565
214,lower leaflet,0.762,8.225,3.470,0.584
215,lower leaflet,1.154,7.414,3.566,0.605
