resid,leaflet,X coords,Y coords,Z coords,Area per lipid
122,lower leaflet,2.644,4.950,3.545,0.686
123,lower leaflet,2.435,7.081,3.121,0.649
124,lower leaflet,3.989,5.226,3.852,0.593
125,lower leaflet,3.380,5.623,3.786,0.633
126,lower leaflet,0.589,3.714,3.604,0.609
127,lower leaflet,5.198,3.944,3.338,0.537
128,lower leaflet,1.962,6.801,3.492,0.630
129,lower leaflet,5.596,4.734,3.647,0.547
130,lower leaflet,0.060,6.100,3.426,0.666
131,lower leaflet,3.830,2.950,4.106,0.546
132,lower leaflet,3.187,0.024,3.664,0.764
133,lower leaflet,6.479,3.899,3.486,0.579
134,lower leaflet,4.505,7.838,3.612,0.609
135,lower leaflet,0.107,4.022,3.333,0.643
136,lower leaflet,1.169,4.863,3.429,0.693
137,lower leaflet,1.349,5.737,3.299,0.682
138,lower leaflet,3.534,4.583,3.837,0.605
139,lower leaflet,3.587,3.688,4.091,0.567
140,lower leaflet,0.488,5.424,3.334,0.689
141,lower leaflet,4.938,2.717,3.485,0.539
142,lower leaflet,2.834,8.323,3.323,0.744
143,lower leaflet,4.053,6.945,3.834,0.605
144,lower leaflet,4.683,7.142,3.688,0.579
145,lower leaflet,5.203,5.225,3.567,0.561
146,lower leaflet,2.280,7.608,3.452,0.673
147,lower leaflet,5.418,1.020,3.209,0.560
148,lower leaflet,5.310,0.263,3.370,0.564
149,lower leaflet,5.290,5.948,3.437,0.572
150,lower leaflet,7.897,3.232,2.928,0.659
151,lower leaflet,2.509,3.727,3.765,0.648
152,lower leaflet,1.025,2.871,3.189,0.566
153,lower leaflet,7.336,4.459,2.935,0.659
154,lower leaflet,5.030,3.530,3.927,0.535
155,lower leaflet,3.336,7.760,3.264,0.706
156,lower leaflet,5.900,5.277,3.621,0.567
157,lower leaflet,3.221,1.249,3.469,0.645
158,lower leaflet,5.237,2.003,3.519,0.556
159,lower leaflet,6.292,5.826,3.250,0.588
160,lower leaflet,4.650,0.881,3.716,0.554
161,lower leaflet,4.116,7.382,3.463,0.619
162,lower leaflet,8.010,4.134,3.079,0.674
163,lower leaflet,4.551,6.119,3.708,0.583
164,lower leaflet,2.952,2.502,3.395,0.616
165,lower leaflet,1.449,6.652,3.455,0.638
166,lower leaflet,4.399,2.247,3.770,0.533
167,lower leaflet,7.376,3.541,2.878,0.640
168,lower leaflet,6.200,4.438,3.329,0.567
169,lower leaflet,8.575,5.473,3.293,0.692
170,lower leaflet,2.096,4.392,3.644,0.682
171,lower leaflet,1.617,8.554,3.400,0.669
172,lower leaflet,3.783,2.086,3.899,0.549
173,lower leaflet,4.311,3.446,4.173,0.534
174,lower leaflet,7.131,2.793,3.139,0.673
175,lower leaflet,6.594,0.204,3.315,0.572
176,lower leaflet,8.062,2.154,3.095,0.671
177,lower leaflet,5.769,7.996,3.154,0.563
178,lower leaflet,5.283,7.568,3.466,0.560
179,lower leaflet,5.095,1.315,3.635,0.543
180,lower leaflet,1.535,7.604,3.358,0.648
181,lower leaflet,8.667,7.125,3.407,0.642
182,lower leaflet,4.496,8.573,3.211,0.620
183,lower leaflet,7.701,5.404,3.149,0.694
184,lower leaflet,5.963,0.515,3.375,0.568
185,lower leaflet,4.221,1.600,4.071,0.535
186,lower leaflet,7.654,6.815,3.099,0.615
187,lower leaflet,8.260,6.235,3.023,0.655
188,lower leaflet,7.946,1.754,3.604,0.652
189,lower leaflet,6.284,1.437,3.246,0.607
190,lower leaflet,5.559,3.105,3.388,0.568
191,lower leaflet,0.735,0.967,3.588,0.640
192,lower leaflet,3.278,3.378,3.720,0.588
193,lower leaflet,7.106,1.433,3.571,0.626
194,lower leaflet,1.080,3.491,3.245,0.587
195,lower leaflet,3.391,1.925,3.565,0.585
196,lower leaflet,1.397,2.457,3.506,0.598
197,lower leaflet,4.001,1.156,3.728,0.574
198,lower leaflet,6.716,2.112,3.292,0.654
199,lower leaflet,1.009,8.767,3.553,0.638
200,lower leaflet,6.650,7.309,3.175,0.566
201,lower leaflet,1.994,2.013,3.612,0.641
202,lower leaflet,6.493,7.953,3.004,0.570
203,lower leaflet,6.714,0.788,3.127,0.579
204,lower leaflet,0.142,2.197,3.125,0.636
205,lower leaflet,1.142,1.904,3.596,0.620
206,lower leaflet,1.599,0.372,3.467,0.670
207,lower leaflet,7.820,7.384,3.296,0.604
208,lower leaflet,6.508,6.644,3.083,0.575
209,lower leaflet,7.183,0.663,3.641,0.583
210,lower leaflet,0.312,4.529,3.163,0.675
211,lower leaflet,2.580,1.202,3.420,0.692
212,lower leaflet,1.766,0.877,3.145,0.675
213,lower leaflet,8.124,7.952,3.464,0.610
214,lower leaflet,0.820,8.186,3.598,0.643
215,lower leaflet,0.574,7.364,3.280,0.644
216,lower leaflet,7.631,8.689,3.852,0.580
217,lower leaflet,8.748,8.123,3.522,0.631
218,lower leaflet,8.209,1.010,3.693,0.614
219,lower leaflet,0.569,6.603,3.539,0.654
220,lower leaflet,0.105,1.054,3.616,0.634
221,lower leaflet,0.183,0.239,3.455,0.622
247,lower leaflet,4.643,4.918,3.503,0.520
248,lower leaflet,3.884,6.204,3.659,0.582
249,lower leaflet,3.056,6.206,3.645,0.604
250,lower leaflet,1.971,5.054,3.330,0.603
251,lower leaflet,8.555,3.088,2.901,0.637
252,lower leaflet,6.209,3.187,3.158,0.624
253,lower leaflet,6.809,4.995,3.102,0.638
254,lower leaflet,4.129,0.247,3.304,0.690
255,lower leaflet,2.149,5.879,3.502,0.589
256,lower leaflet,2.489,6.321,3.362,0.579
257,lower leaflet,5.698,6.474,3.183,0.530
258,lower leaflet,5.655,2.441,3.164,0.655
259,lower leaflet,5.969,7.147,3.150,0.530
260,lower leaflet,7.064,5.722,3.141,0.639
261,lower leaflet,2.160,2.825,3.456,0.692
262,lower leaflet,5.587,8.548,3.117,0.589
263,lower leaflet,6.812,3.757,2.911,0.581
264,lower leaflet,7.052,6.854,3.197,0.568
265,lower leaflet,1.707,3.730,3.448,0.692
266,lower leaflet,5.240,6.943,3.299,0.516
267,lower leaflet,7.421,8.085,3.163,0.568
268,lower leaflet,7.725,0.397,3.641,0.493
269,lower leaflet,0.458,2.685,3.048,0.604
270,lower leaflet,1.471,1.601,3.078,0.535
271,lower leaflet,8.487,0.496,3.539,0.481
22,upper leaflet,4.444,6.553,7.501,0.620
23,upper leaflet,3.653,5.046,7.253,0.599
24,upper leaflet,2.059,5.381,7.354,0.707
25,upper leaflet,2.892,5.898,7.353,0.685
26,upper leaflet,3.268,4.686,7.032,0.616
