resid,leaflet,X coords,Y coords,Z coords,Thickness
39,lower leaflet,5.908,4.781,2.827,4.402
40,lower leaflet,6.893,5.347,2.392,4.703
41,lower leaflet,2.878,5.353,2.344,4.723
42,lower leaflet,2.882,6.034,2.369,4.438
43,lower leaflet,6.113,3.566,2.707,4.528
44,lower leaflet,2.059,3.350,2.422,4.418
45,lower leaflet,4.938,2.675,2.703,4.637
46,lower leaflet,5.321,7.707,2.423,4.420
47,lower leaflet,2.764,2.691,1.875,4.322
48,lower leaflet,0.560,4.695,2.131,4.377
49,lower leaflet,1.655,6.878,2.874,4.369
50,lower leaflet,6.485,2.685,2.775,4.420
51,lower leaflet,6.755,2.256,2.290,4.435
52,lower leaflet,7.873,6.420,2.488,4.789
53,lower leaflet,1.547,1.736,2.429,4.119
54,lower leaflet,3.843,8.180,2.856,4.272
55,lower leaflet,6.911,7.378,2.798,4.487
56,lower leaflet,2.847,8.854,2.830,4.192
57,lower leaflet,0.019,4.421,2.347,4.442
58,lower leaflet,4.546,0.887,2.866,3.981
59,lower leaflet,4.221,0.707,2.512,4.022
60,lower leaflet,7.006,7.988,2.791,4.459
61,lower leaflet,2.209,8.953,2.698,4.461
62,lower leaflet,9.124,6.153,2.557,4.444
63,lower leaflet,9.563,3.406,2.362,4.722
64,lower leaflet,4.920,0.375,2.742,4.353
65,lower leaflet,3.616,9.536,2.508,4.363
66,lower leaflet,8.061,8.517,2.828,4.357
67,lower leaflet,9.314,6.922,2.474,4.408
68,lower leaflet,7.514,8.165,2.777,4.577
69,lower leaflet,0.591,7.871,3.074,4.485
70,lower leaflet,9.044,2.267,2.558,4.640
71,lower leaflet,0.222,1.432,2.567,4.375
72,lower leaflet,8.862,8.421,2.787,4.214
73,lower leaflet,9.075,7.790,2.817,4.430
74,lower leaflet,8.941,0.842,2.973,4.416
75,lower leaflet,8.661,9.749,2.820,4.537
76,lower leaflet,9.600,0.243,3.181,4.321
147,lower leaflet,4.334,4.706,2.398,4.727
148,lower leaflet,3.321,4.678,2.300,4.714
149,lower leaflet,5.537,5.710,2.736,4.460
150,lower leaflet,3.726,5.630,2.534,4.726
151,lower leaflet,2.775,4.542,2.252,4.760
152,lower leaflet,5.149,4.161,2.792,4.483
153,lower leaflet,4.742,6.124,2.656,4.612
154,lower leaflet,4.006,6.152,2.524,4.435
155,lower leaflet,5.060,3.346,2.724,4.686
156,lower leaflet,3.929,7.445,2.655,4.144
157,lower leaflet,4.704,6.606,2.392,4.191
158,lower leaflet,3.542,7.120,2.299,4.220
159,lower leaflet,6.718,6.844,2.225,4.318
160,lower leaflet,3.114,3.695,2.172,4.535
161,lower leaflet,1.578,4.163,2.445,4.518
162,lower leaflet,4.000,3.576,2.745,4.355
163,lower leaflet,1.784,5.843,2.486,4.247
164,lower leaflet,7.240,5.919,2.229,4.506
165,lower leaflet,5.853,7.431,2.766,4.345
166,lower leaflet,3.398,2.691,2.090,4.210
167,lower leaflet,2.617,7.739,2.731,4.423
168,lower leaflet,1.268,5.000,2.559,4.498
169,lower leaflet,4.434,2.712,2.753,4.738
170,lower leaflet,7.418,6.516,2.270,4.696
171,lower leaflet,1.731,6.270,2.928,4.231
172,lower leaflet,3.721,2.541,2.569,4.474
173,lower leaflet,7.544,3.544,2.460,4.617
174,lower leaflet,6.825,4.485,2.686,4.620
175,lower leaflet,2.459,1.843,2.283,4.209
176,lower leaflet,4.954,8.048,2.713,4.242
177,lower leaflet,5.547,8.331,2.644,4.327
178,lower leaflet,1.399,2.451,2.407,4.303
179,lower leaflet,5.521,1.553,2.549,4.373
180,lower leaflet,3.051,1.575,2.259,4.477
181,lower leaflet,8.229,3.342,2.687,4.878
182,lower leaflet,7.698,2.973,2.261,4.716
183,lower leaflet,9.636,5.896,2.748,4.441
184,lower leaflet,0.317,3.911,2.259,4.615
