resid,leaflet,X coords,Y coords,Z coords,Thickness
39,lower leaflet,6.085,4.667,3.041,4.574
40,lower leaflet,6.651,5.133,2.655,4.515
41,lower leaflet,3.116,5.381,2.488,4.606
42,lower leaflet,3.305,5.871,2.774,4.571
43,lower leaflet,6.232,3.666,2.771,4.777
44,lower leaflet,2.012,3.506,2.460,4.352
45,lower leaflet,4.900,2.853,2.510,4.628
46,lower leaflet,5.372,7.851,2.702,4.199
47,lower leaflet,2.723,3.097,1.624,4.329
48,lower leaflet,0.997,4.461,2.095,4.198
49,lower leaflet,1.772,6.864,2.699,4.287
50,lower leaflet,6.468,2.653,2.716,4.790
51,lower leaflet,6.674,2.297,2.346,4.681
52,lower leaflet,7.815,6.378,2.565,4.571
53,lower leaflet,1.669,1.631,1.860,4.211
54,lower leaflet,3.800,7.948,2.657,4.152
55,lower leaflet,6.896,7.168,2.864,4.735
56,lower leaflet,3.164,8.689,2.791,4.289
57,lower leaflet,0.236,4.199,2.459,4.162
58,lower leaflet,4.299,0.773,2.878,4.121
59,lower leaflet,3.836,0.877,2.593,4.425
60,lower leaflet,7.081,7.703,2.814,4.666
61,lower leaflet,2.426,8.556,2.696,4.257
62,lower leaflet,9.113,5.777,2.304,4.301
63,lower leaflet,9.722,3.305,2.443,4.546
64,lower leaflet,4.517,0.146,2.780,4.120
65,lower leaflet,3.444,9.428,2.698,4.327
66,lower leaflet,8.089,8.456,2.843,4.468
67,lower leaflet,9.604,7.122,2.237,4.603
68,lower leaflet,7.558,8.112,2.817,4.684
69,lower leaflet,0.563,7.878,2.696,4.516
70,lower leaflet,8.829,2.125,2.492,4.336
71,lower leaflet,0.187,1.106,2.447,4.313
72,lower leaflet,8.826,8.346,2.905,4.664
73,lower leaflet,9.262,7.995,2.534,4.658
74,lower leaflet,8.908,0.841,2.898,4.283
75,lower leaflet,8.640,9.667,2.680,4.567
76,lower leaflet,9.614,0.249,2.841,4.148
147,lower leaflet,4.319,5.098,2.653,4.454
148,lower leaflet,3.834,4.716,2.418,4.431
149,lower leaflet,5.625,5.619,2.781,4.344
150,lower leaflet,3.884,5.504,2.994,4.526
151,lower leaflet,3.146,4.514,2.470,4.579
152,lower leaflet,5.229,4.250,2.957,4.760
