resid,leaflet,X coords,Y coords,Z coords,Thickness
39,lower leaflet,5.994,4.574,2.986,4.388
40,lower leaflet,6.555,5.047,2.558,4.529
41,lower leaflet,2.769,5.409,2.339,4.454
42,lower leaflet,3.006,5.886,2.596,4.425
43,lower leaflet,6.196,3.493,2.845,4.457
44,lower leaflet,2.180,3.349,2.235,4.120
45,lower leaflet,4.915,2.395,2.546,4.431
46,lower leaflet,5.368,7.711,2.804,4.457
47,lower leaflet,2.685,2.479,1.813,4.123
48,lower leaflet,0.720,4.452,2.012,4.367
49,lower leaflet,1.431,6.597,3.153,4.317
50,lower leaflet,6.500,2.497,2.749,4.338
51,lower leaflet,6.897,2.055,2.438,4.221
52,lower leaflet,7.748,6.372,2.629,4.548
53,lower leaflet,1.647,1.786,2.226,4.174
54,lower leaflet,3.952,7.905,2.994,4.110
55,lower leaflet,7.009,7.271,3.004,4.702
56,lower leaflet,2.920,8.724,2.871,4.099
57,lower leaflet,0.056,4.380,2.541,4.331
58,lower leaflet,4.403,0.805,2.911,4.096
59,lower leaflet,3.817,0.718,2.588,4.386
60,lower leaflet,7.185,7.816,2.979,4.753
61,lower leaflet,2.389,8.535,2.700,4.298
62,lower leaflet,9.055,5.918,2.437,4.069
63,lower leaflet,9.514,3.256,2.421,4.605
64,lower leaflet,4.775,0.356,2.623,4.471
65,lower leaflet,3.522,9.245,2.592,4.221
66,lower leaflet,8.242,8.356,2.882,4.407
67,lower leaflet,9.459,6.942,2.568,4.211
68,lower leaflet,7.757,7.880,2.908,4.710
69,lower leaflet,0.959,7.613,3.069,4.567
70,lower leaflet,8.959,2.280,2.397,4.454
71,lower leaflet,0.299,1.322,2.384,4.431
72,lower leaflet,8.898,8.254,2.993,4.406
73,lower leaflet,9.344,7.828,2.842,4.520
74,lower leaflet,9.042,0.787,2.456,4.389
75,lower leaflet,8.617,9.675,2.536,4.574
76,lower leaflet,9.616,0.300,2.873,4.264
147,lower leaflet,4.289,4.809,2.526,4.626
148,lower leaflet,3.312,4.515,2.353,4.622
149,lower leaflet,5.660,5.668,2.873,4.287
150,lower leaflet,3.851,5.573,2.901,4.588
151,lower leaflet,2.801,4.459,2.247,4.640
152,lower leaflet,5.362,4.300,3.030,4.414
153,lower leaflet,4.555,6.082,2.784,4.515
154,lower leaflet,3.959,6.118,2.845,4.505
155,lower leaflet,5.254,3.232,2.806,4.795
156,lower leaflet,3.887,7.231,2.940,4.071
157,lower leaflet,4.594,6.754,2.552,4.463
158,lower leaflet,3.413,6.846,2.897,4.094
