resid,leaflet,X coords,Y coords,Z coords,Thickness
39,lower leaflet,6.013,4.548,3.075,4.676
40,lower leaflet,6.550,5.277,2.692,4.429
41,lower leaflet,3.045,5.367,2.519,4.485
42,lower leaflet,3.183,5.887,2.820,4.432
43,lower leaflet,6.105,3.651,2.774,4.843
44,lower leaflet,2.152,3.481,2.329,4.446
45,lower leaflet,5.013,2.689,2.522,4.679
46,lower leaflet,5.345,7.788,2.695,4.509
47,lower leaflet,2.739,3.186,1.794,4.470
48,lower leaflet,1.086,4.521,2.116,4.134
49,lower leaflet,1.839,6.788,2.770,4.352
50,lower leaflet,6.416,2.617,2.692,4.722
51,lower leaflet,6.677,2.160,2.336,4.427
52,lower leaflet,7.791,6.431,2.522,4.670
53,lower leaflet,1.769,1.639,1.925,4.246
54,lower leaflet,3.933,7.893,2.697,4.234
55,lower leaflet,7.004,7.180,2.949,4.856
56,lower leaflet,3.354,8.623,2.906,4.237
57,lower leaflet,0.234,4.334,2.379,4.151
58,lower leaflet,4.387,0.812,2.980,4.341
59,lower leaflet,3.923,0.777,2.725,4.621
60,lower leaflet,7.143,7.693,2.857,4.761
61,lower leaflet,2.526,8.571,2.720,4.260
62,lower leaflet,9.158,5.812,2.089,4.369
63,lower leaflet,9.522,3.187,2.318,4.497
64,lower leaflet,4.590,0.182,2.829,4.548
65,lower leaflet,3.402,9.388,2.796,4.364
66,lower leaflet,8.141,8.369,2.840,4.466
67,lower leaflet,9.731,6.978,2.200,4.601
68,lower leaflet,7.632,8.032,2.854,4.664
69,lower leaflet,0.610,7.910,2.509,4.463
70,lower leaflet,8.496,2.238,2.397,4.272
71,lower leaflet,9.656,1.168,2.542,4.159
72,lower leaflet,8.864,8.279,2.914,4.499
73,lower leaflet,9.348,7.799,2.596,4.510
74,lower leaflet,8.894,0.677,2.795,4.441
75,lower leaflet,8.644,0.020,2.636,4.565
76,lower leaflet,9.675,0.256,2.804,4.262
147,lower leaflet,4.157,5.090,2.409,4.629
148,lower leaflet,3.788,4.668,2.519,4.588
149,lower leaflet,5.664,5.562,2.886,4.371
150,lower leaflet,3.760,5.507,3.041,4.575
151,lower leaflet,3.213,4.415,2.473,4.626
152,lower leaflet,5.244,4.109,3.046,4.768
153,lower leaflet,4.869,6.051,2.807,4.512
154,lower leaflet,3.873,6.021,2.600,4.544
155,lower leaflet,5.009,3.568,2.700,4.506
156,lower leaflet,4.005,7.066,3.082,4.258
157,lower leaflet,4.610,6.855,2.671,4.424
158,lower leaflet,3.398,6.687,2.871,4.402
159,lower leaflet,6.767,6.681,2.469,4.552
160,lower leaflet,3.018,3.815,2.196,4.704
161,lower leaflet,2.059,4.205,2.606,4.342
162,lower leaflet,4.170,3.142,2.489,4.552
163,lower leaflet,1.716,5.652,2.614,4.203
164,lower leaflet,6.931,5.871,2.521,4.692
165,lower leaflet,6.016,7.477,2.854,4.456
166,lower leaflet,3.358,2.550,2.014,4.456
167,lower leaflet,2.907,7.450,2.821,4.436
168,lower leaflet,1.369,4.815,2.585,4.263
169,lower leaflet,4.573,2.379,2.444,4.459
170,lower leaflet,7.302,6.413,2.299,4.699
171,lower leaflet,1.963,6.205,2.920,4.137
172,lower leaflet,3.589,2.229,2.419,4.423
173,lower leaflet,7.431,3.492,2.417,4.887
174,lower leaflet,6.844,4.400,2.953,4.750
175,lower leaflet,2.600,1.876,2.299,4.240
176,lower leaflet,4.876,7.995,2.917,4.259
177,lower leaflet,5.408,8.530,3.104,4.321
178,lower leaflet,1.772,2.378,2.147,4.311
179,lower leaflet,5.583,1.674,2.432,4.451
180,lower leaflet,3.607,1.375,2.704,4.455
181,lower leaflet,8.059,3.118,2.502,4.809
182,lower leaflet,7.262,2.647,2.212,4.741
183,lower leaflet,9.690,5.772,2.360,4.313
184,lower leaflet,0.518,3.556,2.246,4.372
185,lower leaflet,2.035,8.223,2.710,4.582
186,lower leaflet,4.433,9.242,2.849,4.163
187,lower leaflet,3.926,8.868,2.957,4.187
188,lower leaflet,9.664,4.815,2.550,4.163
189,lower leaflet,4.884,1.234,2.866,4.351
190,lower leaflet,0.925,6.591,2.461,4.001
191,lower leaflet,7.361,1.862,2.651,4.311
192,lower leaflet,5.681,9.146,2.888,4.266
193,lower leaflet,2.184,7.435,2.705,4.385
194,lower leaflet,3.169,0.963,2.838,4.388
195,lower leaflet,9.615,2.026,2.560,4.242
196,lower leaflet,7.728,1.442,2.603,4.254
197,lower leaflet,0.941,1.907,2.015,4.308
198,lower leaflet,8.543,5.223,2.309,4.445
199,lower leaflet,5.230,0.036,2.765,4.359
200,lower leaflet,1.820,0.523,2.417,4.399
201,lower leaflet,2.930,9.674,2.957,4.294
202,lower leaflet,6.860,0.969,2.508,4.338
203,lower leaflet,8.391,1.409,2.642,4.233
204,lower leaflet,6.383,0.448,2.651,4.569
205,lower leaflet,0.911,8.580,2.978,4.430
206,lower leaflet,2.326,9.644,2.762,4.215
207,lower leaflet,7.473,0.554,2.676,4.359
208,lower leaflet,1.175,0.453,2.572,4.168
209,lower leaflet,8.876,7.295,2.852,4.625
210,lower leaflet,1.195,9.410,2.776,4.347
211,lower leaflet,8.510,8.880,2.897,4.469
212,lower leaflet,7.660,9.755,2.594,4.411
213,lower leaflet,0.521,9.249,2.929,4.294
214,lower leaflet,9.219,1.071,2.952,4.305
215,lower leaflet,0.442,0.056,2.629,4.222
216,lower leaflet,0.051,9.083,2.731,4.256
235,lower leaflet,2.602,4.522,2.545,4.542
236,lower leaflet,2.754,6.284,2.710,4.195
237,lower leaflet,2.354,2.917,2.141,4.407
238,lower leaflet,3.295,8.052,2.740,4.380
239,lower leaflet,7.288,4.449,2.191,4.587
240,lower leaflet,0.589,2.653,2.116,4.518
241,lower leaflet,7.934,7.356,2.652,4.701
242,lower leaflet,5.029,9.087,2.988,4.195
243,lower leaflet,8.377,6.731,2.753,4.627
244,lower leaflet,8.032,2.265,2.699,4.381
245,lower leaflet,1.907,1.048,1.938,4.144
246,lower leaflet,8.173,4.718,2.334,4.411
247,lower leaflet,5.764,0.699,2.855,4.407
248,lower leaflet,6.696,8.989,2.535,4.410
249,lower leaflet,0.066,2.699,2.443,4.374
250,lower leaflet,1.731,9.733,2.616,4.338
251,lower leaflet,0.258,8.432,2.797,4.476
252,lower leaflet,8.075,9.308,2.844,4.393
279,lower leaflet,4.736,5.453,2.268,4.553
280,lower leaflet,5.433,4.930,2.632,4.751
281,lower leaflet,4.143,4.134,2.481,4.633
282,lower leaflet,5.925,5.963,2.530,4.273
283,lower leaflet,5.253,6.962,2.458,4.581
284,lower leaflet,2.365,5.169,2.432,4.377
285,lower leaflet,6.283,6.977,2.566,4.346
286,lower leaflet,5.763,3.310,2.522,4.785
287,lower leaflet,6.963,3.895,2.510,4.738
288,lower leaflet,6.676,3.171,2.522,4.798
289,lower leaflet,5.495,2.337,2.564,4.352
290,lower leaflet,0.961,5.302,2.362,4.295
291,lower leaflet,1.035,3.115,2.329,4.326
292,lower leaflet,8.411,6.177,2.326,4.702
293,lower leaflet,8.763,3.742,2.190,4.620
294,lower leaflet,6.339,1.455,2.431,4.315
295,lower leaflet,7.477,4.972,2.405,4.539
296,lower leaflet,0.573,5.794,2.265,4.224
297,lower leaflet,9.168,2.832,2.170,4.504
298,lower leaflet,1.556,8.580,2.581,4.513
299,lower leaflet,0.376,7.386,2.316,4.620
300,lower leaflet,8.823,4.289,2.237,4.393
301,lower leaflet,2.558,0.582,2.321,4.341
302,lower leaflet,7.488,8.830,2.513,4.329
303,lower leaflet,6.505,9.525,2.518,4.587
304,lower leaflet,9.279,9.188,2.652,4.474
353,lower leaflet,5.361,5.366,3.031,4.656
354,lower leaflet,4.825,5.648,2.910,4.582
355,lower leaflet,6.353,5.231,3.347,4.419
356,lower leaflet,4.738,4.460,2.784,4.516
357,lower leaflet,3.165,4.093,2.874,4.630
358,lower leaflet,4.811,3.731,3.225,4.472
359,lower leaflet,4.238,3.650,2.961,4.624
360,lower leaflet,6.123,3.698,3.461,4.872
361,lower leaflet,6.622,4.089,3.434,4.799
362,lower leaflet,7.017,4.696,3.133,4.596
363,lower leaflet,6.389,2.774,3.143,4.755
364,lower leaflet,4.499,7.652,3.085,4.094
365,lower leaflet,3.967,7.751,3.278,4.179
366,lower leaflet,1.463,3.666,2.757,4.382
367,lower leaflet,7.701,6.532,3.149,4.735
368,lower leaflet,5.496,2.438,3.023,4.350
369,lower leaflet,6.528,7.180,3.023,4.696
370,lower leaflet,1.204,5.867,2.891,4.244
371,lower leaflet,7.497,5.544,2.938,4.645
372,lower leaflet,6.060,7.803,3.093,4.478
373,lower leaflet,2.128,7.321,3.264,4.408
374,lower leaflet,3.423,7.075,3.202,4.337
375,lower leaflet,1.152,3.036,3.024,4.345
376,lower leaflet,7.276,7.043,3.361,4.777
377,lower leaflet,4.998,1.807,3.145,4.402
378,lower leaflet,4.542,1.610,3.170,4.447
379,lower leaflet,1.473,6.409,2.888,4.243
380,lower leaflet,1.663,5.961,3.129,4.223
381,lower leaflet,5.925,8.295,3.221,4.414
382,lower leaflet,0.438,4.498,2.664,4.115
383,lower leaflet,1.393,7.421,3.135,4.500
384,lower leaflet,7.354,2.300,3.046,4.431
385,lower leaflet,6.406,8.436,3.163,4.553
386,lower leaflet,2.924,1.564,2.847,4.485
387,lower leaflet,1.316,2.163,2.587,4.438
388,lower leaflet,7.534,7.466,3.430,4.805
389,lower leaflet,0.811,5.375,3.045,4.351
390,lower leaflet,8.822,5.751,2.622,4.350
391,lower leaflet,7.837,2.281,3.033,4.419
392,lower leaflet,9.423,4.163,2.756,4.105
393,lower leaflet,7.005,0.409,2.802,4.574
394,lower leaflet,2.620,1.153,2.695,4.179
395,lower leaflet,9.189,6.976,3.213,4.663
396,lower leaflet,9.230,6.449,2.925,4.596
397,lower leaflet,6.176,0.708,3.246,4.430
398,lower leaflet,8.856,2.013,2.939,4.290
399,lower leaflet,9.059,1.403,3.015,4.154
400,lower leaflet,9.322,8.859,3.404,4.466
1,upper leaflet,5.797,4.552,7.876,4.395
2,upper leaflet,6.536,3.398,7.778,4.425
3,upper leaflet,7.693,4.126,7.687,4.564
4,upper leaflet,3.967,4.269,7.155,4.449
5,upper leaflet,6.665,1.902,7.338,4.716
6,upper leaflet,4.751,2.700,7.373,4.558
7,upper leaflet,3.583,5.475,7.354,4.648
8,upper leaflet,3.925,7.455,7.118,4.155
9,upper leaflet,5.342,2.012,7.174,4.442
10,upper leaflet,3.193,6.476,7.236,4.385
11,upper leaflet,4.846,7.560,7.660,4.399
12,upper leaflet,7.918,2.824,7.360,4.441
13,upper leaflet,5.464,7.123,7.391,4.562
14,upper leaflet,7.060,6.942,7.714,4.546
15,upper leaflet,2.195,3.483,7.198,4.857
16,upper leaflet,6.067,7.361,7.281,4.498
17,upper leaflet,0.002,2.778,7.101,4.361
18,upper leaflet,1.019,4.348,6.954,4.409
19,upper leaflet,8.685,6.026,7.350,4.513
20,upper leaflet,8.094,7.337,7.374,4.496
21,upper leaflet,3.678,8.433,7.130,4.273
22,upper leaflet,6.931,7.932,7.533,4.303
23,upper leaflet,3.527,0.264,7.349,4.273
24,upper leaflet,0.953,6.710,7.039,4.334
25,upper leaflet,3.833,9.581,7.229,4.255
26,upper leaflet,9.012,2.403,7.027,4.259
27,upper leaflet,1.387,7.384,7.400,4.153
28,upper leaflet,7.500,8.747,7.293,4.568
29,upper leaflet,6.109,9.029,7.272,4.213
30,upper leaflet,2.955,0.513,7.068,4.191
31,upper leaflet,2.896,9.615,7.234,4.258
32,upper leaflet,9.030,8.079,7.336,4.543
33,upper leaflet,9.046,9.077,7.313,4.279
34,upper leaflet,8.733,9.676,7.450,4.422
35,upper leaflet,9.255,0.959,7.310,4.305
36,upper leaflet,1.172,8.893,7.275,4.486
37,upper leaflet,0.583,1.453,6.918,4.237
38,upper leaflet,0.263,8.420,7.210,4.635
77,upper leaflet,5.944,3.777,7.567,4.461
78,upper leaflet,6.874,4.355,7.418,4.457
79,upper leaflet,4.718,4.452,7.143,4.450
80,upper leaflet,5.657,3.304,7.305,4.600
81,upper leaflet,4.724,5.041,7.358,4.448
82,upper leaflet,6.862,2.882,7.177,4.508
83,upper leaflet,5.532,6.141,7.193,4.535
84,upper leaflet,4.091,6.517,7.327,4.389
85,upper leaflet,7.106,4.953,7.514,4.474
86,upper leaflet,4.219,5.872,7.291,4.659
87,upper leaflet,8.063,4.016,7.257,4.714
88,upper leaflet,7.369,2.635,7.359,4.454
89,upper leaflet,6.875,5.453,7.089,4.495
90,upper leaflet,4.161,3.144,7.377,4.417
91,upper leaflet,4.704,2.138,7.072,4.425
92,upper leaflet,2.566,5.578,7.324,4.344
93,upper leaflet,8.915,4.598,6.755,4.630
94,upper leaflet,2.832,4.339,7.015,4.539
95,upper leaflet,3.384,3.291,7.037,4.406
96,upper leaflet,7.958,5.527,7.307,4.674
97,upper leaflet,3.466,2.641,7.310,4.687
98,upper leaflet,5.852,1.542,7.278,4.566
99,upper leaflet,3.196,7.330,7.171,4.139
100,upper leaflet,8.803,5.519,6.924,4.572
101,upper leaflet,8.738,4.063,7.160,4.660
102,upper leaflet,2.454,7.121,7.393,4.346
103,upper leaflet,7.635,6.592,7.472,4.603
104,upper leaflet,2.912,2.590,7.001,4.761
105,upper leaflet,8.070,6.274,7.322,4.524
106,upper leaflet,1.835,4.231,7.092,4.550
107,upper leaflet,4.304,8.415,7.013,4.165
108,upper leaflet,4.930,0.589,7.389,4.339
109,upper leaflet,7.086,0.179,7.187,4.596
110,upper leaflet,7.511,7.409,7.819,4.446
111,upper leaflet,6.403,8.054,7.332,4.410
112,upper leaflet,9.391,5.094,6.820,4.622
113,upper leaflet,1.725,6.256,7.071,4.131
114,upper leaflet,3.626,1.370,7.346,4.224
115,upper leaflet,4.739,8.877,7.299,4.249
116,upper leaflet,1.546,3.066,6.650,4.471
117,upper leaflet,5.277,8.549,7.332,4.200
118,upper leaflet,6.456,0.329,7.601,4.595
119,upper leaflet,4.370,9.623,7.218,4.213
120,upper leaflet,7.808,2.003,6.971,4.386
121,upper leaflet,8.105,0.162,7.299,4.506
122,upper leaflet,1.278,5.658,7.102,4.014
123,upper leaflet,9.748,3.604,7.022,4.469
124,upper leaflet,9.001,7.003,7.257,4.381
125,upper leaflet,8.003,8.325,7.398,4.419
126,upper leaflet,0.167,4.110,6.622,4.428
127,upper leaflet,5.248,9.637,7.140,4.221
128,upper leaflet,0.353,5.792,6.762,4.546
129,upper leaflet,2.079,7.926,7.451,4.300
130,upper leaflet,2.472,1.588,6.847,4.219
131,upper leaflet,9.697,6.425,7.204,4.430
132,upper leaflet,6.104,9.555,7.379,4.468
133,upper leaflet,0.746,2.660,6.899,4.446
134,upper leaflet,7.267,9.343,7.122,4.747
135,upper leaflet,1.116,8.187,7.254,4.523
136,upper leaflet,8.986,1.934,6.671,4.049
137,upper leaflet,1.501,1.348,6.711,4.501
138,upper leaflet,2.684,0.964,6.786,4.272
139,upper leaflet,8.569,8.760,7.227,4.396
140,upper leaflet,1.814,0.395,6.922,4.279
141,upper leaflet,1.057,0.873,6.914,4.286
142,upper leaflet,0.533,9.027,7.242,4.425
143,upper leaflet,9.577,8.857,7.224,4.384
144,upper leaflet,9.456,1.517,6.879,4.002
145,upper leaflet,9.609,0.585,7.129,4.320
146,upper leaflet,0.483,0.057,7.070,4.363
