resid,leaflet,X coords,Y coords,Z coords,Thickness
39,lower leaflet,5.928,4.519,2.957,4.619
40,lower leaflet,6.520,5.203,2.606,4.450
41,lower leaflet,3.063,5.472,2.357,4.513
42,lower leaflet,3.231,5.914,2.660,4.489
43,lower leaflet,6.323,3.520,2.712,4.719
44,lower leaflet,2.211,3.369,2.200,4.396
45,lower leaflet,5.046,2.532,2.302,4.694
46,lower leaflet,5.441,7.612,2.853,4.378
47,lower leaflet,2.976,2.818,1.665,4.377
48,lower leaflet,1.006,4.497,2.346,4.315
49,lower leaflet,1.829,6.805,2.623,4.183
50,lower leaflet,6.603,2.538,2.661,4.522
51,lower leaflet,6.882,2.136,2.328,4.291
52,lower leaflet,7.718,6.354,2.639,4.501
53,lower leaflet,1.798,1.815,1.923,4.181
54,lower leaflet,3.726,7.908,2.553,4.395
55,lower leaflet,6.904,7.169,2.986,4.696
56,lower leaflet,3.123,8.706,2.799,4.040
57,lower leaflet,0.163,4.294,2.490,4.313
58,lower leaflet,4.312,0.661,2.724,4.213
59,lower leaflet,3.809,0.655,2.456,4.389
60,lower leaflet,7.033,7.659,2.825,4.786
61,lower leaflet,2.400,8.609,2.727,4.125
62,lower leaflet,9.118,5.757,2.312,4.256
63,lower leaflet,9.666,3.296,2.345,4.658
64,lower leaflet,4.620,0.143,2.478,4.314
65,lower leaflet,3.478,9.333,2.657,4.417
66,lower leaflet,8.106,8.300,2.798,4.629
67,lower leaflet,9.381,6.598,2.381,4.310
68,lower leaflet,7.591,7.932,2.750,4.790
69,lower leaflet,0.746,7.687,2.848,4.499
70,lower leaflet,8.746,1.948,2.614,4.315
71,lower leaflet,0.088,1.188,2.669,4.390
72,lower leaflet,8.853,8.207,2.828,4.661
73,lower leaflet,9.440,7.805,2.757,4.707
74,lower leaflet,8.978,0.776,2.574,4.632
75,lower leaflet,8.680,9.592,2.331,4.626
76,lower leaflet,9.565,9.792,2.723,4.466
147,lower leaflet,4.613,4.724,2.338,4.473
148,lower leaflet,3.946,4.730,2.490,4.605
149,lower leaflet,5.630,5.513,2.867,4.626
150,lower leaflet,3.802,5.467,2.867,4.665
151,lower leaflet,2.849,4.541,2.190,4.532
152,lower leaflet,5.442,4.001,3.013,4.851
153,lower leaflet,4.769,5.800,2.888,4.661
154,lower leaflet,3.832,6.057,2.480,4.555
155,lower leaflet,5.198,3.221,2.453,4.630
156,lower leaflet,3.901,7.137,2.882,4.259
157,lower leaflet,4.604,7.111,2.547,4.189
158,lower leaflet,3.362,6.734,2.929,4.470
159,lower leaflet,6.655,6.666,2.567,4.272
160,lower leaflet,3.286,3.934,2.236,4.371
161,lower leaflet,1.860,4.111,2.539,4.365
162,lower leaflet,4.453,3.107,2.666,4.511
163,lower leaflet,1.808,5.735,2.492,4.195
164,lower leaflet,6.975,5.714,2.536,4.486
165,lower leaflet,5.978,7.541,3.023,4.287
166,lower leaflet,3.584,2.617,1.788,4.288
167,lower leaflet,2.852,7.534,2.751,4.477
168,lower leaflet,1.395,4.902,2.649,4.335
169,lower leaflet,4.675,2.108,2.688,4.247
170,lower leaflet,7.195,6.375,2.399,4.450
171,lower leaflet,1.965,6.271,2.810,4.266
172,lower leaflet,3.917,2.628,2.294,4.286
173,lower leaflet,7.558,3.257,2.480,4.671
174,lower leaflet,6.806,4.347,2.985,4.572
175,lower leaflet,2.860,1.874,1.944,4.356
176,lower leaflet,4.962,7.948,2.743,3.989
177,lower leaflet,5.492,8.390,2.891,4.253
178,lower leaflet,1.651,2.501,2.046,4.438
179,lower leaflet,5.550,1.481,2.346,4.395
180,lower leaflet,3.415,1.378,2.320,4.388
181,lower leaflet,8.144,3.134,2.600,4.582
182,lower leaflet,7.461,2.525,2.317,4.594
183,lower leaflet,9.631,5.772,2.589,4.195
184,lower leaflet,0.604,3.749,2.444,4.331
185,lower leaflet,1.883,8.291,2.751,4.475
186,lower leaflet,4.405,9.226,2.557,4.103
187,lower leaflet,4.342,8.614,2.908,3.932
188,lower leaflet,0.046,4.847,2.611,4.257
189,lower leaflet,4.578,1.171,2.671,4.180
190,lower leaflet,0.292,6.857,2.300,4.181
191,lower leaflet,7.542,1.859,2.576,4.213
192,lower leaflet,5.808,9.259,2.669,4.392
193,lower leaflet,2.139,7.860,2.484,4.518
194,lower leaflet,3.063,0.862,2.843,4.241
195,lower leaflet,0.078,2.093,2.512,4.268
196,lower leaflet,8.014,1.442,2.459,4.341
197,lower leaflet,0.935,1.782,2.157,4.197
198,lower leaflet,8.599,5.290,2.545,4.206
199,lower leaflet,5.263,0.006,2.496,4.256
200,lower leaflet,1.813,0.472,2.354,4.256
201,lower leaflet,3.091,9.775,2.707,4.305
202,lower leaflet,7.222,0.992,2.197,4.395
203,lower leaflet,8.546,1.211,2.416,4.396
204,lower leaflet,6.490,0.409,2.738,4.306
205,lower leaflet,0.673,8.307,3.045,4.509
206,lower leaflet,2.391,9.783,2.694,4.247
207,lower leaflet,7.798,0.727,2.346,4.516
208,lower leaflet,1.084,0.495,2.464,4.084
209,lower leaflet,8.912,7.290,2.985,4.558
210,lower leaflet,1.118,9.132,2.800,4.380
211,lower leaflet,8.453,8.769,2.850,4.435
212,lower leaflet,7.576,9.793,2.462,4.303
213,lower leaflet,0.555,9.067,2.836,4.482
214,lower leaflet,9.434,1.251,2.919,4.264
215,lower leaflet,0.381,9.602,2.544,4.285
216,lower leaflet,0.020,8.933,2.682,4.582
235,lower leaflet,2.274,4.630,2.466,4.259
236,lower leaflet,2.799,6.341,2.519,4.250
237,lower leaflet,2.526,2.950,1.958,4.147
238,lower leaflet,3.238,8.204,2.804,4.356
239,lower leaflet,7.185,4.409,2.228,4.573
240,lower leaflet,0.656,2.713,2.091,4.524
241,lower leaflet,7.844,7.270,2.813,4.571
242,lower leaflet,5.196,9.110,2.699,4.297
243,lower leaflet,8.297,6.596,2.919,4.481
244,lower leaflet,8.337,2.282,2.636,4.419
245,lower leaflet,1.886,1.084,1.879,4.139
246,lower leaflet,8.129,4.627,2.463,4.466
247,lower leaflet,5.833,0.603,2.819,4.215
248,lower leaflet,6.762,9.035,2.581,4.301
249,lower leaflet,0.080,2.736,2.445,4.423
250,lower leaflet,1.715,9.718,2.602,4.298
251,lower leaflet,0.081,8.272,2.873,4.652
252,lower leaflet,8.082,9.227,2.805,4.225
279,lower leaflet,4.771,5.354,2.346,4.662
280,lower leaflet,5.470,4.762,2.693,4.873
281,lower leaflet,4.245,4.090,2.466,4.731
282,lower leaflet,5.890,6.030,2.524,4.246
283,lower leaflet,5.251,6.990,2.437,4.394
284,lower leaflet,2.300,5.227,2.380,4.174
285,lower leaflet,6.268,7.060,2.748,4.458
286,lower leaflet,6.056,3.075,2.436,4.670
287,lower leaflet,7.112,3.854,2.529,4.800
288,lower leaflet,6.857,3.179,2.483,4.564
289,lower leaflet,5.838,2.079,2.334,4.411
