resid,leaflet,X coords,Y coords,Z coords,Area per lipid
192,lower leaflet,4.670,4.180,3.450,0.333
193,lower leaflet,3.890,4.610,2.930,0.431
194,lower leaflet,4.900,3.550,2.860,0.471
195,lower leaflet,5.030,5.140,4.730,0.402
196,lower leaflet,5.940,4.360,3.060,0.459
197,lower leaflet,4.350,4.980,3.010,0.365
198,lower leaflet,4.260,2.800,2.520,0.551
199,lower leaflet,4.180,3.710,2.600,0.803
200,lower leaflet,4.980,5.410,2.740,0.387
201,lower leaflet,2.690,4.780,2.470,0.546
202,lower leaflet,6.050,2.830,3.380,0.423
203,lower leaflet,4.770,1.950,2.700,0.479
204,lower leaflet,6.310,4.060,3.330,0.395
205,lower leaflet,4.130,5.350,2.700,0.396
206,lower leaflet,3.200,2.520,2.290,0.610
207,lower leaflet,5.620,5.590,3.280,0.423
208,lower leaflet,6.320,3.610,2.880,0.460
209,lower leaflet,4.390,6.200,3.370,0.386
210,lower leaflet,2.970,5.230,2.530,0.638
211,lower leaflet,3.850,2.710,3.030,0.477
212,lower leaflet,1.580,4.170,2.740,0.581
213,lower leaflet,2.720,3.940,2.540,0.669
214,lower leaflet,5.290,2.690,2.710,0.482
215,lower leaflet,5.300,5.910,2.850,0.414
216,lower leaflet,5.250,6.680,3.110,0.429
217,lower leaflet,2.780,4.490,3.120,0.536
218,lower leaflet,5.360,3.590,2.970,0.470
219,lower leaflet,6.150,4.640,3.580,0.405
220,lower leaflet,5.280,2.280,3.490,0.437
221,lower leaflet,3.940,5.980,2.440,0.636
222,lower leaflet,6.870,5.250,3.050,0.499
223,lower leaflet,4.430,5.710,3.470,0.368
224,lower leaflet,4.290,1.680,2.780,0.472
225,lower leaflet,2.450,2.730,2.530,0.669
226,lower leaflet,6.410,3.070,3.100,0.464
227,lower leaflet,4.980,4.490,2.980,0.399
228,lower leaflet,3.630,5.070,3.270,0.403
229,lower leaflet,4.680,6.730,2.180,0.578
230,lower leaflet,3.990,1.760,2.310,0.492
231,lower leaflet,1.570,2.210,2.470,0.567
232,lower leaflet,0.510,4.270,2.810,0.429
233,lower leaflet,7.280,2.950,3.280,0.472
234,lower leaflet,7.240,7.860,3.470,0.441
235,lower leaflet,6.690,1.990,3.170,0.487
236,lower leaflet,2.180,1.510,2.490,0.521
237,lower leaflet,1.990,5.060,2.490,0.570
238,lower leaflet,5.760,6.760,3.050,0.475
239,lower leaflet,4.990,8.060,3.170,0.337
240,lower leaflet,7.020,2.680,2.820,0.456
241,lower leaflet,7.480,6.290,3.460,0.567
242,lower leaflet,2.430,5.770,2.690,0.580
243,lower leaflet,6.810,4.470,2.620,0.541
244,lower leaflet,2.880,6.470,2.540,0.633
245,lower leaflet,3.930,0.890,2.780,0.460
246,lower leaflet,5.750,1.760,2.980,0.484
247,lower leaflet,5.910,5.450,2.850,0.443
248,lower leaflet,3.770,6.900,2.430,0.631
249,lower leaflet,6.030,1.180,2.780,0.446
250,lower leaflet,1.030,5.500,2.420,0.583
251,lower leaflet,3.080,1.750,2.350,0.523
252,lower leaflet,8.100,3.570,2.470,0.581
253,lower leaflet,6.470,5.500,2.810,0.493
254,lower leaflet,4.950,7.090,2.740,0.510
255,lower leaflet,1.550,3.640,2.130,0.886
256,lower leaflet,6.600,0.630,3.250,0.422
257,lower leaflet,3.020,3.340,2.300,0.695
258,lower leaflet,7.450,2.250,2.510,0.470
259,lower leaflet,1.510,2.040,2.990,0.353
260,lower leaflet,5.820,7.000,2.570,0.557
261,lower leaflet,8.650,2.440,2.760,0.525
262,lower leaflet,5.770,8.800,2.790,0.523
263,lower leaflet,6.200,2.620,2.890,0.437
264,lower leaflet,2.830,1.700,2.820,0.324
265,lower leaflet,7.610,4.830,2.580,0.624
266,lower leaflet,0.620,4.670,2.480,0.590
267,lower leaflet,1.790,5.540,2.360,0.568
268,lower leaflet,7.190,8.510,2.980,0.518
269,lower leaflet,7.910,2.230,2.160,0.509
270,lower leaflet,5.650,7.880,2.550,0.517
271,lower leaflet,7.450,5.820,2.800,0.524
272,lower leaflet,2.840,7.300,2.540,0.633
273,lower leaflet,4.880,0.205,2.880,0.505
274,lower leaflet,7.570,4.000,2.710,0.570
