resid,leaflet,X coords,Y coords,Z coords,Area per lipid
192,lower leaflet,4.200,4.450,3.440,0.423
193,lower leaflet,3.370,4.590,2.580,0.487
194,lower leaflet,5.360,3.860,2.740,0.496
195,lower leaflet,5.210,5.060,4.470,0.433
196,lower leaflet,5.820,4.100,2.770,0.488
197,lower leaflet,4.530,4.800,3.180,0.340
198,lower leaflet,4.590,3.190,2.640,0.537
199,lower leaflet,3.830,3.540,2.350,0.693
200,lower leaflet,4.690,5.640,3.000,0.355
201,lower leaflet,2.470,5.320,2.600,0.685
202,lower leaflet,5.920,3.040,3.210,0.474
203,lower leaflet,4.700,1.700,2.410,0.527
204,lower leaflet,6.340,4.350,3.350,0.419
205,lower leaflet,4.020,5.560,2.760,0.406
206,lower leaflet,4.180,3.010,2.270,0.527
207,lower leaflet,5.440,5.560,3.680,0.414
208,lower leaflet,6.640,4.330,2.610,0.376
209,lower leaflet,4.130,5.810,3.240,0.370
210,lower leaflet,3.230,5.190,2.590,0.569
211,lower leaflet,3.890,2.640,2.940,0.331
212,lower leaflet,1.260,4.120,3.100,0.499
213,lower leaflet,3.030,3.630,2.160,0.576
214,lower leaflet,5.380,2.340,2.510,0.539
215,lower leaflet,5.220,6.000,2.740,0.388
216,lower leaflet,5.220,6.520,3.400,0.361
217,lower leaflet,3.050,4.560,3.010,0.480
218,lower leaflet,6.150,3.410,2.930,0.525
219,lower leaflet,6.360,5.080,3.680,0.421
220,lower leaflet,5.180,2.200,3.000,0.457
221,lower leaflet,3.690,5.980,2.570,0.620
222,lower leaflet,7.300,5.220,3.270,0.378
223,lower leaflet,4.300,5.390,3.450,0.389
224,lower leaflet,4.330,1.360,2.600,0.519
225,lower leaflet,2.250,2.380,2.440,0.515
226,lower leaflet,6.260,2.830,2.570,0.516
227,lower leaflet,5.140,5.020,2.940,0.362
228,lower leaflet,3.460,4.850,3.050,0.436
229,lower leaflet,4.550,6.580,2.640,0.634
230,lower leaflet,4.540,2.290,2.290,0.521
231,lower leaflet,1.080,3.470,2.360,0.637
232,lower leaflet,0.510,4.770,2.990,0.485
233,lower leaflet,7.070,2.900,2.870,0.455
