resid,leaflet,X coords,Y coords,Z coords,Area per lipid
192,lower leaflet,4.280,4.260,3.350,0.314
193,lower leaflet,3.650,4.200,2.560,0.484
194,lower leaflet,5.400,3.760,3.090,0.472
195,lower leaflet,5.290,4.870,4.400,0.309
196,lower leaflet,5.890,4.870,2.840,0.442
197,lower leaflet,4.300,4.320,2.680,0.412
198,lower leaflet,4.920,2.850,2.720,0.587
199,lower leaflet,4.370,3.460,2.490,0.734
200,lower leaflet,4.950,4.910,2.760,0.377
201,lower leaflet,1.960,4.880,2.420,0.615
202,lower leaflet,6.580,3.830,3.510,0.359
203,lower leaflet,5.480,1.540,3.010,0.615
204,lower leaflet,6.640,4.820,3.320,0.374
205,lower leaflet,3.940,5.630,2.640,0.533
206,lower leaflet,3.920,2.710,2.340,0.562
207,lower leaflet,5.950,5.960,3.040,0.443
208,lower leaflet,6.540,4.400,2.990,0.507
209,lower leaflet,4.570,6.080,3.170,0.486
210,lower leaflet,2.750,4.110,2.510,0.783
211,lower leaflet,3.910,2.350,3.080,0.474
212,lower leaflet,1.590,4.670,3.060,0.400
213,lower leaflet,3.120,3.740,2.520,0.535
214,lower leaflet,5.720,2.980,2.780,0.578
215,lower leaflet,5.550,6.070,2.790,0.479
216,lower leaflet,5.250,6.640,3.200,0.431
217,lower leaflet,3.240,4.360,3.090,0.404
218,lower leaflet,5.850,3.970,2.880,0.481
219,lower leaflet,6.280,5.220,3.410,0.382
220,lower leaflet,5.880,2.420,3.480,0.458
221,lower leaflet,3.620,6.220,2.440,0.707
222,lower leaflet,7.380,5.310,2.980,0.419
223,lower leaflet,4.540,5.280,2.730,0.425
224,lower leaflet,4.750,1.420,2.760,0.612
225,lower leaflet,2.550,2.440,2.420,0.543
226,lower leaflet,6.670,3.690,2.990,0.550
227,lower leaflet,5.100,4.560,3.100,0.383
228,lower leaflet,3.650,5.540,3.130,0.453
229,lower leaflet,4.970,6.630,2.710,0.454
230,lower leaflet,5.420,2.210,2.900,0.611
231,lower leaflet,1.580,3.020,2.400,0.619
232,lower leaflet,0.840,4.220,2.960,0.365
233,lower leaflet,7.520,3.050,3.130,0.415
234,lower leaflet,6.620,8.470,3.730,0.453
235,lower leaflet,6.710,2.300,3.050,0.483
236,lower leaflet,2.410,1.450,2.310,0.512
237,lower leaflet,1.600,5.300,2.490,0.598
238,lower leaflet,5.920,6.790,2.630,0.503
239,lower leaflet,4.930,8.220,3.060,0.329
240,lower leaflet,7.230,3.010,2.750,0.586
241,lower leaflet,7.930,6.160,2.890,0.374
242,lower leaflet,1.980,7.170,2.770,0.494
243,lower leaflet,7.020,5.040,2.630,0.578
244,lower leaflet,3.080,6.960,2.120,0.604
245,lower leaflet,4.100,1.910,2.470,0.588
246,lower leaflet,7.100,1.680,2.520,0.567
247,lower leaflet,6.550,5.290,2.560,0.512
248,lower leaflet,4.030,7.210,2.520,0.571
249,lower leaflet,6.520,1.090,2.910,0.583
250,lower leaflet,0.580,5.700,2.260,0.578
251,lower leaflet,3.000,2.790,2.640,0.552
252,lower leaflet,8.520,3.430,2.460,0.656
253,lower leaflet,6.350,6.630,2.510,0.524
254,lower leaflet,4.680,6.990,2.460,0.529
255,lower leaflet,1.580,3.640,2.090,0.702
256,lower leaflet,7.350,9.210,2.840,0.497
257,lower leaflet,3.440,3.330,2.330,0.525
258,lower leaflet,8.220,2.640,2.120,0.518
259,lower leaflet,1.960,1.970,2.970,0.360
260,lower leaflet,5.650,7.100,2.300,0.467
261,lower leaflet,9.260,2.760,3.020,0.465
262,lower leaflet,5.710,8.680,2.400,0.560
263,lower leaflet,6.210,2.010,2.840,0.589
264,lower leaflet,3.090,1.730,2.830,0.437
265,lower leaflet,7.740,5.630,2.460,0.432
266,lower leaflet,1.120,5.210,2.300,0.576
267,lower leaflet,3.180,5.420,2.380,0.688
268,lower leaflet,7.990,8.270,2.610,0.595
269,lower leaflet,8.900,2.580,2.600,0.573
270,lower leaflet,5.090,7.950,2.550,0.520
271,lower leaflet,7.160,6.270,2.500,0.585
272,lower leaflet,2.470,7.660,2.400,0.523
273,lower leaflet,5.940,9.228,2.740,0.605
274,lower leaflet,8.020,4.050,2.350,0.709
275,lower leaflet,1.530,6.080,2.560,0.851
276,lower leaflet,3.640,1.070,2.450,0.541
277,lower leaflet,7.880,6.900,2.250,0.507
278,lower leaflet,7.370,0.820,2.450,0.568
279,lower leaflet,4.060,7.780,2.400,0.542
280,lower leaflet,4.740,0.142,2.510,0.445
281,lower leaflet,1.070,7.130,2.590,0.473
282,lower leaflet,3.290,0.200,2.270,0.411
283,lower leaflet,7.480,3.440,2.610,0.620
284,lower leaflet,6.270,7.420,2.940,0.387
285,lower leaflet,2.240,2.330,2.810,0.371
286,lower leaflet,9.100,3.580,2.620,0.554
287,lower leaflet,4.920,8.750,2.350,0.414
288,lower leaflet,7.960,2.240,2.550,0.443
289,lower leaflet,9.110,1.520,2.670,0.460
290,lower leaflet,6.300,0.800,3.570,0.510
291,lower leaflet,1.260,4.250,2.670,0.582
292,lower leaflet,5.470,0.720,2.910,0.575
293,lower leaflet,1.580,1.450,2.380,0.544
294,lower leaflet,7.030,8.870,2.510,0.581
295,lower leaflet,0.082,3.210,2.310,0.551
296,lower leaflet,5.290,8.520,3.090,0.338
297,lower leaflet,7.590,2.060,2.100,0.530
298,lower leaflet,2.340,7.540,3.190,0.354
299,lower leaflet,1.600,7.390,2.320,0.480
300,lower leaflet,8.570,5.530,2.730,0.670
301,lower leaflet,8.360,6.810,2.380,0.482
302,lower leaflet,9.080,6.270,2.440,0.550
303,lower leaflet,7.280,7.690,2.530,0.655
304,lower leaflet,2.660,6.810,2.390,0.596
305,lower leaflet,4.440,8.840,2.600,0.419
306,lower leaflet,2.710,0.650,2.740,0.411
307,lower leaflet,4.470,0.380,2.970,0.400
308,lower leaflet,1.590,6.890,3.250,0.457
309,lower leaflet,8.000,0.150,2.310,0.598
310,lower leaflet,0.212,4.970,2.550,0.632
311,lower leaflet,9.170,5.780,2.480,0.460
312,lower leaflet,3.610,9.300,3.010,0.408
313,lower leaflet,7.870,0.760,2.380,0.562
314,lower leaflet,4.200,0.990,2.660,0.568
315,lower leaflet,6.470,8.040,2.790,0.524
316,lower leaflet,4.550,7.920,2.230,0.404
317,lower leaflet,4.660,9.290,2.940,0.366
318,lower leaflet,0.160,1.700,2.570,0.460
319,lower leaflet,0.640,4.150,2.480,0.612
320,lower leaflet,8.800,6.020,2.850,0.387
321,lower leaflet,8.820,4.650,2.910,0.731
322,lower leaflet,1.710,2.170,2.560,0.576
323,lower leaflet,0.860,1.970,2.180,0.632
324,lower leaflet,8.570,1.910,2.050,0.543
325,lower leaflet,0.440,6.480,2.880,0.508
326,lower leaflet,3.880,8.310,3.200,0.370
327,lower leaflet,2.960,8.600,3.080,0.384
328,lower leaflet,6.540,7.360,2.500,0.516
329,lower leaflet,6.830,0.240,2.870,0.588
330,lower leaflet,2.230,0.530,2.950,0.387
331,lower leaflet,8.340,8.590,2.780,0.458
332,lower leaflet,8.160,6.030,2.380,0.435
333,lower leaflet,1.660,7.890,2.380,0.572
334,lower leaflet,0.800,7.900,2.310,0.539
335,lower leaflet,8.150,1.180,2.880,0.474
336,lower leaflet,2.550,8.610,2.330,0.502
337,lower leaflet,9.248,7.010,2.150,0.485
338,lower leaflet,3.250,8.280,2.340,0.525
339,lower leaflet,8.260,7.830,2.490,0.589
340,lower leaflet,2.920,1.400,2.510,0.501
341,lower leaflet,8.700,8.690,2.350,0.621
342,lower leaflet,9.348,7.820,2.220,0.548
343,lower leaflet,3.370,8.980,2.430,0.489
344,lower leaflet,9.310,1.120,2.640,0.461
345,lower leaflet,1.370,1.110,2.720,0.382
346,lower leaflet,0.900,3.380,2.690,0.621
347,lower leaflet,1.630,0.780,2.350,0.422
348,lower leaflet,8.610,0.890,2.160,0.579
349,lower leaflet,2.420,0.350,2.430,0.386
350,lower leaflet,0.350,8.730,2.370,0.510
351,lower leaflet,0.212,7.310,2.640,0.499
352,lower leaflet,1.150,8.820,2.580,0.520
353,lower leaflet,1.180,9.220,2.900,0.383
354,lower leaflet,1.860,9.120,3.320,0.384
355,lower leaflet,1.090,9.348,2.430,0.540
356,lower leaflet,2.200,9.220,2.590,0.414
357,lower leaflet,0.690,1.040,2.220,0.597
358,lower leaflet,0.272,0.220,2.000,0.478
359,lower leaflet,8.210,7.180,3.040,0.361
360,lower leaflet,0.322,8.210,2.270,0.510
361,lower leaflet,0.130,0.200,2.910,0.458
22,upper leaflet,4.600,3.940,6.740,0.587
23,upper leaflet,3.820,4.530,6.410,0.496
24,upper leaflet,3.230,4.840,6.380,0.461
25,upper leaflet,2.820,3.210,6.500,0.474
26,upper leaflet,5.610,4.500,6.370,0.676
27,upper leaflet,3.470,3.710,6.340,0.495
28,upper leaflet,3.360,6.600,6.180,0.439
29,upper leaflet,6.160,4.250,6.560,0.603
30,upper leaflet,7.190,5.590,6.640,0.607
31,upper leaflet,3.010,4.490,5.990,0.364
32,upper leaflet,3.920,3.060,6.040,0.480
33,upper leaflet,3.340,1.870,6.000,0.473
34,upper leaflet,3.350,4.200,5.880,0.368
35,upper leaflet,3.530,5.460,6.510,0.492
36,upper leaflet,4.770,5.670,6.910,0.592
37,upper leaflet,5.700,3.140,6.600,0.653
38,upper leaflet,6.410,5.040,6.420,0.584
39,upper leaflet,3.760,2.790,6.470,0.556
40,upper leaflet,2.590,4.940,6.740,0.391
41,upper leaflet,3.100,3.920,6.640,0.464
42,upper leaflet,4.170,6.340,6.420,0.584
43,upper leaflet,3.140,6.260,5.870,0.348
44,upper leaflet,2.600,7.570,5.860,0.326
45,upper leaflet,7.770,4.980,6.580,0.603
46,upper leaflet,5.930,5.320,6.400,0.663
47,upper leaflet,6.400,3.880,6.880,0.614
48,upper leaflet,4.500,2.340,6.560,0.629
49,upper leaflet,2.950,2.960,5.980,0.425
50,upper leaflet,4.920,3.410,6.490,0.641
51,upper leaflet,3.540,0.840,6.520,0.541
52,upper leaflet,3.550,5.960,5.570,0.351
53,upper leaflet,2.400,2.420,6.490,0.481
54,upper leaflet,5.600,6.760,6.730,0.660
55,upper leaflet,6.660,3.070,6.540,0.604
56,upper leaflet,8.640,7.240,6.660,0.544
57,upper leaflet,3.680,1.830,6.450,0.560
58,upper leaflet,2.260,4.170,6.370,0.478
59,upper leaflet,3.540,7.460,6.290,0.450
60,upper leaflet,5.740,6.280,6.560,0.630
61,upper leaflet,2.380,5.060,5.960,0.390
62,upper leaflet,2.140,3.650,5.990,0.377
63,upper leaflet,7.520,5.260,6.080,0.452
64,upper leaflet,5.850,7.500,6.570,0.672
65,upper leaflet,4.900,1.320,6.640,0.627
66,upper leaflet,7.430,3.010,5.910,0.419
67,upper leaflet,7.430,7.960,6.690,0.608
68,upper leaflet,2.700,7.900,6.300,0.425
69,upper leaflet,2.970,1.440,6.630,0.514
70,upper leaflet,5.290,5.830,6.800,0.644
71,upper leaflet,5.880,2.410,7.130,0.684
72,upper leaflet,6.920,4.490,5.310,0.583
73,upper leaflet,4.420,1.140,6.630,0.591
74,upper leaflet,4.930,0.360,6.630,0.520
75,upper leaflet,4.530,2.040,6.170,0.519
76,upper leaflet,1.630,2.760,6.550,0.498
77,upper leaflet,2.750,5.840,6.260,0.461
78,upper leaflet,6.440,6.840,6.580,0.658
79,upper leaflet,6.960,2.820,6.070,0.423
80,upper leaflet,8.480,5.020,6.460,0.558
81,upper leaflet,1.280,4.320,6.660,0.556
82,upper leaflet,1.760,3.870,5.840,0.379
83,upper leaflet,3.850,0.570,5.930,0.423
84,upper leaflet,4.150,6.840,6.420,0.589
85,upper leaflet,3.810,7.130,5.950,0.358
86,upper leaflet,7.380,6.500,6.610,0.648
87,upper leaflet,7.050,6.170,5.810,0.403
88,upper leaflet,8.110,3.400,6.420,0.568
89,upper leaflet,8.620,4.120,6.450,0.583
90,upper leaflet,2.160,5.680,6.410,0.431
91,upper leaflet,1.570,3.520,6.370,0.486
92,upper leaflet,5.880,2.750,6.280,0.423
93,upper leaflet,2.040,1.120,6.610,0.556
94,upper leaflet,5.630,0.690,6.840,0.502
95,upper leaflet,3.830,8.250,6.620,0.516
96,upper leaflet,7.460,3.670,6.600,0.594
97,upper leaflet,1.320,1.880,6.400,0.449
98,upper leaflet,8.250,7.460,6.410,0.578
99,upper leaflet,7.050,8.400,6.020,0.469
100,upper leaflet,3.120,0.620,6.720,0.561
101,upper leaflet,6.960,7.540,6.840,0.643
102,upper leaflet,8.110,2.870,6.330,0.536
103,upper leaflet,8.480,5.850,6.600,0.518
104,upper leaflet,4.800,8.080,5.960,0.468
105,upper leaflet,2.640,6.560,6.520,0.419
106,upper leaflet,0.920,2.390,6.480,0.466
107,upper leaflet,0.840,5.260,6.840,0.490
108,upper leaflet,7.440,2.890,6.410,0.334
109,upper leaflet,7.100,9.070,6.770,0.558
110,upper leaflet,2.070,6.620,6.150,0.354
111,upper leaflet,9.020,5.570,6.310,0.491
112,upper leaflet,1.050,3.620,6.150,0.398
113,upper leaflet,4.420,7.520,6.640,0.609
114,upper leaflet,5.060,8.920,6.670,0.556
115,upper leaflet,6.550,6.330,6.460,0.637
116,upper leaflet,9.040,3.500,6.080,0.457
117,upper leaflet,8.420,0.120,6.450,0.596
118,upper leaflet,6.180,8.230,6.320,0.610
119,upper leaflet,8.860,6.370,6.370,0.467
120,upper leaflet,8.370,2.670,5.920,0.435
121,upper leaflet,5.900,1.110,6.640,0.627
122,upper leaflet,3.050,8.410,6.370,0.459
123,upper leaflet,8.790,4.540,6.210,0.470
124,upper leaflet,1.990,2.110,5.990,0.403
125,upper leaflet,6.400,1.810,6.740,0.650
126,upper leaflet,2.530,7.120,6.630,0.445
127,upper leaflet,0.890,3.020,5.830,0.387
128,upper leaflet,2.760,1.080,6.370,0.412
129,upper leaflet,6.720,1.000,6.390,0.520
130,upper leaflet,3.720,7.990,5.960,0.373
131,upper leaflet,2.320,0.100,6.910,0.599
132,upper leaflet,1.800,2.070,6.470,0.452
133,upper leaflet,8.790,2.160,6.450,0.526
134,upper leaflet,8.110,8.480,6.850,0.597
135,upper leaflet,5.510,8.620,6.640,0.452
136,upper leaflet,8.550,5.940,6.130,0.376
137,upper leaflet,7.480,2.050,6.230,0.459
138,upper leaflet,0.022,4.920,6.650,0.537
139,upper leaflet,6.490,8.910,6.580,0.494
140,upper leaflet,4.620,8.620,6.660,0.551
141,upper leaflet,0.630,4.580,6.020,0.451
142,upper leaflet,0.710,5.700,6.440,0.481
143,upper leaflet,1.840,7.570,6.360,0.445
144,upper leaflet,9.040,3.110,6.470,0.551
145,upper leaflet,8.020,1.910,6.200,0.456
146,upper leaflet,7.280,0.080,6.460,0.576
147,upper leaflet,1.820,5.850,5.790,0.384
148,upper leaflet,8.850,8.180,6.710,0.540
149,upper leaflet,5.670,8.730,6.130,0.449
150,upper leaflet,0.560,3.560,6.490,0.547
151,upper leaflet,9.240,7.760,6.510,0.527
152,upper leaflet,0.820,3.070,6.330,0.409
153,upper leaflet,1.400,5.960,6.480,0.461
154,upper leaflet,4.200,0.100,6.580,0.545
155,upper leaflet,5.680,0.140,6.810,0.554
156,upper leaflet,7.070,1.290,6.730,0.459
157,upper leaflet,0.460,2.180,5.990,0.431
158,upper leaflet,1.200,9.208,6.700,0.612
159,upper leaflet,7.220,0.810,6.520,0.582
160,upper leaflet,8.500,7.840,5.990,0.379
161,upper leaflet,0.960,1.320,5.760,0.499
162,upper leaflet,6.290,9.348,6.630,0.554
163,upper leaflet,1.870,8.240,5.910,0.321
164,upper leaflet,3.140,8.850,6.060,0.346
165,upper leaflet,8.220,0.760,6.460,0.577
166,upper leaflet,1.590,6.800,6.200,0.418
167,upper leaflet,3.310,9.140,6.910,0.501
168,upper leaflet,1.570,7.260,5.980,0.336
169,upper leaflet,0.270,1.880,6.360,0.482
170,upper leaflet,8.900,1.420,6.510,0.522
171,upper leaflet,9.070,6.010,5.980,0.384
172,upper leaflet,7.790,1.670,6.590,0.556
173,upper leaflet,0.680,6.710,6.410,0.485
174,upper leaflet,8.830,8.770,6.170,0.676
175,upper leaflet,8.570,0.350,6.030,0.540
176,upper leaflet,0.970,5.510,6.050,0.410
177,upper leaflet,9.320,1.310,5.990,0.495
178,upper leaflet,2.550,8.760,6.590,0.482
179,upper leaflet,1.280,0.580,6.500,0.536
180,upper leaflet,2.060,0.850,7.050,0.553
181,upper leaflet,0.440,0.300,5.790,0.594
182,upper leaflet,2.120,7.980,6.480,0.451
183,upper leaflet,9.188,6.770,6.330,0.447
184,upper leaflet,0.580,0.580,6.500,0.531
185,upper leaflet,1.180,6.990,5.940,0.344
186,upper leaflet,0.370,8.480,6.470,0.685
187,upper leaflet,0.720,7.010,6.860,0.473
188,upper leaflet,1.670,8.560,6.380,0.538
189,upper leaflet,9.270,6.970,5.860,0.355
190,upper leaflet,0.342,1.010,6.410,0.502
191,upper leaflet,0.980,7.930,6.710,0.595
