-0.0600	-0.1628	0.4945	-0.0087	-0.2058	-0.5036	-0.2967	0.2545	0.9674	0.0088	0.0945	0.4755	-0.3290	-0.2055	-0.8554	-0.0286	1.4233	-0.2273	-0.4666	-0.2565	-0.0781	0.4513	-0.2198	-0.5089	0.0426
0.3157	0.2260	0.4092	-0.0623	-0.0873	-0.3715	-0.3327	0.2877	0.4385	-0.2494	0.2590	0.2025	-0.8848	-0.3804	0.1501	0.2454	0.5394	-0.1746	-1.4673	-0.0658	0.1346	1.0013	-0.0755	-0.0034	0.3655
0.2233	-0.0679	0.4880	0.4010	-0.3489	-0.3500	0.7983	0.1032	0.4283	-0.2870	0.9610	0.0403	-0.4886	-0.5811	0.2903	0.7008	0.3150	-0.3452	-0.9637	-0.1068	0.0035	0.0045	0.0673	-0.0091	-0.0613
0.1539	0.2512	0.0868	-0.5560	0.1270	-0.1737	-0.0426	0.4618	0.4530	-0.5405	0.0355	0.1911	-0.2931	-0.3275	0.3751	0.6406	0.1541	-0.5349	-1.1237	0.1031	-0.1848	-0.1339	0.1514	0.0939	-1.0237
0.4908	-0.0142	0.7342	0.7749	-0.0479	-0.2521	-0.2949	0.2987	0.7515	0.0486	0.5228	-0.0293	-0.5252	-0.2116	-0.4487	0.6882	0.0130	-0.3615	-3.1771	-0.0748	0.1534	0.3574	-0.0697	-0.0371	-1.8211
0.3085	0.7916	0.1031	0.3050	0.0207	0.3509	0.4519	0.4983	0.3211	0.0073	-0.1578	-0.0936	-0.4301	-0.3408	0.0134	0.2261	-0.2195	-0.4550	-1.4623	-0.0468	-0.0749	-0.0673	-0.1953	-0.0809	-1.0339
0.2666	-0.3551	-0.0323	0.2978	-0.0826	-0.4325	0.4691	0.4398	0.1716	-0.4828	-0.1036	0.3070	-0.7600	-0.4640	0.1975	0.1190	-0.1006	-0.1116	-0.7229	0.0804	-0.0836	0.4521	0.1731	0.0833	-0.1406
0.1879	-0.1328	0.4442	0.0527	0.9467	-0.5446	0.2700	-0.1445	-0.2721	-0.1199	0.2748	0.0803	-0.6533	-0.3671	-0.1163	0.4294	-0.1153	-0.4180	-0.6155	-0.5515	0.1138	-0.3692	-0.0095	0.0889	0.6345
0.0256	-0.4211	0.3246	0.2362	-0.0750	0.1695	0.1181	-0.4609	-0.2859	0.3469	0.1228	0.3942	-0.3199	-0.6637	0.0454	0.0186	1.5135	-0.1977	-0.8372	-0.0229	-0.1705	0.2176	-0.0608	0.0646	0.3661
0.5161	0.0445	0.0502	0.2370	0.0152	-0.0755	0.5588	0.2559	-0.1307	-0.6770	-0.2134	1.1845	-0.2634	-0.6687	-0.1823	-0.1408	2.2038	-0.2677	-0.6849	-0.0382	0.1043	-0.0631	0.8467	0.1404	0.0534
