-0.1059	0.6676	0.3190	-0.0772	-0.0410	-0.1336	0.7978	0.3520	-0.1180	-0.4159	-0.3171	0.4278	-0.0490	-0.8019	-0.0387	0.3305	-0.3601	-0.3793	0.0278	-0.0601	0.3422	-0.9562	0.1811	0.3362	0.1570
0.6125	-0.1614	-0.0888	0.4843	0.0255	-0.1021	1.4502	0.2565	0.0728	-0.0882	-0.2010	0.0346	-0.2705	-0.5720	-0.1761	0.5396	0.0733	-0.3538	-0.3697	-0.1895	-0.3497	-0.4115	0.1946	0.1983	0.2193
0.0205	-0.0257	0.1341	0.5251	-0.2255	0.1113	1.1473	-0.0400	0.3802	-0.4419	-0.1940	-0.0594	-0.5202	-0.6810	0.2527	0.4924	-0.0210	-0.5964	-0.6430	0.3850	-0.0593	-0.4607	0.1390	0.4560	-0.6820
0.2315	0.8429	0.9990	1.0999	-0.3483	0.3876	0.2588	0.1202	0.4090	-0.3488	-0.0315	0.2875	-0.5919	-0.6742	0.1589	0.3328	0.4803	-0.4739	-0.7319	0.0931	0.1922	-0.3656	0.1652	0.3027	-0.3363
0.0628	-0.0540	0.7460	0.6311	0.2704	0.2591	1.2083	-0.0567	0.3863	0.1788	0.3656	-0.0555	-0.7127	-0.2061	-0.3908	0.4870	-0.0732	-0.3739	-1.5523	-0.1227	0.1999	-0.0531	-0.0189	-0.0812	-0.9382
0.6102	-0.0423	0.1842	0.0593	0.1271	-0.1254	1.8620	-0.0910	0.9661	0.0142	-0.2823	0.1184	-0.4332	-0.3870	0.0881	0.1331	-0.5643	-0.4519	-0.3860	0.4249	0.2800	-0.3381	0.0243	0.2679	-0.1583
-0.5107	0.0893	0.3119	0.6595	-0.1299	-0.0924	0.7393	0.1498	0.9243	-0.1486	0.1775	0.1200	-1.1404	-0.3110	0.2296	0.5730	0.2309	-0.1549	-0.4223	0.2624	-0.2744	-0.0731	0.2948	0.2309	0.0127
0.1974	-0.1740	0.3227	0.3954	0.3318	0.1561	0.4996	-0.1226	-0.1570	-0.0127	0.4093	0.0503	-1.1455	-0.3659	-0.0988	0.0873	-0.1747	-0.2201	-0.7935	-0.1182	-0.2563	0.1913	0.1117	-0.0726	-0.4111
0.1851	0.0258	-0.0116	0.4049	-0.0834	0.1327	0.4649	-0.6245	-0.1997	0.8030	0.3712	0.2903	-0.5518	-0.3171	0.0472	0.0938	0.0610	-0.1629	-0.5446	-0.2431	-0.4227	-0.0342	0.1312	-0.0280	-0.3966
0.4527	-0.2293	0.4105	-0.0483	0.4116	-0.3009	0.6030	0.0036	1.8879	-0.0807	0.2450	0.3992	-0.6020	-0.2191	0.2808	0.0801	0.1956	-0.3556	-1.2986	-0.1969	-0.5798	-0.5211	0.3380	0.0689	-0.0953
0.0952	0.6231	0.2365	0.0522	0.7408	0.0592	1.4705	0.4356	1.0215	0.1115	0.5275	0.1758	-0.2476	-0.2352	-0.6456	-0.0712	-0.6216	-0.1757	-0.6723	-0.6627	-0.8808	0.1351	0.1081	0.0466	-0.2230
0.0033	0.6160	-0.0172	-0.0507	0.2266	-0.0685	0.3574	0.4023	1.5485	0.3387	0.0509	-0.0527	-0.5124	-0.1095	-0.2019	0.1832	-0.3105	-0.3852	-2.1598	-0.1678	-0.4556	0.2273	0.1661	-0.0144	-0.7534
-0.3840	0.3184	0.8784	0.0708	0.3947	-0.0278	1.2075	0.0296	0.4819	-0.0245	0.7566	0.0681	-1.0197	-0.2615	-0.0420	-0.1931	-1.0074	-0.0055	-0.3535	-0.8235	-0.0203	0.2176	0.1674	-0.1350	-0.3213
0.1007	0.3208	0.9766	0.4455	0.0923	-0.1073	0.4604	0.2931	0.9478	-0.0091	-0.0300	-0.2397	-0.7446	-0.1649	0.1949	0.1402	0.0170	0.0062	-1.2024	-0.3357	0.1988	0.3229	0.1709	-0.5544	-0.1551
-0.0462	0.3186	0.7430	0.0393	-0.0873	-0.1264	0.7869	0.1668	0.3339	1.0485	0.0758	0.1189	-0.5503	-0.0037	0.2782	-0.0758	-0.5954	0.1480	-0.2206	-0.6159	-0.0217	0.0537	0.2898	-0.3413	-0.0836
0.0429	0.1459	0.6446	0.0785	0.1062	-0.1978	1.6311	0.0711	0.3238	0.2981	-0.0964	-0.1130	-0.7645	-0.1916	0.4477	0.1725	-0.9750	-0.2777	-0.6200	0.0647	-0.4294	0.1155	0.2566	-0.9420	0.0530
0.2014	0.4725	0.6065	-0.0421	-0.1183	0.1070	0.1361	-0.0342	2.1796	0.0690	0.4291	-0.1503	-0.7772	-0.0211	0.7903	0.0572	-1.1601	-0.3320	-0.5881	-0.1140	-0.6172	0.1944	0.1914	-0.6910	-0.3093
-0.6903	0.2849	1.2594	0.7882	-0.2411	-0.0743	1.5104	0.1122	0.3087	0.0848	0.2186	-0.0465	-0.3639	-0.4061	-0.1645	-0.0497	-1.1656	-0.2862	-0.6467	-0.4547	-0.4912	-0.0347	0.0028	-0.3649	-0.2148
-0.0765	1.5637	0.4798	-0.2247	0.2808	0.0417	0.4731	0.0924	1.6092	0.1117	-0.2293	-0.0035	-0.5613	-0.0765	-0.0781	-0.0675	-0.3940	-0.0884	-1.3226	-0.7867	0.6244	0.2308	0.0596	-0.3378	-0.1783
0.0538	0.4985	0.1594	0.0287	0.1310	0.0701	0.5179	0.0069	0.3223	0.0294	-0.1007	-0.2648	-0.8202	-0.0017	0.3569	0.5644	-0.3494	-0.1304	-0.6328	-0.0174	0.0072	0.3425	0.2046	-0.5901	-0.1013
-0.0761	0.4842	0.0884	0.0872	0.2978	0.0336	0.3786	0.0093	-0.2692	-0.0807	0.1377	-0.2515	-2.4377	-0.1464	0.4362	0.2643	-1.1388	-0.0339	-0.0289	-0.3857	-0.5534	0.3448	0.2179	-0.6243	-0.0295
0.0623	1.2248	0.1096	-0.1269	0.0577	0.3708	0.2957	0.0523	0.0434	-0.0434	-0.1942	-0.2851	-0.7339	-0.1077	-0.1482	-0.3191	-0.4358	-0.1615	0.2203	-0.1239	-0.1567	0.0163	0.0891	-0.2385	-0.2427
-0.1433	1.0844	0.7303	0.1007	0.5844	-0.0394	0.2406	-0.0648	0.5052	0.1004	0.0216	-0.2446	-1.2241	0.1314	0.3995	-0.2237	-0.4315	-0.0311	-0.2027	-0.4974	0.0230	0.3326	0.1869	-0.1520	-0.4019
-0.1845	0.5240	0.6138	0.2876	0.3790	-0.0685	1.0307	0.0398	-0.0348	0.0901	0.7099	-0.0617	-0.3202	-0.2398	0.0249	-0.0969	0.2795	-0.2725	-0.4517	-0.4415	-0.3405	0.2753	0.0992	-0.1921	-0.1320
-0.2390	0.3516	1.8017	1.0571	-0.2327	0.0103	1.2163	0.1227	0.4617	-0.0106	0.1053	-0.0996	-0.7084	-0.0209	-0.3538	-0.2946	-0.4378	-0.0326	-0.3022	-0.1291	-0.2738	0.1797	-0.0406	-0.0206	0.1784
0.5713	0.0138	0.0148	0.0039	0.4980	0.1546	1.2868	0.1844	0.6505	0.0438	0.4008	-0.1312	-0.4911	-0.0415	0.5433	-0.1430	-0.1776	-0.0817	-0.4978	0.0733	-0.1671	1.2195	0.2437	-0.6522	0.1502
0.5458	-0.0368	0.3437	0.2123	0.8504	-0.0818	1.3931	-0.0867	0.4345	0.2265	0.8141	0.0338	-0.8764	-0.0479	0.4471	0.2597	-0.5007	-0.1421	-0.9321	-0.1832	0.1348	0.1896	-0.0768	-0.2433	0.0060
0.2689	0.3496	-0.1043	-0.0083	0.5799	-0.1156	0.0518	0.2699	0.4744	0.0512	0.2693	0.0262	-0.4128	-0.1005	0.2359	-0.5243	-0.2177	-0.1124	-0.3018	-0.3262	-0.0873	-0.1508	-0.0075	-0.0384	0.0026
0.2248	0.1973	0.5480	-0.1511	0.7336	-0.0859	-0.2642	0.0152	3.4535	-0.1135	0.0034	-0.2280	-0.9554	0.0142	0.7240	0.0287	-0.0151	-0.0694	-0.2643	-0.0894	0.0623	0.2066	0.1034	0.1460	-0.1873
0.1495	0.3626	0.4111	0.4492	0.7572	-0.1086	0.0231	0.0924	0.6356	0.0589	0.2161	-0.2973	-0.3574	0.2687	0.1668	-0.3672	-0.0294	0.0736	-0.4261	-0.5969	-0.0293	0.0477	0.1164	-0.3851	-0.1943
0.8787	0.8239	0.6992	-0.2763	0.5831	0.5044	0.1010	-0.0414	2.0390	-0.1178	0.2368	-0.0650	-0.4047	0.1767	0.2299	-0.9223	-0.9822	-0.2281	0.6081	-0.5135	-0.0342	0.0321	0.0787	-0.4725	-0.0537
0.0851	0.3381	0.0289	0.1245	0.4093	0.7983	-0.1704	-0.2549	0.3401	0.1955	0.0874	-0.1384	-0.9089	0.4468	0.0048	-1.6599	0.0375	-0.0729	0.2998	-0.6222	-0.0770	0.0036	0.1669	-0.5979	0.0721
0.7909	0.1653	0.7426	-0.0962	0.3422	0.0032	-0.3093	-0.0385	1.1483	0.0722	0.2822	-0.0363	-0.5741	-0.2662	0.1313	-0.2403	-1.2946	-0.2291	-0.0178	0.0190	0.0448	-0.0365	-0.0969	-0.0066	0.0541
-0.3410	0.4309	1.1163	-0.6758	0.3175	-0.0715	0.5619	0.2325	0.6052	-0.3554	0.4090	-0.0760	-0.3088	0.3358	-0.2236	-0.0302	-0.5469	-0.1258	-0.5178	-0.3915	-0.0257	0.0426	0.0251	-0.4602	-0.0312
-0.3022	0.2308	0.5379	0.2765	-0.1658	-0.2062	0.5208	0.1316	1.1514	0.0541	0.2856	-0.2476	-0.8926	-0.0554	0.7670	0.3859	-0.4356	-0.0076	-0.6401	-0.4077	-0.2221	0.3035	0.2501	-0.1419	-0.1642
0.5221	-0.1712	0.3848	0.2050	-0.9537	-0.1578	0.8565	0.4093	0.7770	-0.0647	0.7169	-0.0195	-0.2203	0.3273	-0.0721	-0.1369	-2.2697	-0.1592	-0.5663	-0.2876	-0.1730	0.1479	0.1769	0.0480	0.1099
0.2121	0.1132	1.0202	0.5445	-0.4344	-0.2606	0.3618	0.3554	0.2927	-0.1027	0.1289	-0.1031	-0.2516	-0.1722	0.4568	-0.0033	-0.8398	-0.3400	-0.0696	0.2842	-0.1752	0.3612	0.2556	0.2081	-0.1510
0.1716	0.4433	0.7984	0.1227	0.0268	-0.0007	0.3685	0.2566	0.8710	0.5192	-0.3221	-0.4906	-0.2223	0.1751	0.2865	0.0520	-0.8730	-0.5823	0.1680	-0.4232	-0.4074	0.2325	0.0583	-0.3942	-0.0608
-0.1630	-0.1969	0.9699	0.2548	0.0587	0.0108	0.0941	0.3727	0.3619	0.5001	0.6004	0.1484	-0.3378	0.2444	0.0441	-0.2341	-0.5311	0.1571	-0.0778	-0.3480	-1.0802	-0.2329	0.2520	0.1461	-0.1794
0.0397	0.1603	2.4820	0.2272	0.0204	0.2156	0.2859	0.3263	0.5080	0.4115	0.2947	0.1446	-0.2812	0.2608	0.1558	-0.1707	-0.3123	0.2715	-0.2075	-0.4006	-0.3930	-0.0910	0.4072	-0.1054	-0.4860
-0.0004	0.1155	1.0192	0.3196	0.2031	0.4090	0.4490	0.0911	0.3068	0.1476	0.2398	0.3069	-1.7425	0.0416	-0.0612	-0.2167	-0.4322	0.1806	-0.0779	-0.3057	-0.9108	-0.3076	0.5387	0.2020	0.2187
