resid,leaflet,X coords,Y coords,Z coords,Thickness
39,lower leaflet,5.987,4.837,2.734,4.424
40,lower leaflet,6.885,5.326,2.386,4.706
41,lower leaflet,2.769,5.338,2.086,4.552
42,lower leaflet,3.041,6.063,2.296,4.509
43,lower leaflet,6.098,3.650,2.773,4.479
44,lower leaflet,2.007,3.386,2.580,4.341
45,lower leaflet,4.874,2.742,2.768,4.649
46,lower leaflet,5.436,7.796,2.350,4.301
47,lower leaflet,2.816,2.976,1.954,4.397
48,lower leaflet,0.624,4.657,2.148,4.368
49,lower leaflet,1.723,6.985,2.863,4.290
50,lower leaflet,6.411,2.699,2.756,4.384
51,lower leaflet,6.759,2.243,2.456,4.267
52,lower leaflet,7.899,6.311,2.468,4.746
53,lower leaflet,1.651,1.876,2.457,4.159
54,lower leaflet,3.776,8.364,2.476,4.335
55,lower leaflet,6.935,7.326,2.860,4.503
56,lower leaflet,2.777,8.850,2.794,4.204
57,lower leaflet,0.060,4.394,2.369,4.423
58,lower leaflet,4.463,0.884,2.820,4.006
59,lower leaflet,4.119,0.628,2.482,4.303
60,lower leaflet,7.072,7.904,2.891,4.541
61,lower leaflet,2.190,8.912,2.574,4.472
62,lower leaflet,9.138,6.253,2.592,4.459
63,lower leaflet,9.560,3.285,2.382,4.720
64,lower leaflet,4.891,0.445,2.492,4.328
65,lower leaflet,3.525,9.306,2.801,4.324
66,lower leaflet,8.104,8.515,2.730,4.216
67,lower leaflet,9.366,7.002,2.553,4.334
68,lower leaflet,7.534,8.150,2.826,4.630
69,lower leaflet,0.634,7.882,3.021,4.587
70,lower leaflet,8.974,2.391,2.528,4.496
71,lower leaflet,0.247,1.380,2.479,4.478
72,lower leaflet,8.967,8.472,2.728,4.230
73,lower leaflet,9.051,7.828,2.694,4.421
74,lower leaflet,8.973,0.732,2.786,4.285
75,lower leaflet,8.624,0.075,2.786,4.540
76,lower leaflet,9.654,0.262,3.007,4.266
147,lower leaflet,4.373,4.867,2.491,4.622
148,lower leaflet,3.316,4.810,2.375,4.711
149,lower leaflet,5.591,5.834,2.737,4.715
150,lower leaflet,3.699,5.667,2.530,4.644
151,lower leaflet,2.778,4.681,2.061,4.690
152,lower leaflet,5.286,4.121,2.829,4.543
153,lower leaflet,4.752,6.130,2.564,4.535
154,lower leaflet,4.107,6.144,2.447,4.452
155,lower leaflet,4.971,3.401,2.695,4.598
156,lower leaflet,4.177,7.474,2.641,4.238
157,lower leaflet,4.716,6.770,2.329,4.320
158,lower leaflet,3.739,6.934,2.001,4.402
159,lower leaflet,6.649,6.760,2.285,4.302
160,lower leaflet,2.984,3.843,2.138,4.610
161,lower leaflet,1.608,4.210,2.443,4.294
162,lower leaflet,4.146,3.738,2.803,4.610
163,lower leaflet,1.774,5.764,2.486,4.291
164,lower leaflet,7.112,5.914,2.245,4.716
165,lower leaflet,5.886,7.586,2.707,4.196
166,lower leaflet,3.488,2.811,2.021,4.140
167,lower leaflet,2.607,7.807,2.633,4.579
168,lower leaflet,1.239,4.886,2.465,4.359
169,lower leaflet,4.394,2.658,2.688,4.607
170,lower leaflet,7.310,6.484,2.200,4.621
171,lower leaflet,1.799,6.422,2.741,4.175
