resid,leaflet,X coords,Y coords,Z coords,Thickness
39,lower leaflet,6.079,4.529,2.939,4.605
40,lower leaflet,6.559,5.176,2.696,4.394
41,lower leaflet,3.187,5.450,2.457,4.655
42,lower leaflet,3.318,6.034,2.769,4.480
43,lower leaflet,6.164,3.644,2.719,4.793
44,lower leaflet,2.070,3.634,2.392,4.329
45,lower leaflet,4.933,2.700,2.539,4.701
46,lower leaflet,5.479,7.718,2.740,4.504
47,lower leaflet,2.885,3.360,1.872,4.582
48,lower leaflet,1.188,4.485,2.160,4.193
49,lower leaflet,1.752,6.668,2.557,4.138
50,lower leaflet,6.444,2.612,2.719,4.759
51,lower leaflet,6.714,2.169,2.358,4.527
52,lower leaflet,7.848,6.337,2.516,4.630
53,lower leaflet,1.536,1.785,1.905,4.156
54,lower leaflet,3.914,7.882,2.684,4.178
55,lower leaflet,7.045,7.173,2.900,4.733
56,lower leaflet,3.285,8.670,2.780,4.301
57,lower leaflet,0.146,4.328,2.400,4.134
58,lower leaflet,4.375,0.772,2.898,4.321
59,lower leaflet,3.926,0.873,2.650,4.590
60,lower leaflet,7.139,7.700,2.877,4.859
61,lower leaflet,2.591,8.650,2.519,4.266
62,lower leaflet,9.166,5.703,2.128,4.258
63,lower leaflet,9.673,3.310,2.311,4.517
64,lower leaflet,4.643,0.236,2.785,4.250
65,lower leaflet,3.473,9.504,2.678,4.368
66,lower leaflet,8.178,8.318,2.924,4.472
67,lower leaflet,9.696,6.954,2.191,4.442
68,lower leaflet,7.676,7.986,2.863,4.670
69,lower leaflet,0.574,7.793,2.543,4.434
70,lower leaflet,8.624,2.275,2.399,4.249
71,lower leaflet,0.146,1.182,2.436,4.327
72,lower leaflet,8.904,8.294,2.901,4.530
73,lower leaflet,9.466,7.829,2.584,4.499
74,lower leaflet,8.975,0.661,2.870,4.317
75,lower leaflet,8.678,9.747,2.633,4.572
76,lower leaflet,9.679,0.212,2.755,4.190
147,lower leaflet,4.311,5.137,2.406,4.503
148,lower leaflet,3.850,4.762,2.415,4.498
149,lower leaflet,5.716,5.551,2.835,4.296
150,lower leaflet,3.829,5.614,3.052,4.439
151,lower leaflet,3.232,4.484,2.537,4.553
152,lower leaflet,5.198,4.151,3.067,4.828
153,lower leaflet,4.864,6.048,2.765,4.453
154,lower leaflet,3.869,6.097,2.612,4.457
155,lower leaflet,4.958,3.546,2.574,4.461
156,lower leaflet,4.013,7.108,3.083,4.148
157,lower leaflet,4.614,6.966,2.742,4.355
158,lower leaflet,3.460,6.881,2.821,4.395
159,lower leaflet,6.843,6.651,2.497,4.517
160,lower leaflet,3.016,3.986,2.195,4.600
161,lower leaflet,2.052,4.349,2.586,4.439
162,lower leaflet,4.099,3.219,2.571,4.432
163,lower leaflet,1.834,5.638,2.539,4.199
164,lower leaflet,7.004,5.713,2.473,4.514
165,lower leaflet,6.145,7.440,2.868,4.458
166,lower leaflet,3.283,2.499,2.083,4.394
167,lower leaflet,2.944,7.516,2.722,4.443
168,lower leaflet,1.365,4.800,2.611,4.279
169,lower leaflet,4.519,2.333,2.512,4.543
170,lower leaflet,7.309,6.309,2.334,4.568
171,lower leaflet,1.979,6.207,2.802,4.206
172,lower leaflet,3.693,2.281,2.434,4.523
173,lower leaflet,7.558,3.501,2.382,4.840
174,lower leaflet,6.917,4.333,2.949,4.683
175,lower leaflet,2.574,1.965,1.916,4.152
176,lower leaflet,4.955,7.884,2.879,4.154
177,lower leaflet,5.330,8.547,2.972,4.244
178,lower leaflet,1.843,2.612,2.093,4.408
179,lower leaflet,5.537,1.747,2.398,4.461
180,lower leaflet,3.593,1.594,2.522,4.421
181,lower leaflet,8.162,3.128,2.529,4.587
182,lower leaflet,7.378,2.676,2.277,4.788
