resid,leaflet,X coords,Y coords,Z coords,Thickness
39,lower leaflet,5.972,4.683,2.819,4.540
40,lower leaflet,6.683,5.127,2.480,4.444
41,lower leaflet,2.890,5.387,2.330,4.740
42,lower leaflet,3.132,5.847,2.596,4.570
43,lower leaflet,6.424,3.571,2.863,4.528
44,lower leaflet,2.448,3.477,2.252,4.349
45,lower leaflet,5.185,2.612,2.423,4.675
46,lower leaflet,5.350,7.665,2.697,4.247
47,lower leaflet,2.886,2.528,1.869,4.041
48,lower leaflet,0.698,4.582,2.045,4.318
49,lower leaflet,1.619,6.752,3.014,4.364
50,lower leaflet,6.444,2.554,2.747,4.324
51,lower leaflet,6.608,2.111,2.463,4.336
52,lower leaflet,7.780,6.379,2.492,4.474
53,lower leaflet,1.580,1.678,2.247,4.161
54,lower leaflet,3.977,7.842,2.857,4.079
55,lower leaflet,7.038,7.215,2.813,4.674
56,lower leaflet,2.936,8.697,2.724,4.023
57,lower leaflet,0.056,4.534,2.514,4.383
58,lower leaflet,4.405,0.872,2.911,3.964
59,lower leaflet,4.002,0.839,2.639,4.220
60,lower leaflet,7.127,7.783,2.851,4.824
61,lower leaflet,2.272,8.510,2.783,4.208
62,lower leaflet,9.156,5.985,2.455,4.134
63,lower leaflet,9.585,3.355,2.200,4.612
64,lower leaflet,4.832,0.327,2.707,4.405
65,lower leaflet,3.458,9.361,2.601,4.275
66,lower leaflet,8.129,8.416,2.839,4.376
67,lower leaflet,9.488,6.954,2.510,4.316
68,lower leaflet,7.657,7.983,2.805,4.854
69,lower leaflet,0.810,7.686,2.915,4.525
70,lower leaflet,8.976,2.329,2.384,4.343
71,lower leaflet,0.156,1.204,2.487,4.389
72,lower leaflet,8.815,8.243,2.942,4.430
73,lower leaflet,9.310,7.869,2.753,4.608
74,lower leaflet,8.971,0.890,2.602,4.337
75,lower leaflet,8.659,9.699,2.574,4.518
76,lower leaflet,9.635,0.289,2.785,4.166
147,lower leaflet,4.218,4.691,2.517,4.719
148,lower leaflet,3.454,4.410,2.120,4.664
149,lower leaflet,5.629,5.610,2.716,4.318
150,lower leaflet,3.862,5.457,2.820,4.660
151,lower leaflet,2.872,4.519,2.305,4.736
152,lower leaflet,5.127,4.279,2.826,4.464
153,lower leaflet,4.533,6.020,2.709,4.546
154,lower leaflet,3.864,6.004,2.592,4.519
155,lower leaflet,5.221,3.516,2.619,4.658
156,lower leaflet,3.754,7.290,2.680,3.901
157,lower leaflet,4.857,6.621,2.351,4.404
158,lower leaflet,3.419,6.805,3.014,4.337
159,lower leaflet,6.761,6.683,2.419,4.376
160,lower leaflet,3.478,3.437,2.205,4.451
161,lower leaflet,2.006,3.983,2.318,4.406
162,lower leaflet,4.201,3.215,2.703,4.360
163,lower leaflet,1.764,5.686,2.460,4.422
164,lower leaflet,6.990,5.764,2.384,4.523
165,lower leaflet,5.910,7.511,2.730,4.311
166,lower leaflet,3.749,2.685,2.425,4.155
167,lower leaflet,2.662,7.479,3.071,4.338
168,lower leaflet,1.367,4.902,2.349,4.351
169,lower leaflet,4.560,2.329,2.856,4.377
170,lower leaflet,7.246,6.336,2.299,4.535
171,lower leaflet,1.923,6.196,2.872,4.374
172,lower leaflet,4.069,2.174,2.611,4.317
173,lower leaflet,7.580,3.558,2.444,4.546
174,lower leaflet,6.746,4.309,3.006,4.503
175,lower leaflet,2.557,1.769,2.150,4.084
176,lower leaflet,4.814,8.055,2.829,4.199
177,lower leaflet,5.644,8.262,3.066,4.429
178,lower leaflet,1.438,2.504,2.467,4.277
179,lower leaflet,5.251,1.264,2.575,4.434
180,lower leaflet,3.146,1.142,2.648,4.351
181,lower leaflet,8.097,3.089,2.553,4.429
182,lower leaflet,7.449,2.465,2.306,4.422
183,lower leaflet,9.716,5.932,2.765,4.178
184,lower leaflet,0.220,3.937,2.293,4.543
185,lower leaflet,1.810,8.175,2.848,4.472
186,lower leaflet,4.433,9.497,2.497,4.068
187,lower leaflet,4.039,8.891,2.483,3.908
188,lower leaflet,9.774,5.106,2.620,4.227
189,lower leaflet,4.738,1.367,3.000,3.951
190,lower leaflet,0.611,6.770,2.518,4.161
191,lower leaflet,7.415,1.826,2.691,4.295
192,lower leaflet,5.618,9.068,2.757,4.524
193,lower leaflet,1.992,7.580,2.602,4.453
194,lower leaflet,3.035,0.644,3.013,4.314
195,lower leaflet,9.570,2.109,2.388,4.306
196,lower leaflet,7.872,1.565,2.573,4.260
197,lower leaflet,0.951,2.099,2.059,4.422
198,lower leaflet,8.833,5.328,2.500,4.247
199,lower leaflet,5.315,9.750,2.683,4.426
200,lower leaflet,1.771,0.510,2.379,4.269
201,lower leaflet,3.166,0.081,2.698,4.464
202,lower leaflet,7.295,1.064,2.145,4.314
203,lower leaflet,8.609,1.406,2.472,4.252
204,lower leaflet,6.397,0.490,2.468,4.493
205,lower leaflet,0.742,8.495,3.031,4.345
206,lower leaflet,2.304,9.612,2.834,4.579
207,lower leaflet,7.733,0.794,2.449,4.360
208,lower leaflet,0.829,0.657,2.343,3.949
209,lower leaflet,8.985,7.176,2.991,4.456
210,lower leaflet,0.993,9.307,2.850,4.220
211,lower leaflet,8.558,8.853,2.888,4.356
212,lower leaflet,7.459,9.682,2.411,4.152
213,lower leaflet,0.444,8.993,2.922,4.231
214,lower leaflet,9.452,1.086,2.790,4.265
215,lower leaflet,0.272,9.584,2.599,4.071
216,lower leaflet,9.729,8.825,2.760,4.431
235,lower leaflet,2.177,4.541,2.386,4.495
236,lower leaflet,2.837,6.305,2.568,4.157
237,lower leaflet,2.469,2.932,2.039,4.059
238,lower leaflet,3.175,8.241,2.844,4.113
239,lower leaflet,6.920,4.471,2.296,4.476
240,lower leaflet,0.597,2.808,2.036,4.387
241,lower leaflet,8.239,7.381,2.549,4.680
242,lower leaflet,4.927,8.966,2.686,4.357
243,lower leaflet,8.397,6.662,2.791,4.474
244,lower leaflet,8.287,2.320,2.544,4.339
245,lower leaflet,1.575,1.073,2.201,4.048
246,lower leaflet,8.193,4.793,2.252,4.432
247,lower leaflet,5.773,0.817,2.911,4.484
248,lower leaflet,6.826,9.068,2.567,4.549
249,lower leaflet,0.009,2.825,2.278,4.384
250,lower leaflet,1.455,9.715,2.527,4.400
251,lower leaflet,0.167,8.224,3.078,4.387
252,lower leaflet,8.111,9.318,2.837,4.209
279,lower leaflet,4.631,5.450,2.418,4.567
280,lower leaflet,5.631,4.968,2.611,4.416
281,lower leaflet,4.320,4.031,2.356,4.675
282,lower leaflet,6.054,5.950,2.382,4.214
283,lower leaflet,5.270,7.078,2.348,4.359
284,lower leaflet,2.172,5.135,2.238,4.426
285,lower leaflet,6.183,7.049,2.392,4.150
286,lower leaflet,6.050,3.244,2.498,4.622
287,lower leaflet,7.072,3.756,2.549,4.477
288,lower leaflet,6.779,3.109,2.631,4.501
289,lower leaflet,5.813,2.387,2.561,4.403
290,lower leaflet,0.977,5.388,2.377,4.373
291,lower leaflet,0.975,3.090,2.346,4.482
292,lower leaflet,8.468,6.109,2.399,4.325
293,lower leaflet,8.492,3.880,2.226,4.880
294,lower leaflet,6.338,1.629,2.055,4.211
295,lower leaflet,7.400,5.069,2.330,4.472
296,lower leaflet,0.631,5.943,2.546,4.323
297,lower leaflet,8.905,3.398,2.025,4.721
298,lower leaflet,1.327,8.675,2.819,4.458
299,lower leaflet,0.414,7.353,2.660,4.603
300,lower leaflet,8.692,4.444,2.224,4.452
301,lower leaflet,2.501,0.841,2.339,4.464
302,lower leaflet,7.471,8.937,2.530,4.503
303,lower leaflet,6.217,9.294,2.519,4.680
304,lower leaflet,9.145,8.936,2.696,4.518
353,lower leaflet,5.343,5.459,2.903,4.449
354,lower leaflet,4.572,5.587,3.009,4.551
355,lower leaflet,6.336,5.096,3.109,4.507
356,lower leaflet,4.764,4.544,3.159,4.489
357,lower leaflet,3.037,3.997,2.666,4.700
358,lower leaflet,4.657,3.922,3.134,4.621
359,lower leaflet,4.189,3.628,3.183,4.403
360,lower leaflet,6.093,3.669,3.485,4.598
361,lower leaflet,6.531,3.998,3.426,4.541
362,lower leaflet,6.915,4.662,3.129,4.446
363,lower leaflet,6.311,2.950,3.307,4.564
364,lower leaflet,4.588,7.403,3.158,3.967
365,lower leaflet,3.912,7.802,3.458,4.075
366,lower leaflet,1.469,3.502,2.621,4.392
367,lower leaflet,7.705,6.590,3.085,4.582
368,lower leaflet,5.705,2.246,3.113,4.422
369,lower leaflet,6.582,7.171,2.776,4.619
370,lower leaflet,1.097,5.893,2.969,4.418
371,lower leaflet,7.444,5.672,2.964,4.590
372,lower leaflet,6.156,7.829,3.001,4.459
373,lower leaflet,2.342,7.310,3.094,4.473
374,lower leaflet,3.516,7.353,3.424,4.305
375,lower leaflet,1.156,3.226,2.766,4.432
376,lower leaflet,7.339,7.083,3.175,4.629
377,lower leaflet,4.592,1.638,3.409,4.263
378,lower leaflet,3.949,1.658,3.162,4.290
379,lower leaflet,1.216,6.432,3.118,4.283
380,lower leaflet,1.655,5.967,3.044,4.430
381,lower leaflet,6.036,8.295,3.145,4.393
382,lower leaflet,0.371,4.619,2.686,4.331
383,lower leaflet,1.601,7.139,3.442,4.458
384,lower leaflet,7.583,2.256,3.092,4.322
385,lower leaflet,6.523,8.468,3.090,4.665
386,lower leaflet,2.685,1.509,2.940,4.324
387,lower leaflet,1.564,1.915,2.930,4.188
388,lower leaflet,7.615,7.558,3.101,4.723
389,lower leaflet,0.900,5.400,3.049,4.342
390,lower leaflet,8.910,5.873,3.074,4.175
391,lower leaflet,8.151,2.040,2.790,4.379
392,lower leaflet,9.254,4.437,2.666,4.379
393,lower leaflet,7.189,0.567,2.658,4.346
394,lower leaflet,2.466,1.001,2.951,4.500
395,lower leaflet,9.055,7.060,3.426,4.480
396,lower leaflet,9.277,6.655,3.161,4.182
397,lower leaflet,6.257,0.665,3.279,4.377
398,lower leaflet,9.293,1.968,2.957,4.331
