resid,leaflet,X coords,Y coords,Z coords,Thickness
39,lower leaflet,6.004,4.566,3.009,4.436
40,lower leaflet,6.618,5.075,2.360,4.558
41,lower leaflet,2.800,5.314,2.310,4.623
42,lower leaflet,3.077,5.864,2.554,4.473
43,lower leaflet,6.282,3.536,2.744,4.309
44,lower leaflet,2.135,3.329,2.365,4.247
45,lower leaflet,4.946,2.441,2.556,4.615
46,lower leaflet,5.316,7.794,2.807,4.254
47,lower leaflet,2.711,2.657,1.790,3.865
48,lower leaflet,0.739,4.561,1.943,4.293
49,lower leaflet,1.508,6.720,2.939,4.285
50,lower leaflet,6.434,2.576,2.665,4.288
51,lower leaflet,6.912,2.123,2.458,4.215
52,lower leaflet,7.743,6.372,2.653,4.521
53,lower leaflet,1.685,1.662,2.231,4.090
54,lower leaflet,3.798,7.860,2.909,4.238
55,lower leaflet,6.980,7.177,2.930,4.555
56,lower leaflet,2.908,8.815,2.835,4.505
57,lower leaflet,0.035,4.399,2.524,4.252
58,lower leaflet,4.341,0.782,2.905,4.164
59,lower leaflet,3.794,0.695,2.657,4.383
60,lower leaflet,7.134,7.745,2.804,4.602
61,lower leaflet,2.335,8.645,2.740,4.465
62,lower leaflet,9.193,5.799,2.486,4.150
63,lower leaflet,9.661,3.341,2.450,4.645
64,lower leaflet,4.740,0.343,2.686,4.288
65,lower leaflet,3.768,9.294,2.610,4.357
66,lower leaflet,8.110,8.520,2.772,4.339
67,lower leaflet,9.306,6.980,2.633,4.132
68,lower leaflet,7.616,8.049,2.703,4.591
69,lower leaflet,0.823,7.766,2.950,4.417
70,lower leaflet,8.857,2.417,2.446,4.368
71,lower leaflet,0.160,1.327,2.412,4.341
72,lower leaflet,8.831,8.342,2.933,4.339
73,lower leaflet,9.233,7.891,2.768,4.410
74,lower leaflet,8.990,0.882,2.638,4.383
75,lower leaflet,8.481,9.642,2.453,4.596
76,lower leaflet,9.535,0.224,2.826,4.399
147,lower leaflet,4.204,4.833,2.584,4.790
148,lower leaflet,3.481,4.495,2.261,4.527
149,lower leaflet,5.656,5.620,2.679,4.333
150,lower leaflet,3.789,5.517,2.849,4.730
151,lower leaflet,2.953,4.438,2.365,4.637
152,lower leaflet,5.380,4.192,3.030,4.390
153,lower leaflet,4.660,6.027,2.738,4.530
