resid,leaflet,X coords,Y coords,Z coords,Thickness
39,lower leaflet,5.921,4.624,2.908,4.512
40,lower leaflet,6.633,5.014,2.331,4.505
41,lower leaflet,2.811,5.365,2.348,4.493
42,lower leaflet,2.994,5.960,2.539,4.447
43,lower leaflet,6.176,3.544,2.760,4.483
44,lower leaflet,2.250,3.381,2.332,4.340
45,lower leaflet,4.875,2.357,2.488,4.603
46,lower leaflet,5.362,7.743,2.670,4.242
47,lower leaflet,2.695,2.603,1.871,4.001
48,lower leaflet,0.638,4.564,2.059,4.194
49,lower leaflet,1.545,6.834,2.979,4.159
50,lower leaflet,6.457,2.617,2.708,4.425
51,lower leaflet,6.815,2.207,2.366,4.411
52,lower leaflet,7.785,6.495,2.566,4.428
53,lower leaflet,1.668,1.638,2.295,4.175
54,lower leaflet,3.718,7.913,2.898,4.408
55,lower leaflet,6.959,7.177,2.885,4.394
56,lower leaflet,2.996,8.774,2.945,4.150
57,lower leaflet,0.017,4.359,2.388,4.368
58,lower leaflet,4.346,0.756,2.842,4.048
59,lower leaflet,3.860,0.724,2.513,4.284
60,lower leaflet,7.093,7.788,2.855,4.553
61,lower leaflet,2.381,8.559,2.888,4.249
62,lower leaflet,9.256,6.060,2.326,4.227
63,lower leaflet,9.557,3.326,2.409,4.586
64,lower leaflet,4.697,0.327,2.617,4.191
65,lower leaflet,3.633,9.420,2.623,4.276
66,lower leaflet,8.069,8.485,2.917,4.346
67,lower leaflet,9.386,7.030,2.454,4.233
68,lower leaflet,7.628,8.106,2.862,4.758
69,lower leaflet,0.827,7.704,2.989,4.511
70,lower leaflet,9.017,2.255,2.540,4.406
71,lower leaflet,0.082,1.213,2.485,4.236
72,lower leaflet,8.880,8.334,2.939,4.301
73,lower leaflet,9.168,7.897,2.738,4.474
74,lower leaflet,8.858,0.768,2.684,4.383
75,lower leaflet,8.603,9.646,2.681,4.571
76,lower leaflet,9.409,0.214,2.975,4.459
147,lower leaflet,4.213,4.693,2.589,4.692
148,lower leaflet,3.373,4.492,2.231,4.568
149,lower leaflet,5.725,5.711,2.677,4.297
150,lower leaflet,3.788,5.476,2.765,4.652
151,lower leaflet,2.925,4.318,2.459,4.545
152,lower leaflet,5.279,4.235,2.864,4.456
153,lower leaflet,4.704,6.043,2.773,4.486
154,lower leaflet,4.086,6.046,2.757,4.582
155,lower leaflet,5.117,3.326,2.653,4.772
156,lower leaflet,3.953,7.241,2.729,4.123
157,lower leaflet,4.677,6.592,2.390,4.341
158,lower leaflet,3.409,6.592,2.555,4.508
159,lower leaflet,6.749,6.623,2.503,4.468
160,lower leaflet,3.356,3.565,2.168,4.299
161,lower leaflet,1.608,4.008,2.477,4.275
162,lower leaflet,4.181,3.367,2.657,4.231
163,lower leaflet,1.953,5.719,2.480,4.203
164,lower leaflet,7.159,5.641,2.263,4.577
165,lower leaflet,5.845,7.414,2.765,4.136
166,lower leaflet,3.501,2.736,2.074,4.208
167,lower leaflet,2.683,7.495,3.097,4.414
168,lower leaflet,1.372,4.912,2.263,4.044
169,lower leaflet,4.395,2.170,2.848,4.354
170,lower leaflet,7.275,6.476,2.340,4.604
171,lower leaflet,1.881,6.284,2.958,4.264
172,lower leaflet,3.699,2.319,2.421,4.209
173,lower leaflet,7.624,3.528,2.448,4.535
174,lower leaflet,6.805,4.242,2.839,4.476
175,lower leaflet,2.740,1.730,2.091,4.317
