resid,leaflet,X coords,Y coords,Z coords,Area per lipid
104,lower leaflet,15.260,8.790,2.710,0.426
311,lower leaflet,1.890,12.260,3.280,0.575
381,lower leaflet,6.700,19.870,3.580,0.366
415,lower leaflet,16.190,1.370,3.280,0.445
434,lower leaflet,12.250,6.640,3.030,0.496
580,lower leaflet,2.610,5.820,2.960,0.440
586,lower leaflet,18.780,3.480,3.310,0.458
630,lower leaflet,19.810,0.920,3.440,0.377
658,lower leaflet,16.320,20.240,3.410,0.420
800,lower leaflet,13.310,0.350,3.140,0.339
826,lower leaflet,19.290,23.470,3.460,0.678
929,lower leaflet,22.080,23.650,5.040,0.431
962,lower leaflet,2.270,21.790,4.100,0.363
1001,lower leaflet,11.830,16.260,3.220,0.624
1002,lower leaflet,11.430,11.920,4.100,0.534
1003,lower leaflet,10.460,15.370,3.450,0.580
1004,lower leaflet,11.520,15.260,3.400,0.559
1005,lower leaflet,13.130,11.660,3.080,0.591
1006,lower leaflet,10.510,12.410,3.190,0.782
1007,lower leaflet,7.450,13.290,3.140,0.731
1008,lower leaflet,14.550,10.640,2.770,0.702
1009,lower leaflet,16.170,13.630,2.660,0.776
1010,lower leaflet,10.030,10.210,3.400,0.576
1011,lower leaflet,4.530,11.910,3.000,0.735
1012,lower leaflet,13.720,12.590,3.110,0.662
1013,lower leaflet,15.250,13.110,2.930,0.650
1014,lower leaflet,10.940,10.410,3.300,0.617
1015,lower leaflet,14.080,12.070,3.370,0.595
1016,lower leaflet,6.760,13.810,3.360,0.391
1017,lower leaflet,11.280,9.530,2.980,0.620
1018,lower leaflet,12.840,9.930,2.990,0.637
1019,lower leaflet,14.370,14.620,3.000,0.714
1020,lower leaflet,6.970,19.780,3.120,0.609
1021,lower leaflet,13.080,18.790,3.110,0.678
1022,lower leaflet,12.300,11.420,3.220,0.702
1023,lower leaflet,11.160,13.770,3.100,0.641
1024,lower leaflet,10.910,13.300,3.380,0.698
1026,lower leaflet,13.810,10.400,2.600,0.429
1027,lower leaflet,9.050,10.470,3.650,0.330
1028,lower leaflet,13.410,10.010,2.980,0.530
1029,lower leaflet,17.570,11.250,2.390,0.736
1030,lower leaflet,5.850,8.420,2.940,0.616
1031,lower leaflet,13.680,5.750,1.980,0.603
1032,lower leaflet,14.000,11.660,2.930,0.580
1033,lower leaflet,12.560,13.990,3.630,0.579
1034,lower leaflet,11.910,13.440,3.410,0.703
1035,lower leaflet,14.810,7.060,2.120,0.956
1036,lower leaflet,11.260,7.490,2.630,0.646
1037,lower leaflet,8.690,10.620,3.310,0.535
1038,lower leaflet,10.120,13.740,3.110,0.823
1039,lower leaflet,6.540,16.410,3.130,0.733
1040,lower leaflet,9.740,15.050,3.100,0.629
1041,lower leaflet,11.500,12.550,3.420,0.656
1042,lower leaflet,13.040,16.710,3.380,0.870
1043,lower leaflet,8.420,11.520,3.100,0.948
1045,lower leaflet,18.070,12.660,2.510,0.806
1046,lower leaflet,12.260,12.790,3.330,0.611
