resid,leaflet,X coords,Y coords,Z coords,Area per lipid
104,lower leaflet,14.510,13.250,4.180,0.336
124,lower leaflet,13.530,8.760,3.390,0.483
311,lower leaflet,2.360,12.540,3.470,0.453
381,lower leaflet,8.750,20.910,3.440,0.337
658,lower leaflet,16.100,22.130,3.700,0.444
826,lower leaflet,21.330,25.040,4.010,0.426
834,lower leaflet,6.340,24.540,4.070,0.487
962,lower leaflet,4.840,0.840,4.340,0.462
1001,lower leaflet,12.570,13.570,3.040,0.567
1002,lower leaflet,11.700,11.370,4.000,0.356
1003,lower leaflet,8.880,13.830,3.000,0.628
1004,lower leaflet,10.920,13.970,3.000,0.540
1005,lower leaflet,12.880,11.350,3.210,0.568
1006,lower leaflet,9.610,12.920,3.330,0.603
1007,lower leaflet,10.390,8.530,2.320,0.733
1008,lower leaflet,15.300,12.300,3.590,0.391
1009,lower leaflet,12.360,12.240,3.110,0.490
1010,lower leaflet,12.420,9.550,3.220,0.649
1011,lower leaflet,8.770,13.330,3.270,0.633
1012,lower leaflet,12.380,10.490,3.390,0.697
1013,lower leaflet,14.780,12.220,3.350,0.584
1014,lower leaflet,11.770,8.960,3.300,0.692
1015,lower leaflet,12.030,11.390,3.250,0.547
1016,lower leaflet,8.140,11.810,2.990,0.690
1017,lower leaflet,13.110,10.790,3.290,0.612
1018,lower leaflet,12.820,9.180,3.160,0.638
1019,lower leaflet,13.650,12.990,3.330,0.518
1020,lower leaflet,10.080,18.820,3.040,0.597
1021,lower leaflet,12.480,14.610,2.950,0.540
1022,lower leaflet,11.490,12.620,3.130,0.667
1023,lower leaflet,11.060,13.250,3.400,0.514
1024,lower leaflet,11.220,13.720,3.380,0.522
1026,lower leaflet,15.260,10.720,3.280,0.739
1027,lower leaflet,14.780,10.000,3.870,0.358
1028,lower leaflet,13.460,10.370,3.280,0.595
1029,lower leaflet,16.050,11.820,3.430,0.674
1030,lower leaflet,8.180,12.770,3.010,0.716
1031,lower leaflet,15.060,7.830,3.180,0.607
1032,lower leaflet,13.390,11.660,3.080,0.632
1033,lower leaflet,12.000,13.420,3.220,0.554
1034,lower leaflet,7.960,13.950,2.510,0.649
1035,lower leaflet,13.200,9.970,3.150,0.662
1036,lower leaflet,14.620,8.450,3.360,0.601
1037,lower leaflet,9.480,11.350,3.080,0.571
1038,lower leaflet,10.210,13.540,3.370,0.528
1039,lower leaflet,10.390,16.260,2.660,1.006
1040,lower leaflet,10.180,14.250,3.160,0.560
1041,lower leaflet,10.410,12.670,3.400,0.608
1042,lower leaflet,13.350,13.440,3.150,0.542
1043,lower leaflet,9.930,10.570,2.950,0.651
1045,lower leaflet,14.700,14.960,2.720,0.772
1046,lower leaflet,14.290,11.520,3.400,0.654
1047,lower leaflet,13.610,17.860,2.580,0.772
1049,lower leaflet,8.940,11.540,2.970,0.501
1050,lower leaflet,14.500,12.630,3.530,0.416
1051,lower leaflet,15.480,9.700,3.340,0.545
1052,lower leaflet,12.370,8.170,3.040,0.666
1053,lower leaflet,13.670,7.950,3.610,0.502
1054,lower leaflet,15.420,8.340,3.170,0.637
1055,lower leaflet,10.720,17.060,3.200,0.518
1056,lower leaflet,12.770,14.070,2.880,0.593
1057,lower leaflet,11.880,12.090,3.440,0.542
1058,lower leaflet,11.990,8.200,2.670,0.529
1059,lower leaflet,12.500,12.710,3.240,0.550
1060,lower leaflet,14.610,10.070,3.390,0.602
1061,lower leaflet,10.560,15.270,2.960,0.641
1062,lower leaflet,10.530,20.480,3.010,0.786
1063,lower leaflet,8.170,15.390,2.460,0.863
1064,lower leaflet,7.930,8.630,2.680,0.764
1066,lower leaflet,10.630,13.600,3.840,0.306
1067,lower leaflet,14.100,14.020,2.980,0.758
1068,lower leaflet,8.060,18.910,2.560,0.672
