resid,leaflet,X coords,Y coords,Z coords,Area per lipid
104,lower leaflet,15.170,13.660,3.190,0.608
124,lower leaflet,12.960,7.140,3.050,0.539
311,lower leaflet,3.390,12.930,3.320,0.357
381,lower leaflet,8.290,20.110,3.860,0.340
658,lower leaflet,15.640,21.090,4.100,0.415
826,lower leaflet,21.200,24.750,4.340,0.294
962,lower leaflet,6.350,24.560,3.120,0.515
1001,lower leaflet,10.940,13.460,3.140,0.654
1002,lower leaflet,12.630,11.950,3.050,0.461
1003,lower leaflet,9.650,13.370,2.470,0.666
1004,lower leaflet,11.410,13.330,3.020,0.657
1005,lower leaflet,13.590,11.180,2.550,0.663
1006,lower leaflet,9.240,12.540,2.620,0.770
1007,lower leaflet,10.220,8.110,2.400,0.777
1008,lower leaflet,13.840,12.930,3.220,0.569
1009,lower leaflet,12.900,13.150,3.130,0.597
1010,lower leaflet,13.680,9.800,2.600,0.695
1011,lower leaflet,9.020,11.690,2.440,0.653
1012,lower leaflet,13.120,11.320,2.750,0.555
1013,lower leaflet,14.650,12.750,2.780,0.602
1014,lower leaflet,12.990,8.610,2.710,0.682
1015,lower leaflet,11.670,11.320,2.660,0.717
1016,lower leaflet,9.190,10.720,2.580,0.577
1017,lower leaflet,13.480,10.610,2.460,0.661
1018,lower leaflet,14.060,8.610,2.750,0.639
1019,lower leaflet,13.390,15.010,2.980,0.799
1020,lower leaflet,8.580,18.760,2.980,0.489
1021,lower leaflet,12.830,15.940,3.340,0.676
1022,lower leaflet,11.520,12.220,2.630,0.647
1023,lower leaflet,10.720,11.850,2.570,0.714
1024,lower leaflet,11.240,12.660,2.760,0.673
1026,lower leaflet,14.990,11.370,2.490,0.857
1027,lower leaflet,14.850,9.570,3.230,0.382
1028,lower leaflet,14.450,9.510,2.380,0.665
1029,lower leaflet,16.480,12.500,2.510,0.693
1030,lower leaflet,7.610,11.430,2.720,0.608
1031,lower leaflet,15.160,6.630,2.420,0.777
1032,lower leaflet,13.150,11.960,3.020,0.578
1033,lower leaflet,12.100,12.950,3.150,0.631
