resid,leaflet,X coords,Y coords,Z coords,Area per lipid
104,lower leaflet,14.990,9.440,3.870,0.296
311,lower leaflet,1.230,11.920,3.200,0.572
381,lower leaflet,8.690,19.860,3.850,0.318
415,lower leaflet,15.850,0.260,3.370,0.342
434,lower leaflet,12.460,5.880,3.190,0.393
580,lower leaflet,1.470,6.070,3.230,0.356
586,lower leaflet,18.310,3.420,3.330,0.374
658,lower leaflet,16.950,20.390,3.410,0.552
800,lower leaflet,14.240,23.920,2.790,0.545
826,lower leaflet,19.550,22.720,3.010,0.454
962,lower leaflet,3.500,22.670,3.720,0.859
1001,lower leaflet,11.180,15.220,3.640,0.684
1002,lower leaflet,12.360,12.870,3.690,0.416
1003,lower leaflet,8.580,14.090,3.400,0.796
1004,lower leaflet,10.480,14.800,3.570,0.667
1005,lower leaflet,13.130,12.210,3.050,0.658
1006,lower leaflet,10.520,12.780,3.560,0.537
1007,lower leaflet,8.730,10.190,3.210,0.647
1008,lower leaflet,13.900,11.870,2.810,0.534
1009,lower leaflet,15.880,13.730,2.820,0.669
1010,lower leaflet,10.600,10.500,2.980,0.662
1011,lower leaflet,5.240,12.310,1.980,0.634
1012,lower leaflet,13.500,12.710,3.260,0.507
1013,lower leaflet,14.980,12.030,2.980,0.621
1014,lower leaflet,11.810,10.430,3.310,0.712
1015,lower leaflet,14.210,12.500,3.060,0.589
1016,lower leaflet,8.160,11.780,2.930,0.541
1017,lower leaflet,12.480,10.030,3.160,0.708
1018,lower leaflet,12.920,9.420,2.960,0.469
1019,lower leaflet,13.870,15.910,2.910,0.641
1020,lower leaflet,8.710,18.440,3.650,0.504
1021,lower leaflet,12.910,19.710,2.550,0.707
1022,lower leaflet,12.270,12.780,2.960,0.427
1023,lower leaflet,10.450,13.330,3.640,0.563
1024,lower leaflet,10.340,13.880,3.480,0.593
1026,lower leaflet,14.390,11.430,2.860,0.623
1027,lower leaflet,9.880,10.720,3.410,0.386
1028,lower leaflet,14.250,10.290,2.970,0.561
