-0.7252	-0.0222	-0.2151	-0.1377	-0.0808	-0.0667	-0.1226	-0.1450	-0.2125	-0.4513	-0.2314	-0.3013	-0.6141
-0.0963	0.3508	0.0489	0.0173	0.0639	-0.0383	0.0071	-0.0767	0.0028	0.5409	0.1440	0.1065	-0.0896
-0.1464	0.0664	-0.0409	0.0071	-0.2522	-0.0152	0.0315	0.1364	-0.1251	0.1222	-0.0874	-0.0724	-0.2886
-0.1554	0.0080	-0.0098	0.2557	0.0031	0.1489	-0.0691	-0.0792	-0.0789	0.1762	0.0821	-0.1005	-0.4374
-0.1113	-0.1042	-0.0959	-0.0216	0.0017	-0.0395	0.0001	0.0615	-0.0222	-0.0109	0.0442	0.1518	-0.1890
-0.3306	-0.0691	0.0018	-0.1058	0.2030	0.0071	0.0684	-0.0074	-0.0976	-0.0906	-0.0641	0.3712	-1.1682
-0.1567	0.0832	-0.0859	-0.0098	0.0419	-0.0044	0.0229	-0.0789	-0.0456	-0.0302	-0.1173	-0.0572	-0.4330
-0.0444	0.0506	-0.0805	0.0447	-0.0413	0.0533	-0.0675	0.0506	-0.0642	0.0416	-0.0218	-0.1214	-0.2638
-0.0503	-0.2114	0.1041	0.0566	-0.0150	-0.0720	-0.0254	-0.0607	-0.0201	0.0669	0.1265	0.0378	-0.1557
-0.2919	-0.0771	0.0265	-0.0209	-0.0211	0.0715	-0.0204	0.1209	0.1702	0.1839	0.2468	-0.0057	-0.1099
-0.0767	0.5704	-0.0404	-0.0336	-0.0200	-0.1357	-0.0330	-0.0840	-0.0252	-0.0893	-0.1765	-0.0730	-0.1913
-0.1038	-0.0032	0.1982	0.0177	-0.0400	-0.0553	-0.0535	-0.0391	-0.2826	-0.0032	-0.0142	-0.4358	-0.1860
-0.3852	-0.0384	-0.1054	-0.0872	-0.0977	-0.1525	-0.0427	-0.0565	-0.2578	-0.1419	-0.1166	-0.1269	-0.2712
