-0.3728	-0.1685	-0.2719	-0.0786	-0.0797	-0.2442	-0.1013	-0.1160	-0.1778	-0.1570	-0.4023	-0.2188	-0.3867
-0.1464	0.0471	0.0994	-0.0357	-0.0416	-0.2157	0.5018	-0.0969	-0.1111	0.0271	0.0594	0.0597	-0.0351
-0.1863	-0.1756	0.0765	-0.0875	-0.1440	-0.1386	0.1892	-0.0006	-0.1398	-0.0137	-0.1886	-0.0131	-0.1371
-0.3209	0.0439	0.0477	-0.0703	-0.0209	0.0519	0.0492	-0.0535	0.1746	0.1620	-0.0094	-0.0697	-0.0484
-0.2329	-0.0219	0.0078	0.0415	-0.0860	-0.0054	0.0894	0.0349	-0.1384	0.0552	0.1847	0.2056	-0.0810
-0.1113	0.0120	0.0024	0.0321	-0.0129	0.0209	-0.0100	0.0004	-0.0589	0.0213	-0.0232	-0.1341	-0.1868
-0.2170	-0.0759	-0.0355	0.0076	0.0020	-0.0664	-0.0756	-0.0955	-0.1635	-0.0300	-0.0225	-0.0985	-0.2882
-0.0460	0.1967	0.1635	-0.0125	0.0045	-0.0776	0.0905	0.2212	0.0730	-0.0241	-0.0755	-0.0390	-0.1489
-0.0798	0.1581	-0.0459	-0.0731	-0.1315	-0.1969	0.0120	0.0215	-0.0350	0.0869	0.3146	0.2122	-0.0557
-0.1726	0.3332	-0.0736	-0.0149	0.1512	0.0527	-0.0091	0.0141	-0.0015	-0.0541	-0.0016	-0.1598	-0.4305
-0.1475	0.1405	-0.1494	-0.0256	-0.1406	-0.1209	0.1133	0.0504	-0.0567	-0.0346	-0.0478	0.1678	-0.0162
-0.1688	0.1586	-0.1297	0.0108	-0.0292	0.0184	0.0626	-0.0563	-0.0835	-0.0423	-0.0931	0.0791	-0.3947
-0.0232	-0.0688	-0.1032	-0.2217	-0.0974	-0.0470	-0.1882	-0.1676	-0.1112	-0.0410	-0.2142	-0.1582	-0.1460
