-0.0386	-0.0106	-0.2744	0.1231	-0.0704	-0.0644	-0.1200	-0.1449	-0.2119	-0.7855	-0.2255	-0.2133	-0.0221
-0.0364	-0.0338	-1.4600	0.0531	0.0758	-0.0338	0.0081	-0.0767	0.0018	0.4659	0.0114	-0.0092	-0.0410
-0.0686	-0.1837	-0.3185	0.0171	-0.3306	-0.0141	0.0305	0.1364	-0.1253	0.0819	-0.1083	-0.2012	-0.2068
-0.3088	0.0815	-0.0162	0.3234	0.0070	0.1479	-0.0686	-0.0792	-0.0783	0.1770	0.0790	-0.1017	-0.5711
-0.1127	-0.1022	-0.1058	-0.0162	0.0056	-0.0384	0.0001	0.0615	-0.0222	-0.0111	0.0445	0.1475	-0.1942
-0.3305	-0.0690	0.0003	-0.1057	0.2030	0.0071	0.0684	-0.0074	-0.0976	-0.0906	-0.0639	0.3736	-1.1682
-0.1567	0.0832	-0.0859	-0.0098	0.0419	-0.0044	0.0229	-0.0789	-0.0456	-0.0302	-0.1166	-0.0572	-0.4330
-0.0450	0.0501	-0.0798	0.0447	-0.0413	0.0533	-0.0675	0.0506	-0.0624	0.0399	-0.0218	-0.1267	-0.3228
-0.0417	-0.1146	-0.0180	0.0824	-0.0150	-0.0720	-0.0254	-0.0652	-0.0089	0.0154	0.0404	-0.1273	-0.1994
-0.1726	-0.0737	-0.0292	-0.0266	-0.0128	0.0715	-0.0205	0.1018	0.1993	0.0891	-0.1184	-0.0172	-0.1379
-0.0080	-0.2661	-1.5837	-0.0656	0.0137	-0.1343	-0.0296	-0.1001	-0.0484	-0.2502	-0.4679	0.0695	-0.0116
-0.0032	-0.0833	-0.1478	-0.0581	0.0067	-0.0549	-0.0459	-0.0356	0.0915	0.1336	0.1787	-0.0039	-0.0111
-0.2232	-0.0011	-0.0036	-0.4413	-0.1066	-0.1383	-0.0408	-0.0441	-1.2885	-0.7826	-0.2157	-0.1655	-0.0023
