-0.1435	-0.2030	-0.3423	-0.0820	-0.0806	-0.2442	-0.1013	-0.1160	-0.1779	-0.1620	-0.4078	-0.2002	-0.3770
-0.0224	-0.0431	0.0996	-0.0103	-0.0416	-0.2157	0.5018	-0.0969	-0.1111	0.0266	0.0723	0.1046	-0.0402
-0.1594	-0.1781	0.0582	-0.0910	-0.1440	-0.1386	0.1892	-0.0006	-0.1398	-0.0137	-0.1876	-0.0151	-0.1297
-0.3679	0.0509	0.0477	-0.0703	-0.0209	0.0519	0.0492	-0.0535	0.1746	0.1620	-0.0094	-0.0702	-0.0521
-0.2323	-0.0211	0.0078	0.0415	-0.0860	-0.0054	0.0894	0.0349	-0.1384	0.0552	0.1847	0.2056	-0.0810
-0.1113	0.0120	0.0024	0.0321	-0.0129	0.0209	-0.0100	0.0004	-0.0589	0.0213	-0.0232	-0.1341	-0.1868
-0.2170	-0.0759	-0.0355	0.0076	0.0020	-0.0664	-0.0756	-0.0955	-0.1635	-0.0300	-0.0225	-0.0985	-0.2882
-0.0460	0.1967	0.1635	-0.0125	0.0045	-0.0776	0.0905	0.2212	0.0730	-0.0241	-0.0775	-0.0409	-0.1490
-0.0794	0.1617	-0.0459	-0.0731	-0.1315	-0.1969	0.0120	0.0215	-0.0351	0.0934	0.3149	0.1970	-0.0596
-0.1873	0.3665	-0.0725	-0.0150	0.1512	0.0527	-0.0091	0.0141	-0.0038	-0.0875	0.0175	-0.1085	-0.4194
-0.0430	0.1956	-0.1288	-0.0144	-0.1395	-0.1209	0.1133	0.0514	-0.0598	-0.0405	-0.0275	0.0624	0.0807
-0.1275	-0.0951	-0.1433	0.0503	-0.0287	0.0184	0.0626	-0.0557	-0.0871	-0.0428	-0.1409	0.0679	-0.4160
-0.1196	-0.1589	-0.1269	-0.2769	-0.0952	-0.0470	-0.1882	-0.1678	-0.1164	-0.0104	-0.2108	-0.1402	-0.1318
