0.0479	-0.1433	0.1353	0.2020	0.0610	-0.1609	-0.1602	-0.0920	0.0638	0.0834	-0.0861	-0.2298	-0.0105
-0.0718	0.0823	0.2083	0.1852	-0.0163	-0.2398	-0.0058	0.1472	-0.0053	-0.5079	-0.0659	-0.2051	-0.0523
0.0034	0.0124	0.0810	0.0593	-0.0470	0.1709	0.2315	0.1269	-0.0370	-0.1194	-0.0178	0.0572	0.1524
0.0335	0.1034	-0.0593	-0.3139	0.1431	0.3544	0.1026	0.0394	-0.0164	0.2526	-0.0059	-0.1224	-0.1402
0.0322	0.1319	-0.0953	0.0281	-0.0857	-0.1359	-0.0594	0.0645	0.0160	0.1012	0.0061	-0.3186	-0.1177
0.2535	0.0647	-0.0995	0.0762	-0.2304	-0.2600	-0.2164	-0.0343	-0.0124	-0.0112	0.1091	-0.0773	0.0713
-0.0393	-0.2964	-0.1165	-0.0564	-0.1834	-0.1733	-0.1389	-0.1327	0.0229	0.1065	0.1589	0.1584	-0.1001
-0.2385	-0.2438	-0.0017	0.0485	-0.0202	-0.1147	-0.1037	-0.0352	0.0107	0.1604	0.0439	0.0698	0.0054
0.0783	-0.1040	-0.0551	-0.0298	0.0663	-0.0492	-0.0047	0.0744	-0.0550	0.1104	-0.0416	0.0667	0.0961
0.1318	-0.0836	-0.0847	-0.0618	-0.1550	0.1545	0.1800	-0.0981	-0.1852	0.0109	0.1443	-0.0193	-0.1304
-0.1436	-0.2769	0.0897	0.1863	0.1163	0.1804	0.1326	0.0859	-0.0168	-0.0366	0.1374	0.0186	-0.1273
-0.0186	0.0761	0.3089	0.2380	0.1156	-0.0926	-0.0521	0.0408	0.1948	0.0469	-0.0237	-0.1512	-0.0168
0.0985	0.1295	0.1766	0.1204	0.0207	-0.2841	-0.1314	-0.0702	0.0666	0.1710	-0.1355	-0.1180	0.1060
