-0.0285	0.1152	0.1726	0.0612	-0.0367	-0.2306	-0.0817	-0.1318	-0.0434	-0.0311	-0.1748	-0.1297	-0.0179
0.0705	0.0486	0.2284	0.1456	-0.0667	-0.1976	0.3316	0.1278	-0.0617	-0.0621	-0.0000	0.2043	-0.0485
0.0158	0.1205	0.0747	0.1149	0.0388	0.1504	0.1075	0.2274	-0.0187	0.0202	-0.0725	0.0682	0.0125
0.0096	0.1013	0.0138	-0.0627	0.2163	0.3200	0.0219	0.0699	0.0863	0.1036	-0.0008	-0.1345	-0.0039
-0.0085	-0.0355	-0.0936	-0.0758	-0.0204	-0.0411	-0.2248	0.0083	0.0730	-0.0122	0.1884	0.0014	-0.1380
0.0738	-0.1015	-0.1622	-0.0633	-0.2883	-0.2696	-0.2524	-0.0362	0.1644	0.1941	-0.0591	-0.0186	-0.0556
-0.1124	-0.1442	-0.1680	0.0899	-0.0044	-0.1803	-0.1266	-0.0813	-0.0820	0.0997	-0.0145	-0.2015	-0.1493
-0.1239	-0.3339	-0.0877	0.1625	0.1008	-0.1256	0.1339	-0.0950	-0.2121	0.0141	0.1231	0.1321	-0.0300
-0.0188	-0.1111	-0.1252	0.0340	-0.0622	-0.0594	0.0953	0.0927	-0.0572	-0.1103	0.2288	0.2745	-0.0828
0.0388	0.2988	-0.0046	-0.1863	0.1237	0.1783	0.0738	0.0747	0.1352	0.1182	0.1783	-0.0207	-0.0841
0.0090	-0.1934	0.0258	0.0638	0.1181	0.1657	0.0759	0.0971	0.0552	0.0007	-0.0527	-0.0561	0.0124
-0.1642	-0.0892	0.0378	0.3508	-0.0460	-0.1242	-0.1788	-0.0543	0.1080	0.0178	-0.1948	-0.1883	-0.0380
-0.0727	0.0149	0.1210	0.2273	-0.0417	-0.2784	-0.1130	-0.0852	0.0284	-0.0504	-0.1323	-0.0948	-0.0174
