resid,leaflet,X coords,Y coords,Z coords,Area per lipid
39,lower leaflet,5.933,4.582,2.718,0.406
40,lower leaflet,6.612,5.104,2.570,0.396
41,lower leaflet,3.012,5.412,2.237,0.555
42,lower leaflet,3.249,5.972,2.496,0.501
43,lower leaflet,6.357,3.530,2.730,0.349
44,lower leaflet,2.333,3.221,2.159,0.600
45,lower leaflet,5.011,2.630,2.224,0.480
46,lower leaflet,5.460,7.620,2.725,0.424
47,lower leaflet,2.998,2.561,1.887,0.578
48,lower leaflet,1.086,4.493,2.244,0.497
49,lower leaflet,1.659,6.757,2.922,0.405
50,lower leaflet,6.399,2.499,2.716,0.415
51,lower leaflet,6.597,1.987,2.331,0.476
52,lower leaflet,7.816,6.319,2.601,0.340
53,lower leaflet,1.493,1.545,2.312,0.499
54,lower leaflet,3.911,7.775,2.569,0.533
55,lower leaflet,7.026,7.082,2.832,0.388
56,lower leaflet,3.013,8.591,2.669,0.643
57,lower leaflet,0.145,4.512,2.500,0.439
58,lower leaflet,4.502,0.754,2.835,0.482
59,lower leaflet,4.001,0.760,2.564,0.509
60,lower leaflet,6.937,7.761,2.886,0.445
61,lower leaflet,2.303,8.419,2.701,0.642
62,lower leaflet,9.107,5.880,2.385,0.356
63,lower leaflet,9.650,3.423,2.210,0.463
64,lower leaflet,4.985,0.398,2.564,0.482
65,lower leaflet,3.576,9.201,2.519,0.606
66,lower leaflet,8.111,8.371,2.806,0.540
67,lower leaflet,9.353,6.717,2.565,0.412
68,lower leaflet,7.541,7.948,2.884,0.471
69,lower leaflet,0.819,7.785,2.863,0.533
70,lower leaflet,8.920,2.153,2.432,0.486
71,lower leaflet,0.242,1.243,2.534,0.621
72,lower leaflet,8.837,8.260,2.931,0.541
73,lower leaflet,9.188,7.755,2.831,0.508
74,lower leaflet,9.155,0.922,2.659,0.657
75,lower leaflet,8.585,9.631,2.591,0.698
76,lower leaflet,9.704,0.404,2.836,0.712
147,lower leaflet,4.471,4.674,2.506,0.513
148,lower leaflet,3.643,4.577,2.383,0.540
149,lower leaflet,5.649,5.570,2.760,0.443
150,lower leaflet,3.903,5.522,2.930,0.505
151,lower leaflet,3.142,4.369,2.412,0.540
152,lower leaflet,5.176,4.121,2.864,0.505
153,lower leaflet,4.679,5.862,2.754,0.478
154,lower leaflet,3.889,5.977,2.472,0.495
155,lower leaflet,4.905,3.273,2.552,0.514
156,lower leaflet,4.019,7.044,2.879,0.499
157,lower leaflet,4.622,6.859,2.457,0.486
158,lower leaflet,3.466,6.738,2.785,0.471
159,lower leaflet,6.805,6.623,2.403,0.415
160,lower leaflet,3.273,3.540,2.124,0.533
161,lower leaflet,1.929,4.042,2.436,0.568
162,lower leaflet,4.118,3.170,2.802,0.512
163,lower leaflet,1.813,5.799,2.520,0.488
164,lower leaflet,6.994,5.715,2.468,0.450
165,lower leaflet,5.983,7.478,2.806,0.418
166,lower leaflet,3.634,2.631,2.152,0.524
167,lower leaflet,2.710,7.383,2.789,0.454
168,lower leaflet,1.427,4.916,2.611,0.548
169,lower leaflet,4.572,2.315,2.642,0.491
170,lower leaflet,7.328,6.301,2.399,0.438
171,lower leaflet,1.972,6.354,2.871,0.459
172,lower leaflet,3.883,2.317,2.631,0.513
173,lower leaflet,7.604,3.473,2.538,0.540
174,lower leaflet,6.773,4.270,3.042,0.429
175,lower leaflet,2.804,1.734,2.183,0.589
176,lower leaflet,4.905,7.959,2.601,0.547
177,lower leaflet,5.695,8.302,3.155,0.496
178,lower leaflet,1.408,2.624,2.542,0.618
179,lower leaflet,5.361,1.111,2.750,0.517
180,lower leaflet,3.438,1.026,2.728,0.546
181,lower leaflet,8.148,3.183,2.538,0.567
182,lower leaflet,7.527,2.500,2.246,0.528
183,lower leaflet,9.635,5.792,2.633,0.555
184,lower leaflet,0.562,3.853,2.288,0.614
185,lower leaflet,1.776,8.114,2.857,0.496
186,lower leaflet,4.570,9.473,2.534,0.603
187,lower leaflet,4.163,8.716,2.595,0.642
188,lower leaflet,0.042,5.085,2.632,0.579
189,lower leaflet,4.667,1.302,2.857,0.485
190,lower leaflet,0.469,6.829,2.496,0.525
191,lower leaflet,7.425,1.852,2.497,0.524
