resid,leaflet,X coords,Y coords,Z coords,Area per lipid
39,lower leaflet,6.071,4.738,2.817,0.427
40,lower leaflet,6.765,5.197,2.606,0.412
41,lower leaflet,3.090,5.350,2.361,0.570
42,lower leaflet,3.249,5.929,2.627,0.524
43,lower leaflet,6.348,3.574,2.817,0.352
44,lower leaflet,2.255,3.304,2.167,0.567
45,lower leaflet,5.102,2.703,2.380,0.467
46,lower leaflet,5.406,7.615,2.798,0.428
47,lower leaflet,3.004,2.480,1.875,0.558
48,lower leaflet,1.074,4.474,2.313,0.490
49,lower leaflet,1.722,6.958,2.834,0.438
50,lower leaflet,6.555,2.597,2.670,0.412
51,lower leaflet,6.695,2.113,2.353,0.467
52,lower leaflet,7.853,6.372,2.528,0.359
53,lower leaflet,1.528,1.628,2.122,0.484
54,lower leaflet,3.982,7.990,2.546,0.591
55,lower leaflet,7.121,7.215,2.803,0.408
56,lower leaflet,3.014,8.575,2.557,0.636
57,lower leaflet,0.299,4.580,2.589,0.412
58,lower leaflet,4.470,0.783,2.829,0.510
59,lower leaflet,3.901,0.734,2.573,0.542
60,lower leaflet,7.033,7.817,2.869,0.460
61,lower leaflet,2.261,8.454,2.632,0.603
62,lower leaflet,9.242,5.856,2.239,0.369
63,lower leaflet,9.707,3.407,2.166,0.460
64,lower leaflet,4.897,0.502,2.510,0.512
65,lower leaflet,3.482,9.257,2.617,0.630
66,lower leaflet,8.111,8.406,2.826,0.547
67,lower leaflet,9.567,6.712,2.437,0.437
68,lower leaflet,7.623,8.052,2.793,0.491
69,lower leaflet,0.766,7.802,2.741,0.504
70,lower leaflet,8.970,2.156,2.358,0.546
71,lower leaflet,0.240,0.997,2.492,0.637
72,lower leaflet,8.829,8.193,2.856,0.558
73,lower leaflet,9.318,7.812,2.560,0.526
74,lower leaflet,9.131,0.838,2.613,0.670
75,lower leaflet,8.722,9.681,2.613,0.702
76,lower leaflet,0.088,0.393,2.728,0.684
147,lower leaflet,4.587,4.820,2.416,0.526
148,lower leaflet,3.755,4.448,2.420,0.574
149,lower leaflet,5.632,5.631,2.879,0.446
150,lower leaflet,3.929,5.611,2.954,0.524
151,lower leaflet,3.218,4.353,2.376,0.578
152,lower leaflet,5.199,4.178,2.784,0.513
153,lower leaflet,4.701,5.939,2.805,0.489
154,lower leaflet,4.053,6.074,2.525,0.510
155,lower leaflet,5.001,3.302,2.526,0.525
156,lower leaflet,4.088,7.104,2.994,0.504
157,lower leaflet,4.682,6.949,2.557,0.483
158,lower leaflet,3.497,6.794,2.901,0.498
159,lower leaflet,6.848,6.763,2.341,0.421
160,lower leaflet,3.107,3.579,2.183,0.584
161,lower leaflet,2.158,4.024,2.521,0.583
162,lower leaflet,4.187,3.095,2.746,0.541
163,lower leaflet,1.886,5.812,2.458,0.519
164,lower leaflet,7.068,5.843,2.445,0.466
165,lower leaflet,5.934,7.624,2.779,0.414
166,lower leaflet,3.660,2.521,1.970,0.551
167,lower leaflet,2.867,7.500,2.761,0.467
168,lower leaflet,1.559,4.969,2.663,0.561
169,lower leaflet,4.652,2.256,2.726,0.511
170,lower leaflet,7.337,6.455,2.309,0.447
171,lower leaflet,2.006,6.409,2.786,0.484
172,lower leaflet,3.910,2.220,2.472,0.531
173,lower leaflet,7.755,3.487,2.490,0.548
174,lower leaflet,6.791,4.314,2.990,0.422
175,lower leaflet,2.795,1.655,2.200,0.577
176,lower leaflet,5.070,8.182,2.774,0.533
177,lower leaflet,5.678,8.352,3.066,0.492
178,lower leaflet,1.422,2.577,2.424,0.613
179,lower leaflet,5.554,1.218,2.706,0.569
180,lower leaflet,3.437,1.178,2.662,0.537
181,lower leaflet,8.267,3.181,2.591,0.561
182,lower leaflet,7.618,2.568,2.264,0.522
183,lower leaflet,9.737,5.864,2.566,0.536
184,lower leaflet,0.462,3.972,2.480,0.616
185,lower leaflet,1.844,8.121,2.817,0.474
186,lower leaflet,4.592,9.483,2.526,0.616
187,lower leaflet,4.293,8.972,2.538,0.636
188,lower leaflet,0.176,5.136,2.585,0.570
189,lower leaflet,4.707,1.372,2.771,0.519
190,lower leaflet,0.371,6.955,2.156,0.501
191,lower leaflet,7.592,1.895,2.529,0.508
192,lower leaflet,5.835,9.319,2.753,0.563
193,lower leaflet,2.013,7.679,2.576,0.449
194,lower leaflet,3.226,0.530,3.045,0.546
195,lower leaflet,0.123,2.201,2.328,0.577
196,lower leaflet,8.041,1.555,2.456,0.499
197,lower leaflet,0.853,2.023,1.898,0.620
198,lower leaflet,8.667,5.408,2.420,0.571
199,lower leaflet,5.495,0.192,2.658,0.592
200,lower leaflet,1.825,0.466,2.331,0.589
201,lower leaflet,3.255,0.021,2.607,0.578
202,lower leaflet,7.220,0.873,2.184,0.524
203,lower leaflet,8.568,1.393,2.598,0.496
204,lower leaflet,6.867,0.346,2.799,0.543
205,lower leaflet,0.751,8.493,3.106,0.497
206,lower leaflet,2.392,9.771,2.710,0.585
207,lower leaflet,7.901,0.677,2.431,0.518
208,lower leaflet,0.898,0.500,2.418,0.573
209,lower leaflet,8.889,7.174,2.930,0.457
210,lower leaflet,1.193,9.378,2.888,0.546
211,lower leaflet,8.614,8.863,2.927,0.452
212,lower leaflet,7.703,9.742,2.513,0.519
213,lower leaflet,0.526,9.147,3.054,0.510
214,lower leaflet,9.544,1.173,2.763,0.498
215,lower leaflet,0.452,9.638,2.598,0.523
216,lower leaflet,9.748,8.978,2.930,0.493
235,lower leaflet,2.322,4.591,2.562,0.555
236,lower leaflet,2.888,6.292,2.475,0.661
237,lower leaflet,2.472,2.605,2.136,0.644
238,lower leaflet,3.148,8.164,2.687,0.535
239,lower leaflet,7.014,4.575,2.413,0.428
240,lower leaflet,0.663,2.883,2.036,0.509
