resid,leaflet,X coords,Y coords,Z coords,Area per lipid
39,lower leaflet,6.086,4.537,2.877,0.391
40,lower leaflet,6.708,5.097,2.531,0.379
41,lower leaflet,3.080,5.379,2.390,0.466
42,lower leaflet,3.260,5.859,2.638,0.432
43,lower leaflet,6.386,3.563,2.706,0.342
44,lower leaflet,2.304,3.335,2.242,0.532
45,lower leaflet,5.064,2.322,2.333,0.459
46,lower leaflet,5.400,7.576,2.761,0.386
47,lower leaflet,2.871,2.412,1.823,0.526
48,lower leaflet,1.169,4.489,2.349,0.472
49,lower leaflet,1.736,6.906,2.703,0.451
50,lower leaflet,6.614,2.610,2.654,0.379
51,lower leaflet,6.855,2.207,2.334,0.435
52,lower leaflet,7.739,6.380,2.612,0.326
53,lower leaflet,1.614,1.615,1.952,0.529
54,lower leaflet,3.925,7.795,2.553,0.468
55,lower leaflet,6.931,7.095,3.011,0.353
56,lower leaflet,3.218,8.612,2.830,0.566
57,lower leaflet,0.252,4.454,2.465,0.436
58,lower leaflet,4.357,0.741,2.697,0.533
59,lower leaflet,3.857,0.691,2.390,0.568
60,lower leaflet,6.976,7.644,2.932,0.402
61,lower leaflet,2.489,8.497,2.750,0.607
62,lower leaflet,9.247,5.956,2.246,0.351
63,lower leaflet,9.718,3.360,2.191,0.507
64,lower leaflet,4.735,0.210,2.479,0.546
65,lower leaflet,3.383,9.071,2.741,0.587
66,lower leaflet,7.997,8.280,2.845,0.515
67,lower leaflet,9.487,6.833,2.529,0.459
68,lower leaflet,7.431,7.957,2.805,0.441
69,lower leaflet,0.796,7.682,2.959,0.517
70,lower leaflet,8.840,2.072,2.450,0.581
71,lower leaflet,0.193,1.100,2.487,0.716
72,lower leaflet,8.679,8.087,2.928,0.553
73,lower leaflet,9.493,7.838,2.766,0.543
74,lower leaflet,9.058,0.570,2.577,0.740
75,lower leaflet,8.694,9.564,2.560,0.724
76,lower leaflet,9.749,0.065,2.761,0.753
147,lower leaflet,4.364,4.580,2.466,0.539
148,lower leaflet,3.684,4.812,2.531,0.552
149,lower leaflet,5.622,5.478,2.758,0.467
150,lower leaflet,3.821,5.484,2.868,0.525
151,lower leaflet,3.053,4.429,2.282,0.553
152,lower leaflet,5.420,4.060,2.876,0.495
153,lower leaflet,4.845,5.801,2.757,0.528
154,lower leaflet,3.864,6.006,2.578,0.528
155,lower leaflet,5.128,3.147,2.488,0.535
156,lower leaflet,3.945,7.097,2.874,0.520
157,lower leaflet,4.671,6.744,2.579,0.521
158,lower leaflet,3.495,6.693,2.937,0.495
159,lower leaflet,6.736,6.646,2.518,0.401
160,lower leaflet,3.155,3.708,2.281,0.601
161,lower leaflet,1.999,3.972,2.528,0.547
162,lower leaflet,4.458,3.011,2.672,0.551
163,lower leaflet,1.755,5.744,2.393,0.478
164,lower leaflet,7.078,5.609,2.483,0.421
165,lower leaflet,5.985,7.398,2.811,0.409
166,lower leaflet,3.555,2.477,1.841,0.616
167,lower leaflet,2.876,7.553,2.732,0.457
168,lower leaflet,1.451,4.824,2.556,0.519
169,lower leaflet,4.717,2.113,2.760,0.524
170,lower leaflet,7.242,6.315,2.454,0.423
171,lower leaflet,1.929,6.361,2.743,0.456
172,lower leaflet,3.839,2.336,2.312,0.582
173,lower leaflet,7.705,3.476,2.528,0.530
174,lower leaflet,6.899,4.337,2.977,0.397
175,lower leaflet,2.747,1.832,2.005,0.621
176,lower leaflet,5.090,8.110,2.756,0.543
177,lower leaflet,5.623,8.282,2.964,0.516
178,lower leaflet,1.419,2.510,2.312,0.598
179,lower leaflet,5.650,1.351,2.628,0.566
180,lower leaflet,3.395,1.228,2.423,0.576
181,lower leaflet,8.319,3.255,2.622,0.565
182,lower leaflet,7.449,2.640,2.353,0.511
183,lower leaflet,9.670,5.831,2.626,0.567
184,lower leaflet,0.692,3.840,2.318,0.586
185,lower leaflet,2.007,8.147,2.887,0.459
186,lower leaflet,4.461,9.363,2.573,0.662
187,lower leaflet,4.370,8.604,2.674,0.641
188,lower leaflet,0.093,5.038,2.635,0.578
189,lower leaflet,4.657,1.246,2.590,0.551
190,lower leaflet,0.540,6.733,2.465,0.534
191,lower leaflet,7.629,1.971,2.568,0.505
192,lower leaflet,5.827,9.287,2.855,0.572
193,lower leaflet,2.040,7.696,2.577,0.443
194,lower leaflet,3.064,0.692,2.972,0.568
195,lower leaflet,0.040,2.088,2.163,0.572
196,lower leaflet,7.999,1.533,2.437,0.508
197,lower leaflet,0.962,1.857,1.929,0.632
198,lower leaflet,8.836,5.306,2.386,0.598
199,lower leaflet,5.278,0.023,2.563,0.620
200,lower leaflet,1.902,0.401,2.416,0.605
201,lower leaflet,2.986,9.715,2.767,0.590
202,lower leaflet,7.217,0.991,2.178,0.531
203,lower leaflet,8.604,1.254,2.372,0.513
204,lower leaflet,6.690,0.363,2.519,0.543
205,lower leaflet,0.750,8.367,3.214,0.481
206,lower leaflet,2.421,9.711,2.788,0.580
207,lower leaflet,7.840,0.840,2.365,0.535
208,lower leaflet,0.983,0.471,2.414,0.626
209,lower leaflet,8.900,7.180,2.852,0.513
210,lower leaflet,1.248,9.260,2.842,0.547
211,lower leaflet,8.440,8.744,2.882,0.484
212,lower leaflet,7.520,9.700,2.468,0.538
213,lower leaflet,0.576,9.032,3.014,0.515
214,lower leaflet,9.503,1.312,2.670,0.534
215,lower leaflet,0.389,9.550,2.627,0.544
216,lower leaflet,9.785,8.945,2.962,0.498
235,lower leaflet,2.261,4.481,2.480,0.529
236,lower leaflet,2.864,6.208,2.453,0.706
237,lower leaflet,2.335,2.732,2.038,0.574
238,lower leaflet,3.331,8.134,2.799,0.494
239,lower leaflet,7.133,4.504,2.118,0.474
240,lower leaflet,0.761,2.706,2.028,0.490
241,lower leaflet,8.036,7.344,2.605,0.516
242,lower leaflet,5.239,9.036,2.800,0.566
243,lower leaflet,8.258,6.693,2.690,0.499
244,lower leaflet,8.361,2.390,2.617,0.424
245,lower leaflet,1.701,0.943,2.024,0.628
246,lower leaflet,8.162,4.693,2.309,0.642
247,lower leaflet,6.001,0.756,2.943,0.553
248,lower leaflet,6.693,9.013,2.715,0.496
249,lower leaflet,0.189,2.743,2.236,0.481
250,lower leaflet,1.736,9.610,2.604,0.601
251,lower leaflet,0.132,8.217,3.113,0.435
252,lower leaflet,8.016,9.263,2.844,0.496
279,lower leaflet,4.694,5.354,2.245,0.492
280,lower leaflet,5.496,4.755,2.638,0.495
281,lower leaflet,4.402,3.985,2.483,0.446
282,lower leaflet,5.955,5.828,2.497,0.611
283,lower leaflet,5.193,6.984,2.445,0.614
284,lower leaflet,2.335,5.116,2.322,0.568
285,lower leaflet,6.167,6.959,2.562,0.601
286,lower leaflet,6.104,3.125,2.366,0.463
287,lower leaflet,7.219,3.833,2.490,0.460
288,lower leaflet,6.923,3.232,2.580,0.457
289,lower leaflet,5.838,2.047,2.417,0.494
290,lower leaflet,0.930,5.381,2.469,0.416
291,lower leaflet,1.111,3.094,2.359,0.350
292,lower leaflet,8.413,6.059,2.370,0.503
293,lower leaflet,8.856,3.751,2.341,0.543
294,lower leaflet,6.575,1.109,2.203,0.566
295,lower leaflet,7.455,5.041,2.344,0.487
296,lower leaflet,0.580,5.921,2.455,0.428
297,lower leaflet,9.246,3.186,1.900,0.560
298,lower leaflet,1.534,8.459,2.851,0.644
299,lower leaflet,0.426,7.268,2.688,0.507
300,lower leaflet,8.748,4.297,2.340,0.528
301,lower leaflet,2.519,0.786,2.337,0.339
302,lower leaflet,7.447,8.852,2.554,0.572
303,lower leaflet,6.422,9.530,2.609,0.562
304,lower leaflet,9.165,8.825,2.738,0.477
353,lower leaflet,5.374,5.287,2.974,0.306
354,lower leaflet,4.899,5.456,2.907,0.293
355,lower leaflet,6.312,5.072,3.136,0.332
356,lower leaflet,4.935,4.433,3.147,0.370
357,lower leaflet,3.127,3.978,2.810,0.443
358,lower leaflet,4.938,3.682,3.115,0.399
359,lower leaflet,4.298,3.578,3.081,0.451
360,lower leaflet,6.247,3.618,3.455,0.326
361,lower leaflet,6.728,4.036,3.308,0.313
362,lower leaflet,7.025,4.676,3.102,0.322
363,lower leaflet,6.543,2.809,3.166,0.307
364,lower leaflet,4.571,7.560,3.186,0.409
365,lower leaflet,3.956,7.675,3.170,0.395
366,lower leaflet,1.783,3.566,2.821,0.390
367,lower leaflet,7.633,6.506,3.135,0.298
368,lower leaflet,5.811,2.223,2.891,0.356
369,lower leaflet,6.509,7.079,2.971,0.305
370,lower leaflet,1.253,5.800,2.891,0.346
371,lower leaflet,7.536,5.570,3.152,0.341
372,lower leaflet,6.116,7.627,3.139,0.353
373,lower leaflet,2.424,7.384,3.050,0.445
374,lower leaflet,3.404,7.091,3.269,0.418
375,lower leaflet,1.321,3.246,2.796,0.378
376,lower leaflet,7.230,6.973,3.300,0.297
377,lower leaflet,4.756,1.690,3.098,0.401
378,lower leaflet,4.326,1.786,3.314,0.424
379,lower leaflet,1.424,6.380,2.985,0.381
380,lower leaflet,1.815,6.094,2.982,0.363
381,lower leaflet,6.142,8.185,3.134,0.386
382,lower leaflet,0.515,4.584,2.730,0.390
383,lower leaflet,1.445,7.182,3.197,0.441
384,lower leaflet,7.607,2.287,3.024,0.276
385,lower leaflet,6.526,8.633,3.135,0.411
386,lower leaflet,2.814,1.394,2.825,0.339
387,lower leaflet,1.534,1.897,2.648,0.348
388,lower leaflet,7.483,7.412,3.350,0.302
389,lower leaflet,0.754,5.386,3.105,0.344
390,lower leaflet,8.809,5.759,2.768,0.347
391,lower leaflet,8.165,2.294,2.921,0.293
392,lower leaflet,9.405,4.354,2.723,0.468
393,lower leaflet,7.263,0.219,2.694,0.399
394,lower leaflet,2.573,0.958,2.894,0.301
395,lower leaflet,9.124,6.888,3.393,0.293
396,lower leaflet,9.200,6.458,3.169,0.306
397,lower leaflet,6.368,0.753,3.285,0.332
398,lower leaflet,9.291,1.976,2.706,0.334
399,lower leaflet,9.147,1.494,2.777,0.324
400,lower leaflet,9.346,8.585,3.489,0.326
1,upper leaflet,6.206,4.707,7.576,0.573
2,upper leaflet,6.494,3.590,7.445,0.649
3,upper leaflet,7.356,4.384,7.529,0.689
4,upper leaflet,4.174,4.627,7.449,0.616
5,upper leaflet,6.649,2.029,7.264,0.535
6,upper leaflet,5.071,2.566,7.398,0.543
7,upper leaflet,3.655,5.692,7.350,0.654
8,upper leaflet,3.738,7.731,6.934,0.553
9,upper leaflet,5.506,1.950,7.200,0.525
10,upper leaflet,3.238,6.300,7.258,0.645
11,upper leaflet,4.762,7.859,6.988,0.534
12,upper leaflet,7.849,2.982,7.420,0.592
13,upper leaflet,5.492,7.315,7.133,0.519
14,upper leaflet,6.948,7.153,7.548,0.500
15,upper leaflet,2.575,3.457,7.094,0.504
16,upper leaflet,6.067,7.486,6.958,0.502
17,upper leaflet,9.574,2.781,7.221,0.397
18,upper leaflet,1.413,4.451,6.970,0.432
19,upper leaflet,8.776,6.388,7.231,0.539
20,upper leaflet,8.187,7.502,7.384,0.596
21,upper leaflet,3.493,8.988,6.855,0.494
22,upper leaflet,7.123,8.277,7.406,0.540
23,upper leaflet,3.706,0.732,7.073,0.517
24,upper leaflet,0.776,6.707,7.179,0.531
25,upper leaflet,3.662,0.126,7.007,0.502
26,upper leaflet,8.939,2.545,7.050,0.426
27,upper leaflet,1.453,7.392,7.439,0.593
28,upper leaflet,7.395,9.089,7.339,0.557
29,upper leaflet,6.188,9.154,7.104,0.527
30,upper leaflet,2.875,0.703,7.011,0.521
31,upper leaflet,2.886,9.722,7.130,0.503
32,upper leaflet,9.169,8.394,7.553,0.671
33,upper leaflet,9.097,9.405,7.261,0.623
34,upper leaflet,8.666,0.317,7.255,0.603
35,upper leaflet,9.249,0.941,7.227,0.584
36,upper leaflet,0.993,9.005,7.168,0.606
37,upper leaflet,0.520,1.611,6.894,0.533
38,upper leaflet,0.447,8.595,7.127,0.615
77,upper leaflet,5.859,4.214,7.510,0.545
78,upper leaflet,6.697,4.575,7.058,0.492
79,upper leaflet,4.784,4.573,7.029,0.555
80,upper leaflet,5.647,3.468,7.569,0.601
81,upper leaflet,4.755,5.345,7.174,0.521
82,upper leaflet,6.628,2.987,7.211,0.564
83,upper leaflet,5.602,6.145,7.293,0.444
84,upper leaflet,4.114,6.858,7.273,0.601
85,upper leaflet,6.985,5.039,7.352,0.465
86,upper leaflet,4.228,6.054,7.217,0.582
87,upper leaflet,7.991,4.603,7.080,0.492
88,upper leaflet,7.328,2.932,7.071,0.531
89,upper leaflet,6.995,5.603,7.260,0.458
90,upper leaflet,4.363,2.995,7.465,0.619
91,upper leaflet,4.668,2.114,6.974,0.565
92,upper leaflet,2.728,6.035,7.125,0.535
93,upper leaflet,8.940,4.706,6.782,0.496
94,upper leaflet,2.785,4.413,7.044,0.535
95,upper leaflet,3.418,3.388,7.127,0.565
96,upper leaflet,8.015,5.891,7.318,0.463
97,upper leaflet,3.547,2.571,7.311,0.566
98,upper leaflet,6.051,1.522,7.029,0.523
99,upper leaflet,3.090,7.379,6.968,0.561
100,upper leaflet,8.823,5.607,6.961,0.463
101,upper leaflet,8.695,4.251,7.239,0.560
102,upper leaflet,2.685,7.330,7.363,0.553
103,upper leaflet,7.665,6.853,7.183,0.494
104,upper leaflet,2.850,2.581,6.843,0.517
105,upper leaflet,8.125,6.602,7.113,0.485
106,upper leaflet,2.057,4.487,7.034,0.540
107,upper leaflet,4.098,8.711,6.726,0.467
108,upper leaflet,4.904,0.648,7.178,0.507
109,upper leaflet,7.105,0.194,6.993,0.485
110,upper leaflet,7.549,7.660,7.656,0.546
111,upper leaflet,6.409,8.165,7.174,0.516
112,upper leaflet,9.258,5.252,6.840,0.473
113,upper leaflet,1.761,6.274,7.149,0.500
114,upper leaflet,3.286,1.413,6.861,0.522
115,upper leaflet,4.606,9.177,6.940,0.481
116,upper leaflet,1.640,3.218,6.612,0.494
117,upper leaflet,5.178,8.928,7.036,0.514
118,upper leaflet,6.466,0.592,7.257,0.526
119,upper leaflet,4.374,0.372,7.091,0.484
120,upper leaflet,7.815,1.926,6.962,0.418
121,upper leaflet,8.116,0.048,7.244,0.440
122,upper leaflet,1.128,5.556,7.161,0.518
123,upper leaflet,9.560,3.455,6.968,0.613
124,upper leaflet,9.208,7.445,7.369,0.567
125,upper leaflet,8.175,8.572,7.531,0.549
126,upper leaflet,0.379,4.035,6.794,0.586
127,upper leaflet,5.342,0.173,7.107,0.526
128,upper leaflet,0.272,5.765,7.009,0.500
129,upper leaflet,2.156,7.779,7.302,0.614
130,upper leaflet,2.204,1.522,6.825,0.526
131,upper leaflet,9.658,6.639,7.188,0.545
132,upper leaflet,6.167,9.735,7.212,0.536
133,upper leaflet,0.500,2.778,6.869,0.518
134,upper leaflet,7.357,9.450,6.927,0.476
135,upper leaflet,1.159,8.357,7.399,0.650
136,upper leaflet,8.927,2.065,6.631,0.438
137,upper leaflet,1.326,1.584,6.777,0.496
138,upper leaflet,2.339,0.897,6.950,0.537
139,upper leaflet,8.649,8.976,7.264,0.508
140,upper leaflet,1.830,0.572,6.839,0.545
141,upper leaflet,0.751,0.659,7.036,0.514
142,upper leaflet,0.488,9.168,7.151,0.538
143,upper leaflet,9.613,9.145,7.239,0.533
144,upper leaflet,9.486,1.546,6.825,0.467
145,upper leaflet,9.694,0.735,6.725,0.498
146,upper leaflet,0.718,0.033,7.046,0.532
217,upper leaflet,5.470,5.076,7.257,0.539
218,upper leaflet,5.107,3.759,7.663,0.510
