resid,leaflet,X coords,Y coords,Z coords,Area per lipid
39,lower leaflet,6.032,4.645,2.790,0.394
40,lower leaflet,6.751,5.035,2.463,0.387
41,lower leaflet,2.934,5.419,2.333,0.579
42,lower leaflet,3.209,5.886,2.650,0.538
43,lower leaflet,6.298,3.592,2.789,0.332
44,lower leaflet,2.305,3.437,2.258,0.560
45,lower leaflet,5.008,2.593,2.239,0.519
46,lower leaflet,5.386,7.625,2.726,0.374
47,lower leaflet,2.768,2.418,1.937,0.605
48,lower leaflet,0.629,4.594,2.065,0.477
49,lower leaflet,1.644,6.856,2.914,0.475
50,lower leaflet,6.409,2.600,2.631,0.365
51,lower leaflet,6.742,2.176,2.275,0.400
52,lower leaflet,7.816,6.349,2.490,0.348
53,lower leaflet,1.522,1.561,2.168,0.578
54,lower leaflet,3.915,7.853,2.907,0.509
55,lower leaflet,7.057,7.183,2.812,0.366
56,lower leaflet,2.994,8.759,2.710,0.628
57,lower leaflet,9.779,4.433,2.534,0.435
58,lower leaflet,4.431,0.752,2.964,0.502
59,lower leaflet,3.911,0.842,2.707,0.535
60,lower leaflet,7.224,7.792,2.829,0.409
61,lower leaflet,2.318,8.530,2.661,0.633
62,lower leaflet,9.158,5.978,2.385,0.377
63,lower leaflet,9.619,3.308,2.253,0.495
64,lower leaflet,4.765,0.331,2.819,0.505
65,lower leaflet,3.528,9.462,2.613,0.602
66,lower leaflet,8.200,8.406,2.756,0.501
67,lower leaflet,9.532,6.921,2.507,0.447
68,lower leaflet,7.771,7.940,2.756,0.436
69,lower leaflet,0.775,7.693,2.888,0.523
70,lower leaflet,8.923,2.394,2.370,0.582
71,lower leaflet,0.195,1.189,2.323,0.672
72,lower leaflet,8.923,8.191,2.912,0.513
73,lower leaflet,9.390,7.840,2.746,0.500
74,lower leaflet,9.096,0.863,2.417,0.690
75,lower leaflet,8.663,9.631,2.504,0.695
76,lower leaflet,9.684,0.316,2.643,0.725
147,lower leaflet,4.249,4.639,2.594,0.539
148,lower leaflet,3.554,4.464,2.242,0.547
149,lower leaflet,5.707,5.632,2.737,0.490
150,lower leaflet,3.890,5.482,2.974,0.555
151,lower leaflet,2.938,4.550,2.377,0.553
152,lower leaflet,5.079,4.175,2.837,0.511
153,lower leaflet,4.548,6.022,2.720,0.552
154,lower leaflet,4.017,6.086,2.653,0.551
155,lower leaflet,5.062,3.398,2.647,0.547
156,lower leaflet,3.808,7.324,2.765,0.541
157,lower leaflet,4.860,6.806,2.349,0.552
158,lower leaflet,3.506,6.809,2.845,0.543
159,lower leaflet,6.865,6.655,2.396,0.432
160,lower leaflet,3.285,3.420,2.395,0.547
161,lower leaflet,2.038,4.028,2.304,0.574
162,lower leaflet,3.950,3.167,2.664,0.537
163,lower leaflet,1.639,5.794,2.405,0.540
164,lower leaflet,7.143,5.597,2.392,0.457
165,lower leaflet,5.976,7.419,2.730,0.466
166,lower leaflet,3.708,2.701,2.297,0.538
167,lower leaflet,2.682,7.539,2.996,0.518
168,lower leaflet,1.325,4.933,2.279,0.593
169,lower leaflet,4.522,2.192,2.745,0.526
170,lower leaflet,7.275,6.258,2.317,0.455
171,lower leaflet,1.924,6.275,2.836,0.542
172,lower leaflet,3.871,2.225,2.575,0.528
173,lower leaflet,7.631,3.481,2.514,0.550
174,lower leaflet,6.836,4.251,2.980,0.416
175,lower leaflet,2.629,1.765,2.208,0.552
176,lower leaflet,4.932,8.088,2.803,0.561
177,lower leaflet,5.735,8.222,2.952,0.506
178,lower leaflet,1.436,2.457,2.545,0.575
179,lower leaflet,5.166,1.212,2.633,0.549
180,lower leaflet,3.177,1.245,2.663,0.519
181,lower leaflet,8.222,3.167,2.549,0.559
182,lower leaflet,7.568,2.671,2.265,0.527
183,lower leaflet,9.710,5.917,2.671,0.553
