resid,leaflet,X coords,Y coords,Z coords,Area per lipid
39,lower leaflet,6.022,4.572,3.007,0.401
40,lower leaflet,6.652,5.361,2.651,0.418
41,lower leaflet,3.069,5.429,2.420,0.473
42,lower leaflet,3.222,5.956,2.682,0.452
43,lower leaflet,6.154,3.638,2.714,0.346
44,lower leaflet,2.108,3.505,2.214,0.479
45,lower leaflet,4.911,2.876,2.504,0.485
46,lower leaflet,5.365,7.816,2.634,0.448
47,lower leaflet,2.588,3.227,1.729,0.489
48,lower leaflet,1.216,4.337,2.131,0.430
49,lower leaflet,1.854,6.800,2.590,0.474
50,lower leaflet,6.437,2.692,2.664,0.348
51,lower leaflet,6.651,2.240,2.317,0.383
52,lower leaflet,7.886,6.489,2.558,0.331
53,lower leaflet,1.901,1.735,1.913,0.560
54,lower leaflet,3.880,7.849,2.702,0.486
55,lower leaflet,7.046,7.242,2.786,0.354
56,lower leaflet,3.241,8.684,2.886,0.584
57,lower leaflet,0.176,4.295,2.341,0.402
58,lower leaflet,4.426,0.807,2.877,0.525
59,lower leaflet,3.973,0.869,2.616,0.552
60,lower leaflet,7.173,7.794,2.790,0.399
61,lower leaflet,2.508,8.494,2.686,0.627
62,lower leaflet,9.186,5.817,2.071,0.395
63,lower leaflet,9.535,3.314,2.397,0.467
64,lower leaflet,4.641,0.236,2.780,0.550
65,lower leaflet,3.331,9.400,2.790,0.604
66,lower leaflet,8.125,8.486,2.820,0.491
67,lower leaflet,9.665,6.961,2.188,0.495
68,lower leaflet,7.674,8.117,2.748,0.435
69,lower leaflet,0.563,7.796,2.654,0.526
70,lower leaflet,8.505,2.362,2.231,0.509
71,lower leaflet,9.675,1.138,2.610,0.664
72,lower leaflet,8.868,8.310,2.861,0.531
73,lower leaflet,9.371,7.874,2.702,0.530
74,lower leaflet,8.939,0.747,3.025,0.629
75,lower leaflet,8.719,0.110,2.617,0.630
76,lower leaflet,9.625,0.287,2.811,0.655
147,lower leaflet,4.341,5.137,2.387,0.493
148,lower leaflet,3.832,4.744,2.362,0.499
149,lower leaflet,5.753,5.649,2.807,0.431
150,lower leaflet,3.794,5.542,2.910,0.500
151,lower leaflet,3.206,4.593,2.407,0.504
152,lower leaflet,5.426,4.234,2.857,0.438
153,lower leaflet,4.910,6.042,2.768,0.507
154,lower leaflet,3.874,6.043,2.502,0.522
155,lower leaflet,5.019,3.742,2.549,0.509
156,lower leaflet,3.997,7.122,2.932,0.535
157,lower leaflet,4.711,6.820,2.521,0.523
158,lower leaflet,3.380,6.778,2.708,0.510
159,lower leaflet,6.857,6.752,2.372,0.401
160,lower leaflet,3.043,3.923,2.096,0.568
161,lower leaflet,2.075,4.217,2.499,0.548
162,lower leaflet,4.098,3.246,2.533,0.603
163,lower leaflet,1.781,5.663,2.402,0.509
164,lower leaflet,7.088,5.900,2.536,0.424
165,lower leaflet,6.101,7.508,2.749,0.427
166,lower leaflet,3.357,2.704,2.003,0.661
167,lower leaflet,2.850,7.448,2.814,0.501
168,lower leaflet,1.325,4.756,2.523,0.557
169,lower leaflet,4.480,2.506,2.276,0.614
170,lower leaflet,7.386,6.407,2.313,0.421
