resid,leaflet,X coords,Y coords,Z coords,Thickness
104,lower leaflet,15.510,13.330,4.060,4.156
124,lower leaflet,13.640,7.400,3.830,3.761
311,lower leaflet,3.150,12.430,2.940,3.964
381,lower leaflet,8.950,19.790,3.010,3.854
658,lower leaflet,15.480,21.280,3.720,4.001
826,lower leaflet,20.240,24.320,3.820,4.045
962,lower leaflet,5.920,24.120,3.490,3.770
1001,lower leaflet,11.450,13.760,2.920,3.942
1002,lower leaflet,12.870,11.860,3.470,3.920
1003,lower leaflet,9.380,11.280,2.010,3.616
1004,lower leaflet,10.330,13.210,2.420,3.753
1005,lower leaflet,13.630,11.010,3.100,3.863
1006,lower leaflet,10.030,11.060,2.510,3.666
1007,lower leaflet,11.760,7.630,3.320,3.831
1008,lower leaflet,13.570,11.970,2.910,4.250
1009,lower leaflet,12.850,12.530,2.780,3.663
1010,lower leaflet,13.140,9.810,3.490,4.067
1011,lower leaflet,8.760,10.620,2.700,3.620
1012,lower leaflet,12.670,11.130,2.850,3.965
1013,lower leaflet,15.340,11.630,3.110,4.117
1014,lower leaflet,12.960,9.470,3.140,4.043
1015,lower leaflet,11.300,10.890,2.900,4.148
1016,lower leaflet,8.870,10.120,2.240,3.530
1017,lower leaflet,13.850,10.240,3.390,3.971
1018,lower leaflet,14.660,7.730,3.000,4.100
1019,lower leaflet,14.390,14.610,3.040,3.947
1020,lower leaflet,8.490,18.710,2.720,4.360
1021,lower leaflet,12.770,15.980,2.870,3.866
1022,lower leaflet,11.170,13.060,2.680,3.604
1023,lower leaflet,11.000,11.660,3.010,3.823
1024,lower leaflet,10.520,12.430,2.590,3.826
1026,lower leaflet,14.150,11.020,3.020,3.920
1027,lower leaflet,14.220,9.270,3.900,3.875
1028,lower leaflet,14.600,9.080,3.190,3.823
1029,lower leaflet,16.280,12.440,3.290,4.112
1030,lower leaflet,6.240,10.380,1.980,3.541
1031,lower leaflet,15.170,6.620,3.410,3.848
1032,lower leaflet,13.240,12.320,3.010,3.714
1033,lower leaflet,12.110,12.970,2.800,3.435
1034,lower leaflet,8.990,12.110,2.260,3.809
1035,lower leaflet,14.260,7.580,3.370,4.129
1036,lower leaflet,14.270,7.020,3.360,3.826
1037,lower leaflet,11.410,9.810,2.970,4.129
1038,lower leaflet,10.450,13.570,2.750,3.737
1039,lower leaflet,10.070,15.670,2.360,3.655
1040,lower leaflet,9.040,14.760,2.810,3.675
1041,lower leaflet,10.420,11.440,2.770,3.793
1042,lower leaflet,13.060,13.870,3.150,3.884
1043,lower leaflet,11.000,10.250,2.800,3.983
1045,lower leaflet,15.420,14.590,3.470,4.019
1046,lower leaflet,13.640,12.750,3.100,4.148
1047,lower leaflet,14.120,16.720,3.450,3.917
1049,lower leaflet,9.390,9.360,2.310,3.650
1050,lower leaflet,14.700,13.290,3.100,3.992
1051,lower leaflet,14.650,10.460,3.460,4.161
1052,lower leaflet,13.560,6.740,3.240,3.979
1053,lower leaflet,12.530,6.430,3.580,3.881
