resid,leaflet,X coords,Y coords,Z coords,Thickness
86,lower leaflet,14.200,5.010,3.550,3.642
104,lower leaflet,14.720,6.170,3.430,3.599
111,lower leaflet,9.140,17.410,3.520,4.230
115,lower leaflet,11.220,16.250,3.860,3.833
311,lower leaflet,0.850,11.970,3.640,3.928
318,lower leaflet,16.880,8.290,4.010,4.126
381,lower leaflet,6.250,20.240,4.040,3.938
415,lower leaflet,15.560,1.620,3.120,3.854
434,lower leaflet,12.090,6.720,3.530,4.141
586,lower leaflet,17.340,3.040,3.160,3.757
630,lower leaflet,19.840,24.090,3.230,4.113
658,lower leaflet,16.560,20.220,3.090,4.044
800,lower leaflet,12.000,2.020,3.620,3.886
826,lower leaflet,19.890,22.900,3.290,3.811
962,lower leaflet,2.790,21.190,4.320,4.052
1001,lower leaflet,10.410,15.670,3.480,4.042
1002,lower leaflet,12.410,11.670,3.680,3.797
1003,lower leaflet,11.140,15.610,3.270,3.805
1004,lower leaflet,11.100,14.940,3.380,3.749
1005,lower leaflet,12.590,11.580,3.130,3.667
1006,lower leaflet,9.440,12.570,3.380,3.893
1007,lower leaflet,5.590,14.340,3.720,3.803
1008,lower leaflet,14.660,7.570,3.290,3.987
1009,lower leaflet,14.590,12.910,2.830,3.745
1010,lower leaflet,10.480,10.870,3.010,3.960
1011,lower leaflet,2.840,11.340,3.400,3.945
1012,lower leaflet,13.780,13.070,2.950,3.881
1013,lower leaflet,14.080,12.410,2.990,3.894
1014,lower leaflet,11.850,9.740,3.400,3.701
1015,lower leaflet,12.810,12.920,3.220,3.937
1016,lower leaflet,5.570,15.250,3.420,3.977
1017,lower leaflet,12.470,9.830,3.360,3.890
1018,lower leaflet,13.960,6.760,3.390,3.614
1019,lower leaflet,16.690,14.900,2.390,3.872
1020,lower leaflet,6.180,17.540,3.670,4.177
1021,lower leaflet,13.540,19.820,2.050,4.301
1022,lower leaflet,13.510,9.950,2.810,3.764
1023,lower leaflet,11.130,13.210,3.000,3.575
1024,lower leaflet,11.360,11.970,3.450,3.648
1026,lower leaflet,14.160,8.220,2.840,3.722
1027,lower leaflet,9.340,10.770,4.300,4.067
1028,lower leaflet,12.770,8.790,3.160,3.720
1029,lower leaflet,17.350,10.070,2.640,3.654
1030,lower leaflet,5.920,8.740,3.120,4.036
1031,lower leaflet,14.680,5.180,3.220,3.654
1032,lower leaflet,14.390,9.820,2.590,3.908
1033,lower leaflet,12.740,13.460,3.110,3.741
1034,lower leaflet,12.450,14.090,3.280,3.776
1035,lower leaflet,16.820,6.560,3.330,3.665
1036,lower leaflet,12.140,8.910,3.450,3.680
1037,lower leaflet,7.330,12.760,4.070,3.872
1038,lower leaflet,10.540,14.250,3.280,4.054
1039,lower leaflet,5.010,15.340,3.280,3.575
1040,lower leaflet,10.310,15.120,3.320,4.124
1041,lower leaflet,12.060,12.500,3.380,3.946
1042,lower leaflet,12.730,17.080,3.100,4.112
1043,lower leaflet,7.510,13.830,3.900,3.670
1045,lower leaflet,19.190,13.410,2.130,3.700
1046,lower leaflet,12.420,14.840,3.090,3.674
1047,lower leaflet,18.070,15.320,1.830,3.787
1049,lower leaflet,6.110,13.490,3.520,3.835
1050,lower leaflet,15.660,10.270,2.510,3.785
1051,lower leaflet,14.470,11.450,2.700,3.929
1052,lower leaflet,10.430,6.340,3.120,4.176
1053,lower leaflet,8.200,5.110,3.470,3.690
1054,lower leaflet,16.460,7.360,3.390,3.588
1055,lower leaflet,9.940,16.600,3.250,3.890
1056,lower leaflet,9.640,15.750,3.310,4.123
1057,lower leaflet,11.480,13.470,3.290,3.620
1058,lower leaflet,13.360,8.440,3.140,3.423
1059,lower leaflet,13.310,15.690,2.820,3.897
1060,lower leaflet,13.970,9.080,2.870,3.739
1061,lower leaflet,8.850,16.880,3.240,4.150
1062,lower leaflet,12.280,16.260,2.930,3.810
1063,lower leaflet,9.980,14.270,3.330,4.154
1064,lower leaflet,5.450,9.430,2.710,4.028
1066,lower leaflet,11.600,11.960,4.020,3.689
1067,lower leaflet,14.270,14.570,2.580,4.115
1068,lower leaflet,7.230,19.930,3.470,3.696
