resid,leaflet,X coords,Y coords,Z coords,Thickness
104,lower leaflet,14.790,9.860,3.730,4.093
311,lower leaflet,1.050,12.530,3.410,3.537
381,lower leaflet,7.370,18.990,4.160,3.908
386,lower leaflet,19.660,15.570,4.740,4.035
415,lower leaflet,15.930,1.210,3.000,3.981
434,lower leaflet,12.680,5.690,3.330,3.714
580,lower leaflet,2.750,5.250,2.620,4.013
586,lower leaflet,19.070,4.140,2.670,3.497
630,lower leaflet,18.420,0.740,3.010,3.875
658,lower leaflet,17.600,19.980,4.360,3.748
800,lower leaflet,14.420,24.560,3.230,4.043
826,lower leaflet,19.880,23.220,3.440,3.863
962,lower leaflet,3.740,21.880,3.970,3.812
1001,lower leaflet,11.600,15.680,3.320,3.366
1002,lower leaflet,12.520,12.170,3.740,3.905
1003,lower leaflet,9.680,14.820,3.420,3.936
1004,lower leaflet,11.440,15.200,3.470,3.543
1005,lower leaflet,13.820,11.910,3.020,3.678
1006,lower leaflet,10.320,13.200,3.160,3.820
1007,lower leaflet,7.840,12.600,3.200,3.950
1008,lower leaflet,14.490,11.040,3.600,3.790
1009,lower leaflet,17.310,14.060,3.440,3.910
1010,lower leaflet,10.320,11.030,3.590,4.162
1011,lower leaflet,4.950,11.930,3.590,4.207
1012,lower leaflet,14.660,13.350,3.790,4.244
1013,lower leaflet,15.240,12.760,3.110,3.945
1014,lower leaflet,11.160,10.740,3.140,3.972
1015,lower leaflet,14.370,12.340,3.580,3.834
1016,lower leaflet,7.420,12.910,3.210,3.793
1017,lower leaflet,11.680,11.500,3.360,3.801
1018,lower leaflet,13.290,9.380,3.420,3.894
1019,lower leaflet,14.110,15.920,3.520,4.200
1020,lower leaflet,7.430,18.690,3.720,4.010
1021,lower leaflet,13.270,18.430,3.280,4.043
1022,lower leaflet,12.800,12.670,3.290,4.076
1023,lower leaflet,10.420,14.020,3.480,3.914
1024,lower leaflet,11.050,13.510,3.220,4.128
1026,lower leaflet,13.990,10.190,3.260,3.761
1027,lower leaflet,9.210,11.910,3.940,4.049
1028,lower leaflet,13.190,10.310,3.540,3.592
1029,lower leaflet,18.850,11.560,3.250,3.895
1030,lower leaflet,6.280,8.630,2.270,4.080
1031,lower leaflet,14.520,6.350,2.460,3.979
1032,lower leaflet,14.950,11.930,3.510,3.831
1033,lower leaflet,13.340,13.190,3.390,3.839
1034,lower leaflet,11.860,13.820,3.550,4.142
1035,lower leaflet,14.710,7.400,2.760,4.108
1036,lower leaflet,12.470,8.540,3.110,3.959
1037,lower leaflet,9.330,10.480,3.130,4.176
1038,lower leaflet,10.060,13.580,3.060,3.865
1039,lower leaflet,7.010,16.900,4.050,4.063
1040,lower leaflet,9.320,15.090,3.580,3.938
1041,lower leaflet,11.370,13.000,3.380,4.053
1042,lower leaflet,11.930,17.050,3.700,3.742
1043,lower leaflet,9.190,12.330,3.090,4.021
1045,lower leaflet,19.430,12.950,3.250,3.899
1046,lower leaflet,12.700,13.950,3.540,3.874
1047,lower leaflet,18.630,16.280,3.420,3.793
1049,lower leaflet,8.550,11.630,3.220,3.989
1050,lower leaflet,16.080,12.630,3.230,3.654
1051,lower leaflet,13.170,11.030,3.260,3.820
1052,lower leaflet,11.830,6.250,2.650,3.801
1053,lower leaflet,10.620,3.290,3.340,3.972
1054,lower leaflet,15.080,7.810,3.030,4.245
1055,lower leaflet,9.540,16.690,3.570,3.871
1056,lower leaflet,10.770,15.380,3.380,3.705
1057,lower leaflet,12.360,13.060,3.260,4.125
1058,lower leaflet,14.430,9.240,2.890,3.964
1059,lower leaflet,13.050,15.250,3.310,3.559
1060,lower leaflet,12.420,10.310,3.400,3.600
1061,lower leaflet,8.500,16.550,3.530,3.899
1062,lower leaflet,11.920,17.930,3.440,4.245
1063,lower leaflet,7.550,15.270,3.360,4.138
1064,lower leaflet,7.890,7.190,2.430,4.059
1066,lower leaflet,10.860,11.830,3.660,3.908
1067,lower leaflet,14.000,14.380,3.390,4.047
1068,lower leaflet,6.360,20.460,3.100,4.142
1069,lower leaflet,9.450,11.490,3.580,4.075
1070,lower leaflet,10.200,15.870,3.480,3.673
1071,lower leaflet,14.670,8.120,3.070,4.051
1072,lower leaflet,13.930,7.840,2.820,4.029
1073,lower leaflet,17.470,11.760,2.890,3.850
1074,lower leaflet,8.410,17.820,3.690,3.823
1075,lower leaflet,13.750,8.690,3.140,3.941
1076,lower leaflet,16.430,13.610,3.410,4.081
1078,lower leaflet,12.960,9.050,3.160,3.984
1079,lower leaflet,15.520,13.610,3.430,3.958
1080,lower leaflet,15.660,8.730,2.660,4.047
1081,lower leaflet,10.320,6.150,2.710,3.957
1082,lower leaflet,9.470,6.270,2.610,4.005
1083,lower leaflet,17.800,9.640,2.300,4.252
1084,lower leaflet,12.720,16.680,3.550,3.759
1085,lower leaflet,9.980,5.700,2.720,3.884
