resid,leaflet,X coords,Y coords,Z coords,Thickness
104,lower leaflet,15.260,8.790,2.710,3.909
311,lower leaflet,1.890,12.260,3.280,4.208
381,lower leaflet,6.700,19.870,3.580,3.733
415,lower leaflet,16.190,1.370,3.280,3.917
434,lower leaflet,12.250,6.640,3.030,3.824
580,lower leaflet,2.610,5.820,2.960,3.583
586,lower leaflet,18.780,3.480,3.310,3.882
630,lower leaflet,19.810,0.920,3.440,3.850
658,lower leaflet,16.320,20.240,3.410,3.622
800,lower leaflet,13.310,0.350,3.140,3.911
826,lower leaflet,19.290,23.470,3.460,3.745
929,lower leaflet,22.080,23.650,5.040,3.758
962,lower leaflet,2.270,21.790,4.100,4.024
1001,lower leaflet,11.830,16.260,3.220,3.743
1002,lower leaflet,11.430,11.920,4.100,3.714
1003,lower leaflet,10.460,15.370,3.450,3.827
1004,lower leaflet,11.520,15.260,3.400,3.577
1005,lower leaflet,13.130,11.660,3.080,3.758
1006,lower leaflet,10.510,12.410,3.190,3.452
1007,lower leaflet,7.450,13.290,3.140,4.162
1008,lower leaflet,14.550,10.640,2.770,4.092
1009,lower leaflet,16.170,13.630,2.660,3.757
1010,lower leaflet,10.030,10.210,3.400,3.908
1011,lower leaflet,4.530,11.910,3.000,3.879
1012,lower leaflet,13.720,12.590,3.110,3.973
1013,lower leaflet,15.250,13.110,2.930,3.925
1014,lower leaflet,10.940,10.410,3.300,3.895
1015,lower leaflet,14.080,12.070,3.370,3.948
1016,lower leaflet,6.760,13.810,3.360,4.125
1017,lower leaflet,11.280,9.530,2.980,3.975
1018,lower leaflet,12.840,9.930,2.990,4.003
1019,lower leaflet,14.370,14.620,3.000,3.655
1020,lower leaflet,6.970,19.780,3.120,3.773
1021,lower leaflet,13.080,18.790,3.110,4.061
1022,lower leaflet,12.300,11.420,3.220,3.594
1023,lower leaflet,11.160,13.770,3.100,3.776
1024,lower leaflet,10.910,13.300,3.380,3.556
1026,lower leaflet,13.810,10.400,2.600,3.988
1027,lower leaflet,9.050,10.470,3.650,4.116
1028,lower leaflet,13.410,10.010,2.980,4.142
1029,lower leaflet,17.570,11.250,2.390,3.557
1030,lower leaflet,5.850,8.420,2.940,4.212
1031,lower leaflet,13.680,5.750,1.980,3.807
1032,lower leaflet,14.000,11.660,2.930,3.977
1033,lower leaflet,12.560,13.990,3.630,3.873
1034,lower leaflet,11.910,13.440,3.410,3.573
1035,lower leaflet,14.810,7.060,2.120,3.569
1036,lower leaflet,11.260,7.490,2.630,3.519
1037,lower leaflet,8.690,10.620,3.310,3.963
1038,lower leaflet,10.120,13.740,3.110,4.060
1039,lower leaflet,6.540,16.410,3.130,3.870
1040,lower leaflet,9.740,15.050,3.100,3.582
1041,lower leaflet,11.500,12.550,3.420,3.621
1042,lower leaflet,13.040,16.710,3.380,3.843
1043,lower leaflet,8.420,11.520,3.100,3.915
1045,lower leaflet,18.070,12.660,2.510,3.406
1046,lower leaflet,12.260,12.790,3.330,3.580
1047,lower leaflet,17.800,15.380,3.350,3.714
1049,lower leaflet,7.630,10.880,3.360,3.668
1050,lower leaflet,16.480,12.800,3.000,3.748
1051,lower leaflet,13.680,10.840,2.850,4.015
1052,lower leaflet,10.830,6.500,2.970,3.569
1053,lower leaflet,9.780,2.580,3.470,3.639
1054,lower leaflet,15.250,7.770,2.460,3.754
1055,lower leaflet,10.210,16.450,2.960,3.877
1056,lower leaflet,10.700,16.240,3.230,3.781
1057,lower leaflet,12.420,12.210,3.640,3.717
1058,lower leaflet,13.180,9.090,2.880,4.181
1059,lower leaflet,11.990,15.340,3.180,3.354
1060,lower leaflet,11.630,9.900,3.090,3.998
1061,lower leaflet,8.660,17.010,3.070,4.397
1062,lower leaflet,12.010,17.330,3.460,3.607
1063,lower leaflet,8.330,14.630,3.400,3.738
1064,lower leaflet,6.530,8.160,3.120,3.919
1066,lower leaflet,10.520,11.780,3.990,3.243
1067,lower leaflet,13.090,14.190,3.550,4.014
1068,lower leaflet,6.380,20.410,2.900,3.762
1069,lower leaflet,9.430,10.700,3.420,4.046
1070,lower leaflet,9.150,16.000,3.190,4.036
1071,lower leaflet,14.290,8.080,2.610,3.926
1072,lower leaflet,12.770,8.250,3.000,3.876
1073,lower leaflet,16.640,9.950,2.080,3.958
1074,lower leaflet,7.540,17.640,3.280,3.928
1075,lower leaflet,13.330,8.590,2.520,4.078
1076,lower leaflet,16.690,12.370,3.160,3.890
1078,lower leaflet,12.410,8.560,2.880,3.944
1079,lower leaflet,15.760,12.900,2.940,3.759
1080,lower leaflet,15.670,8.540,2.280,3.828
1081,lower leaflet,10.750,5.960,2.930,3.702
1082,lower leaflet,8.810,5.320,3.150,4.112
1083,lower leaflet,18.580,9.340,1.710,3.773
1084,lower leaflet,13.810,16.220,3.660,3.936
1085,lower leaflet,9.650,5.180,2.890,3.538
1086,lower leaflet,9.950,11.830,3.020,3.718
1087,lower leaflet,11.270,14.300,3.300,3.365
1088,lower leaflet,9.140,15.130,3.270,3.617
1089,lower leaflet,15.160,10.960,2.330,4.094
1090,lower leaflet,12.570,16.420,3.420,3.689
1091,lower leaflet,14.780,12.620,3.080,3.816
1092,lower leaflet,5.370,24.740,3.080,4.233
1093,lower leaflet,13.310,12.160,3.410,3.979
1094,lower leaflet,16.130,11.240,2.250,3.765
1095,lower leaflet,8.920,12.930,3.000,4.000
1096,lower leaflet,13.970,15.270,3.500,3.762
1097,lower leaflet,17.530,13.560,2.530,4.091
1098,lower leaflet,9.410,9.240,3.040,4.212
1099,lower leaflet,18.920,14.470,3.020,3.678
1100,lower leaflet,3.780,15.190,3.150,3.814
1101,lower leaflet,8.410,8.700,3.450,3.786
1102,lower leaflet,14.050,8.920,2.400,4.238
1103,lower leaflet,15.660,12.390,2.920,3.938
1104,lower leaflet,9.770,18.300,3.150,3.958
1105,lower leaflet,6.470,4.760,2.750,4.000
1106,lower leaflet,4.810,16.820,3.140,3.870
1107,lower leaflet,15.160,9.670,2.460,4.044
1108,lower leaflet,10.670,12.120,3.620,3.210
1109,lower leaflet,5.840,11.410,3.270,3.914
1110,lower leaflet,13.480,9.550,2.680,4.213
1111,lower leaflet,12.200,20.920,3.240,4.109
1112,lower leaflet,13.770,13.440,3.700,4.379
1113,lower leaflet,9.190,11.420,3.200,3.918
1114,lower leaflet,15.970,14.250,2.960,3.991
1115,lower leaflet,16.200,12.100,2.650,3.879
1116,lower leaflet,12.050,6.830,2.630,3.710
1117,lower leaflet,11.030,4.230,2.750,3.723
1118,lower leaflet,20.730,9.850,1.850,3.961
