resid,leaflet,X coords,Y coords,Z coords,Thickness
104,lower leaflet,15.610,9.390,4.280,3.841
311,lower leaflet,1.460,11.580,3.040,3.613
381,lower leaflet,9.090,20.160,3.630,4.236
415,lower leaflet,16.540,0.560,3.360,3.698
434,lower leaflet,13.550,5.500,4.100,3.788
580,lower leaflet,2.630,6.120,2.880,4.088
586,lower leaflet,18.890,2.870,3.360,3.494
658,lower leaflet,17.580,20.220,3.220,3.512
800,lower leaflet,15.860,23.170,3.020,3.906
826,lower leaflet,20.180,22.350,3.110,3.956
962,lower leaflet,3.370,23.040,3.100,3.914
1001,lower leaflet,11.540,14.830,2.860,4.007
1002,lower leaflet,12.760,12.590,3.660,3.638
1003,lower leaflet,9.810,13.320,2.630,3.873
1004,lower leaflet,10.090,14.440,2.570,3.775
1005,lower leaflet,12.720,11.910,3.350,3.650
1006,lower leaflet,11.460,12.600,3.350,3.365
1007,lower leaflet,8.880,9.960,2.950,3.756
1008,lower leaflet,14.640,12.290,3.160,3.621
1009,lower leaflet,16.030,13.620,2.280,3.858
1010,lower leaflet,11.070,10.360,3.080,4.054
1011,lower leaflet,5.730,11.830,2.600,3.905
1012,lower leaflet,13.940,12.960,3.020,3.620
1013,lower leaflet,15.220,12.390,3.000,3.615
1014,lower leaflet,12.340,10.450,3.460,3.646
1015,lower leaflet,13.200,12.000,3.390,3.644
1016,lower leaflet,8.830,11.250,2.940,3.705
1017,lower leaflet,12.730,10.530,3.190,3.697
1018,lower leaflet,13.590,8.640,3.690,3.675
1019,lower leaflet,13.800,15.660,2.810,4.288
1020,lower leaflet,8.530,19.620,3.030,4.292
1021,lower leaflet,13.370,19.170,2.710,3.923
1022,lower leaflet,12.310,12.590,3.260,3.579
1023,lower leaflet,10.460,13.760,2.790,3.811
1024,lower leaflet,10.620,14.720,2.630,3.916
1026,lower leaflet,14.660,11.810,3.450,3.757
1027,lower leaflet,10.090,10.890,3.730,3.575
1028,lower leaflet,14.180,9.840,3.650,3.584
1029,lower leaflet,17.850,11.160,3.340,3.744
1030,lower leaflet,5.860,9.510,2.930,4.033
1031,lower leaflet,14.890,5.780,3.480,3.904
1032,lower leaflet,14.880,13.120,2.950,3.480
1033,lower leaflet,13.280,13.380,3.040,4.051
1034,lower leaflet,11.810,13.660,2.820,4.188
1035,lower leaflet,14.790,7.520,3.350,3.576
1036,lower leaflet,13.040,7.270,3.220,3.851
1037,lower leaflet,9.730,9.260,2.860,3.774
1038,lower leaflet,9.520,14.140,2.490,3.785
1039,lower leaflet,7.100,15.330,2.820,3.816
1040,lower leaflet,8.470,15.320,2.720,3.710
1041,lower leaflet,11.120,13.080,3.070,3.839
1042,lower leaflet,11.810,18.500,2.870,3.900
1043,lower leaflet,10.260,11.440,2.880,3.566
1045,lower leaflet,18.320,13.980,2.840,4.248
1046,lower leaflet,12.830,14.730,2.890,4.103
1047,lower leaflet,16.770,16.800,2.550,3.666
1049,lower leaflet,8.540,9.140,3.030,4.216
1050,lower leaflet,16.000,12.490,2.960,3.797
1051,lower leaflet,13.860,11.840,3.570,3.615
1052,lower leaflet,12.960,6.440,3.730,3.798
1053,lower leaflet,10.850,3.950,3.960,4.015
1054,lower leaflet,15.020,8.420,3.630,3.684
1055,lower leaflet,9.170,16.890,3.200,3.727
1056,lower leaflet,11.110,15.010,3.130,4.134
1057,lower leaflet,12.390,13.160,2.890,3.845
