0.0	66.77006481044843	29.4741506643513	35.0	0,1
100.0	67.57869121603358	30.329849191628092	36.69999694824219	0,1
200.0	69.81847338654832	31.1959126703597	39.0	0,1,4,5
300.0	69.86469553802529	32.207486946243186	40.29999542236328	0,1,4,5
400.0	69.03251489682125	31.68982711223053	39.79999923706055	0,1,4
500.0	68.41389910535109	30.094504012396474	38.29999923706055	0,1,4
600.0	67.26952477910581	29.886538128823474	37.29999923706055	0,1
700.0	67.09172113408636	29.483332371582712	37.20000076293945	0,1,4
800.0	65.67719904026318	28.72973173365935	37.599998474121094	0,1,4
900.0	68.39597687246838	30.662893510222407	39.29999923706055	0,1
1000.0	67.96557073778811	30.257001946584634	39.19999694824219	0,1,4
1100.0	67.96324065130574	30.229221058960604	39.0	0,1,4
1200.0	67.4003593771607	29.949250416313774	40.20000076293945	0,1,4,5
1300.0	66.41259084665582	29.710745549833522	39.39999771118164	0,1,4,5
1400.0	65.27917410623581	28.634667973167836	39.099998474121094	0,1,4
1500.0	64.74176309230224	28.355238901799858	39.39999771118164	0,1,4
1600.0	67.44215348995176	29.85142912129218	40.599998474121094	0,1,4
1700.0	67.1753063707842	30.01116969143162	41.0	1,4
1800.0	67.45592968335295	29.926005709472694	40.79999923706055	1,4
1900.0	66.32029146032419	29.008751351012418	47.29999923706055	4,8
2000.0	67.91370051925999	30.826212949339936	46.900001525878906	4,7
2100.0	67.49633214693604	29.753618293171723	50.29999542236328	7,10,11
2200.0	68.18234555787414	31.110847283412234	48.69999694824219	7,8,10,11
2300.0	66.62371323698112	29.83936963475907	47.099998474121094	7,11
2400.0	66.9496824311868	30.081681255224318	44.79999923706055	4,7,8
2500.0	68.70155290442041	31.586548577777137	46.5	4,5,7,8,11
2600.0	65.75175018475524	30.195062403121973	44.69999694824219	4,7,8
2700.0	67.41089194177435	31.48914751039397	45.89999771118164	4,7,8,11
2800.0	63.83672211116252	29.06457186832786	42.599998474121094	4,7,8
2900.0	66.23225414007139	30.62727895075456	45.69999694824219	4,7,8
3000.0	65.69047443088733	29.449007048940686	44.20000076293945	4,7,8
3100.0	66.12250024168358	29.638448022644884	44.5	4,7,8
3200.0	64.35912699689833	29.29904923941548	44.0	4,7,8,11
3300.0	66.02087380749519	30.583310509304354	45.29999542236328	4,7,11
3400.0	63.78520678419707	27.677307868614236	43.5	4,7,8
3500.0	66.51892604151307	30.70942023424926	44.5	4,7,11
3600.0	65.44450529066579	28.611301345867805	44.29999923706055	4,7,11
3700.0	67.81780836852872	30.66754608101082	47.70000076293945	7,11
3800.0	68.3874332089782	29.744321282807515	46.70000076293945	4,7,8,11
3900.0	66.1147027929121	28.736843230288265	47.0	7,8,11
4000.0	66.93357332348309	30.21194117424127	48.19999694824219	7,8
4100.0	66.00465834950758	29.540059412620096	46.79999923706055	7,10
4200.0	66.9417531785125	30.47202179869023	47.70000076293945	7,8,11
4300.0	65.6451959772107	29.899120998462628	47.19999694824219	7,11
4400.0	66.23259983297089	29.00864067449578	47.999996185302734	7,11
4500.0	67.38213438912688	29.61396343924592	48.19999694824219	11
4600.0	65.90522881936658	29.19543496230146	46.19999694824219	7,11
4700.0	61.419848394828676	27.545011623148383	44.79999923706055	4,7,8,11
4800.0	62.21563630894906	27.392514694603076	44.79999923706055	4,7,8,11
4900.0	63.01287716201859	26.403776455841733	44.0	4,7,8,11
5000.0	63.63542378492357	27.517294520593893	44.099998474121094	4,7,11
