resid,leaflet,X coords,Y coords,Z coords,Area per lipid
39,lower leaflet,5.966,4.672,3.041,0.428
40,lower leaflet,6.503,5.117,2.678,0.419
41,lower leaflet,3.026,5.393,2.432,0.477
42,lower leaflet,3.155,5.915,2.738,0.444
43,lower leaflet,6.272,3.576,2.752,0.366
44,lower leaflet,2.155,3.357,2.311,0.524
45,lower leaflet,4.867,2.537,2.385,0.521
46,lower leaflet,5.444,7.576,2.707,0.419
47,lower leaflet,2.867,2.704,1.720,0.547
48,lower leaflet,1.124,4.442,2.273,0.458
49,lower leaflet,1.800,6.857,2.725,0.458
50,lower leaflet,6.579,2.613,2.629,0.425
51,lower leaflet,6.933,2.204,2.371,0.470
52,lower leaflet,7.773,6.409,2.595,0.341
53,lower leaflet,1.708,1.418,1.917,0.494
54,lower leaflet,3.756,7.927,2.633,0.519
55,lower leaflet,6.924,7.170,2.792,0.372
56,lower leaflet,3.048,8.630,2.796,0.598
57,lower leaflet,0.302,4.239,2.292,0.442
58,lower leaflet,4.201,0.806,2.714,0.524
59,lower leaflet,3.697,0.717,2.480,0.539
60,lower leaflet,7.083,7.698,2.748,0.412
61,lower leaflet,2.407,8.523,2.743,0.622
62,lower leaflet,9.148,5.720,2.324,0.318
63,lower leaflet,9.724,3.328,2.300,0.486
64,lower leaflet,4.430,0.161,2.493,0.549
65,lower leaflet,3.478,9.317,2.566,0.584
66,lower leaflet,8.116,8.351,2.819,0.494
67,lower leaflet,9.337,6.562,2.351,0.343
68,lower leaflet,7.626,8.025,2.753,0.449
69,lower leaflet,0.753,7.642,2.873,0.481
70,lower leaflet,8.753,2.112,2.519,0.573
71,lower leaflet,9.780,1.129,2.591,0.740
72,lower leaflet,8.805,8.189,3.007,0.516
73,lower leaflet,9.294,7.803,2.787,0.478
74,lower leaflet,8.807,0.755,2.699,0.717
75,lower leaflet,8.633,9.469,2.422,0.649
76,lower leaflet,9.500,9.777,2.893,0.740
147,lower leaflet,4.540,4.844,2.335,0.498
148,lower leaflet,3.885,4.765,2.394,0.528
149,lower leaflet,5.535,5.501,2.938,0.451
150,lower leaflet,3.707,5.458,2.981,0.523
151,lower leaflet,2.942,4.482,2.402,0.544
152,lower leaflet,5.111,3.976,3.064,0.510
153,lower leaflet,4.727,5.906,2.852,0.519
154,lower leaflet,3.714,5.996,2.574,0.526
155,lower leaflet,4.987,3.369,2.517,0.556
156,lower leaflet,3.833,7.158,3.039,0.527
157,lower leaflet,4.541,6.932,2.683,0.534
158,lower leaflet,3.391,6.688,3.087,0.505
159,lower leaflet,6.742,6.561,2.492,0.401
160,lower leaflet,3.275,3.867,2.196,0.563
161,lower leaflet,1.884,4.023,2.719,0.551
162,lower leaflet,4.176,3.046,2.767,0.567
163,lower leaflet,1.720,5.654,2.554,0.490
164,lower leaflet,6.903,5.783,2.454,0.417
165,lower leaflet,5.982,7.479,2.956,0.440
166,lower leaflet,3.524,2.557,1.874,0.599
167,lower leaflet,2.828,7.498,2.889,0.483
168,lower leaflet,1.426,4.823,2.646,0.527
169,lower leaflet,4.554,2.142,2.738,0.557
170,lower leaflet,7.212,6.390,2.342,0.410
171,lower leaflet,1.945,6.243,2.891,0.460
172,lower leaflet,3.756,2.446,2.574,0.580
173,lower leaflet,7.591,3.408,2.485,0.526
174,lower leaflet,6.822,4.274,2.952,0.376
175,lower leaflet,2.732,1.833,2.109,0.639
176,lower leaflet,4.958,7.950,2.706,0.553
177,lower leaflet,5.444,8.403,2.813,0.571
178,lower leaflet,1.873,2.231,1.960,0.712
179,lower leaflet,5.543,1.669,2.324,0.563
180,lower leaflet,3.360,1.259,2.480,0.592
181,lower leaflet,8.209,3.157,2.610,0.553
182,lower leaflet,7.488,2.570,2.334,0.504
183,lower leaflet,9.673,5.801,2.566,0.579
184,lower leaflet,0.668,3.683,2.443,0.568
185,lower leaflet,1.873,8.189,2.818,0.487
186,lower leaflet,4.286,9.324,2.562,0.620
187,lower leaflet,4.229,8.757,2.846,0.624
188,lower leaflet,0.066,4.763,2.437,0.573
189,lower leaflet,4.750,1.240,2.619,0.564
190,lower leaflet,0.512,6.802,2.384,0.539
191,lower leaflet,7.540,1.883,2.583,0.484
192,lower leaflet,5.700,9.268,2.563,0.601
193,lower leaflet,2.105,7.669,2.630,0.462
194,lower leaflet,2.939,0.749,2.826,0.578
195,lower leaflet,0.020,2.105,2.465,0.607
196,lower leaflet,7.906,1.467,2.364,0.483
197,lower leaflet,0.897,1.701,2.164,0.704
198,lower leaflet,8.695,5.335,2.564,0.605
199,lower leaflet,5.141,0.060,2.574,0.609
200,lower leaflet,1.613,0.356,2.429,0.606
201,lower leaflet,2.990,9.663,2.890,0.591
202,lower leaflet,7.029,0.944,2.229,0.511
203,lower leaflet,8.482,1.311,2.420,0.483
204,lower leaflet,6.516,0.453,2.716,0.527
205,lower leaflet,0.645,8.314,3.163,0.469
206,lower leaflet,2.269,9.749,2.722,0.589
207,lower leaflet,7.663,0.670,2.318,0.519
208,lower leaflet,0.949,0.422,2.535,0.629
209,lower leaflet,8.896,7.272,3.037,0.522
210,lower leaflet,1.128,9.063,2.973,0.530
211,lower leaflet,8.525,8.812,2.954,0.452
212,lower leaflet,7.610,9.660,2.417,0.537
213,lower leaflet,0.556,8.979,3.000,0.505
214,lower leaflet,9.316,1.229,2.827,0.517
215,lower leaflet,0.343,9.581,2.742,0.542
216,lower leaflet,0.007,8.828,2.831,0.478
235,lower leaflet,2.323,4.487,2.550,0.512
236,lower leaflet,2.699,6.298,2.635,0.655
237,lower leaflet,2.451,2.898,2.071,0.482
238,lower leaflet,3.181,8.125,2.848,0.477
239,lower leaflet,7.128,4.523,2.176,0.497
240,lower leaflet,0.633,2.627,2.105,0.493
241,lower leaflet,7.852,7.377,2.724,0.519
242,lower leaflet,5.128,9.112,2.627,0.589
243,lower leaflet,8.316,6.628,2.830,0.519
244,lower leaflet,8.223,2.367,2.656,0.392
245,lower leaflet,1.689,0.826,2.010,0.531
246,lower leaflet,8.196,4.661,2.374,0.668
247,lower leaflet,5.833,0.651,2.800,0.649
248,lower leaflet,6.762,9.100,2.577,0.540
249,lower leaflet,0.104,2.782,2.395,0.476
250,lower leaflet,1.641,9.640,2.738,0.577
251,lower leaflet,0.026,8.198,3.098,0.452
252,lower leaflet,8.117,9.246,2.891,0.467
279,lower leaflet,4.763,5.389,2.426,0.473
280,lower leaflet,5.368,4.786,2.767,0.469
281,lower leaflet,4.053,4.146,2.494,0.406
282,lower leaflet,5.811,5.841,2.623,0.597
283,lower leaflet,5.154,6.888,2.501,0.647
284,lower leaflet,2.350,5.130,2.433,0.544
285,lower leaflet,6.211,6.954,2.657,0.620
286,lower leaflet,6.047,3.171,2.385,0.432
287,lower leaflet,7.121,3.984,2.437,0.487
288,lower leaflet,6.828,3.249,2.470,0.457
289,lower leaflet,5.765,2.306,2.296,0.457
290,lower leaflet,0.908,5.399,2.343,0.422
291,lower leaflet,1.040,2.979,2.382,0.461
292,lower leaflet,8.407,6.062,2.420,0.536
293,lower leaflet,8.775,3.679,2.380,0.582
294,lower leaflet,6.369,1.130,2.273,0.590
295,lower leaflet,7.337,5.056,2.533,0.527
296,lower leaflet,0.582,5.945,2.406,0.445
297,lower leaflet,9.167,3.101,2.089,0.593
298,lower leaflet,1.243,8.416,2.874,0.517
299,lower leaflet,0.276,7.187,2.719,0.513
300,lower leaflet,8.728,4.292,2.353,0.559
301,lower leaflet,2.341,0.745,2.328,0.332
302,lower leaflet,7.488,8.773,2.369,0.565
303,lower leaflet,6.552,9.701,2.533,0.572
304,lower leaflet,9.146,8.913,2.616,0.442
353,lower leaflet,5.277,5.335,3.123,0.282
354,lower leaflet,4.864,5.615,3.094,0.263
355,lower leaflet,6.228,5.185,3.335,0.330
356,lower leaflet,4.715,4.634,3.241,0.333
357,lower leaflet,3.202,3.960,2.935,0.372
358,lower leaflet,4.651,3.798,3.244,0.367
359,lower leaflet,4.027,3.795,3.136,0.386
360,lower leaflet,6.178,3.613,3.471,0.332
361,lower leaflet,6.522,4.072,3.451,0.333
362,lower leaflet,6.904,4.601,3.186,0.345
363,lower leaflet,6.329,2.968,3.111,0.313
364,lower leaflet,4.449,7.607,3.315,0.401
365,lower leaflet,3.866,7.784,3.225,0.376
366,lower leaflet,1.659,3.434,3.010,0.380
367,lower leaflet,7.576,6.512,3.098,0.300
368,lower leaflet,5.699,2.342,2.849,0.349
369,lower leaflet,6.511,7.153,3.117,0.320
370,lower leaflet,1.194,5.826,2.736,0.362
371,lower leaflet,7.388,5.628,3.083,0.355
372,lower leaflet,6.212,7.741,2.997,0.372
373,lower leaflet,2.121,7.362,3.218,0.416
374,lower leaflet,3.310,7.154,3.362,0.383
375,lower leaflet,1.181,3.236,2.731,0.370
376,lower leaflet,7.225,7.024,3.152,0.299
377,lower leaflet,4.937,1.666,3.207,0.404
378,lower leaflet,4.319,1.555,3.150,0.452
379,lower leaflet,1.409,6.510,2.855,0.393
380,lower leaflet,1.684,6.073,3.137,0.359
381,lower leaflet,6.058,8.227,3.228,0.418
382,lower leaflet,0.600,4.441,2.662,0.405
383,lower leaflet,1.357,7.377,3.145,0.447
384,lower leaflet,7.463,2.280,3.099,0.265
385,lower leaflet,6.583,8.616,2.981,0.442
386,lower leaflet,2.659,1.388,2.705,0.357
387,lower leaflet,1.471,1.807,2.572,0.364
388,lower leaflet,7.567,7.418,3.247,0.298
389,lower leaflet,0.647,5.343,2.980,0.369
390,lower leaflet,8.933,5.775,2.965,0.357
391,lower leaflet,8.076,2.128,2.900,0.292
392,lower leaflet,9.369,4.375,2.775,0.473
393,lower leaflet,7.201,0.296,2.491,0.394
394,lower leaflet,2.442,0.891,2.810,0.314
395,lower leaflet,9.173,6.893,3.405,0.337
396,lower leaflet,9.348,6.420,3.264,0.343
397,lower leaflet,6.244,0.706,3.153,0.313
398,lower leaflet,9.122,2.008,2.837,0.340
399,lower leaflet,9.032,1.463,2.951,0.327
400,lower leaflet,9.349,8.666,3.440,0.313
1,upper leaflet,6.082,4.618,7.890,0.622
2,upper leaflet,6.559,3.618,7.512,0.704
3,upper leaflet,7.650,4.447,7.637,0.759
4,upper leaflet,3.935,4.213,7.225,0.683
5,upper leaflet,6.749,2.257,7.208,0.589
6,upper leaflet,5.258,2.623,7.382,0.598
7,upper leaflet,3.666,5.784,7.390,0.701
8,upper leaflet,3.884,7.806,6.941,0.544
9,upper leaflet,5.774,2.004,7.139,0.579
10,upper leaflet,3.409,6.472,7.211,0.655
11,upper leaflet,4.911,7.879,7.266,0.525
12,upper leaflet,8.015,3.157,7.456,0.624
13,upper leaflet,5.613,7.266,7.370,0.510
14,upper leaflet,7.045,7.203,7.572,0.505
15,upper leaflet,2.327,3.434,7.097,0.479
16,upper leaflet,6.111,7.503,7.187,0.505
17,upper leaflet,9.780,2.756,7.282,0.394
18,upper leaflet,1.370,4.364,7.049,0.448
19,upper leaflet,8.851,6.434,7.219,0.507
20,upper leaflet,8.184,7.508,7.112,0.565
21,upper leaflet,3.427,8.941,7.157,0.498
22,upper leaflet,6.927,8.199,7.462,0.555
23,upper leaflet,3.760,0.528,7.251,0.512
24,upper leaflet,0.927,6.799,7.160,0.517
25,upper leaflet,3.943,9.776,7.185,0.487
26,upper leaflet,8.984,2.418,7.136,0.427
27,upper leaflet,1.491,7.436,7.494,0.560
28,upper leaflet,7.586,8.893,7.326,0.606
29,upper leaflet,6.225,9.232,7.170,0.576
30,upper leaflet,3.086,0.646,6.966,0.522
31,upper leaflet,2.840,9.675,7.107,0.519
32,upper leaflet,9.082,8.211,7.489,0.628
33,upper leaflet,9.160,9.192,7.372,0.595
34,upper leaflet,8.885,0.217,7.261,0.570
35,upper leaflet,9.350,0.828,7.214,0.543
36,upper leaflet,1.175,9.243,7.245,0.616
37,upper leaflet,0.593,1.357,6.872,0.522
38,upper leaflet,0.409,8.561,7.271,0.610
77,upper leaflet,5.845,4.076,7.721,0.527
78,upper leaflet,6.760,4.690,7.176,0.503
79,upper leaflet,4.714,4.585,7.074,0.559
80,upper leaflet,5.653,3.518,7.493,0.551
81,upper leaflet,4.785,5.250,7.469,0.560
82,upper leaflet,6.949,2.886,7.290,0.541
83,upper leaflet,5.655,6.172,7.497,0.503
84,upper leaflet,4.131,6.943,7.366,0.605
85,upper leaflet,7.059,5.161,7.507,0.471
86,upper leaflet,4.326,6.019,7.507,0.617
87,upper leaflet,8.170,4.726,7.256,0.471
88,upper leaflet,7.528,3.128,7.250,0.565
89,upper leaflet,7.138,5.684,7.339,0.460
90,upper leaflet,4.232,2.897,7.308,0.579
91,upper leaflet,4.785,2.280,6.929,0.571
92,upper leaflet,2.853,6.179,7.149,0.525
93,upper leaflet,9.005,4.676,6.883,0.461
94,upper leaflet,2.738,4.409,6.995,0.496
95,upper leaflet,3.396,3.281,7.001,0.514
96,upper leaflet,8.190,5.876,7.400,0.443
97,upper leaflet,3.545,2.696,6.881,0.531
98,upper leaflet,6.152,1.531,7.003,0.517
99,upper leaflet,3.105,7.447,7.140,0.559
100,upper leaflet,8.921,5.681,7.061,0.442
101,upper leaflet,8.667,4.292,7.217,0.516
102,upper leaflet,2.650,7.220,7.380,0.554
103,upper leaflet,7.806,6.894,7.251,0.470
104,upper leaflet,2.917,2.592,6.860,0.495
105,upper leaflet,8.203,6.545,7.233,0.456
106,upper leaflet,2.073,4.360,6.919,0.507
107,upper leaflet,4.145,8.605,6.769,0.427
108,upper leaflet,4.953,0.738,7.168,0.504
109,upper leaflet,7.125,0.293,6.953,0.509
110,upper leaflet,7.633,7.505,7.608,0.503
111,upper leaflet,6.351,8.280,7.147,0.494
112,upper leaflet,9.389,5.255,7.027,0.443
113,upper leaflet,1.795,6.265,7.286,0.468
114,upper leaflet,3.581,1.393,6.992,0.529
115,upper leaflet,4.644,9.080,7.098,0.440
116,upper leaflet,1.697,3.109,6.593,0.468
117,upper leaflet,5.353,8.852,7.256,0.472
118,upper leaflet,6.424,0.635,7.313,0.531
119,upper leaflet,4.531,0.248,7.160,0.473
120,upper leaflet,7.789,1.804,6.931,0.446
121,upper leaflet,8.277,0.083,7.169,0.463
122,upper leaflet,1.128,5.819,7.367,0.467
123,upper leaflet,9.718,3.415,7.125,0.576
124,upper leaflet,9.181,7.216,7.304,0.509
125,upper leaflet,8.164,8.471,7.457,0.527
126,upper leaflet,0.215,4.001,6.776,0.525
127,upper leaflet,5.436,0.263,7.114,0.509
128,upper leaflet,0.373,5.849,7.088,0.472
129,upper leaflet,2.059,7.869,7.511,0.647
130,upper leaflet,2.457,1.440,6.691,0.522
