resid,leaflet,X coords,Y coords,Z coords,Area per lipid
39,lower leaflet,6.057,4.678,3.010,0.406
40,lower leaflet,6.607,5.241,2.644,0.404
41,lower leaflet,3.174,5.359,2.485,0.460
42,lower leaflet,3.335,5.853,2.836,0.432
43,lower leaflet,6.353,3.665,2.874,0.347
44,lower leaflet,2.125,3.514,2.418,0.531
45,lower leaflet,5.088,2.841,2.268,0.426
46,lower leaflet,5.431,7.716,2.824,0.412
47,lower leaflet,3.087,3.079,1.754,0.597
48,lower leaflet,1.188,4.398,2.147,0.454
49,lower leaflet,1.835,6.808,2.532,0.513
50,lower leaflet,6.521,2.689,2.713,0.379
51,lower leaflet,6.776,2.307,2.367,0.425
52,lower leaflet,7.878,6.319,2.627,0.365
53,lower leaflet,1.591,1.487,1.892,0.631
54,lower leaflet,3.827,7.936,2.757,0.544
55,lower leaflet,7.004,7.177,2.990,0.363
56,lower leaflet,3.233,8.561,2.822,0.615
57,lower leaflet,0.333,4.255,2.208,0.443
58,lower leaflet,4.397,0.789,2.860,0.555
59,lower leaflet,3.902,0.813,2.609,0.581
60,lower leaflet,7.103,7.712,2.951,0.407
61,lower leaflet,2.487,8.503,2.741,0.663
62,lower leaflet,9.197,5.756,2.138,0.407
63,lower leaflet,9.775,3.257,2.294,0.481
64,lower leaflet,4.614,0.176,2.709,0.581
65,lower leaflet,3.414,9.374,2.678,0.633
66,lower leaflet,8.067,8.395,2.853,0.498
67,lower leaflet,9.593,7.048,2.325,0.472
68,lower leaflet,7.594,8.018,2.874,0.445
69,lower leaflet,0.604,7.830,2.638,0.501
70,lower leaflet,8.834,2.122,2.474,0.527
71,lower leaflet,0.185,1.173,2.409,0.668
72,lower leaflet,8.763,8.177,2.964,0.522
73,lower leaflet,9.236,7.783,2.534,0.507
74,lower leaflet,9.021,0.753,2.776,0.654
75,lower leaflet,8.731,9.568,2.591,0.640
76,lower leaflet,9.706,0.255,2.817,0.687
147,lower leaflet,4.281,5.049,2.526,0.486
148,lower leaflet,3.711,4.664,2.405,0.472
149,lower leaflet,5.683,5.655,2.836,0.470
150,lower leaflet,3.878,5.473,3.099,0.482
151,lower leaflet,3.181,4.475,2.501,0.457
152,lower leaflet,5.244,4.177,3.123,0.465
153,lower leaflet,4.808,5.920,2.756,0.520
154,lower leaflet,3.889,5.994,2.700,0.500
155,lower leaflet,5.118,3.490,2.728,0.501
156,lower leaflet,3.861,7.126,3.073,0.495
157,lower leaflet,4.509,7.122,2.630,0.511
158,lower leaflet,3.413,6.699,2.990,0.479
159,lower leaflet,6.892,6.634,2.566,0.422
160,lower leaflet,3.057,3.961,2.193,0.491
161,lower leaflet,2.112,4.168,2.457,0.496
162,lower leaflet,4.381,3.192,2.564,0.533
163,lower leaflet,1.856,5.644,2.445,0.488
164,lower leaflet,7.008,5.721,2.597,0.444
165,lower leaflet,6.153,7.492,2.920,0.428
166,lower leaflet,3.541,2.632,2.165,0.582
167,lower leaflet,2.848,7.399,2.945,0.464
168,lower leaflet,1.417,4.836,2.512,0.518
169,lower leaflet,4.542,2.455,2.559,0.547
170,lower leaflet,7.268,6.310,2.449,0.439
171,lower leaflet,2.006,6.157,2.745,0.480
172,lower leaflet,3.713,2.221,2.487,0.567
173,lower leaflet,7.570,3.371,2.441,0.566
174,lower leaflet,6.909,4.415,3.025,0.420
175,lower leaflet,2.560,2.054,1.776,0.614
176,lower leaflet,4.876,7.841,2.938,0.514
177,lower leaflet,5.380,8.472,3.054,0.536
178,lower leaflet,1.765,2.396,2.142,0.608
179,lower leaflet,5.512,1.818,2.342,0.523
180,lower leaflet,3.582,1.490,2.562,0.552
181,lower leaflet,8.246,3.076,2.491,0.613
182,lower leaflet,7.477,2.738,2.350,0.555
183,lower leaflet,9.711,5.843,2.333,0.557
184,lower leaflet,0.668,3.554,2.328,0.580
185,lower leaflet,2.032,8.183,2.705,0.482
186,lower leaflet,4.400,9.255,2.729,0.616
187,lower leaflet,3.889,8.796,2.877,0.601
188,lower leaflet,0.013,4.773,2.332,0.579
189,lower leaflet,4.668,1.279,2.696,0.531
190,lower leaflet,0.924,6.734,2.352,0.539
191,lower leaflet,7.476,1.902,2.623,0.551
192,lower leaflet,5.705,9.062,2.910,0.563
193,lower leaflet,2.139,7.548,2.682,0.455
194,lower leaflet,3.191,0.974,2.703,0.559
195,lower leaflet,9.613,2.045,2.522,0.565
196,lower leaflet,7.802,1.454,2.480,0.560
197,lower leaflet,0.870,1.896,2.050,0.590
198,lower leaflet,8.667,5.439,2.281,0.543
199,lower leaflet,5.247,9.762,2.796,0.585
200,lower leaflet,1.721,0.436,2.382,0.577
201,lower leaflet,2.904,0.006,2.808,0.601
202,lower leaflet,6.711,0.851,2.428,0.538
203,lower leaflet,8.379,1.215,2.629,0.574
204,lower leaflet,6.167,0.395,2.818,0.544
205,lower leaflet,0.729,8.446,3.005,0.470
206,lower leaflet,2.241,9.756,2.751,0.591
207,lower leaflet,7.447,0.662,2.584,0.574
208,lower leaflet,0.955,0.478,2.631,0.558
209,lower leaflet,8.883,7.244,2.842,0.461
210,lower leaflet,1.163,9.248,2.914,0.523
211,lower leaflet,8.433,8.828,2.900,0.490
212,lower leaflet,7.547,9.775,2.516,0.585
213,lower leaflet,0.604,9.070,3.043,0.494
214,lower leaflet,9.455,1.100,2.751,0.526
215,lower leaflet,0.460,9.657,2.758,0.507
216,lower leaflet,9.737,9.143,2.679,0.478
235,lower leaflet,2.597,4.567,2.606,0.457
236,lower leaflet,2.878,6.193,2.548,0.643
237,lower leaflet,2.533,2.902,2.106,0.543
238,lower leaflet,3.271,8.024,2.904,0.474
239,lower leaflet,7.394,4.504,2.115,0.562
240,lower leaflet,0.703,2.462,2.243,0.476
241,lower leaflet,8.058,7.254,2.806,0.513
242,lower leaflet,5.081,8.920,2.908,0.587
243,lower leaflet,8.503,6.645,2.843,0.483
244,lower leaflet,8.286,2.262,2.618,0.393
245,lower leaflet,1.765,0.908,1.925,0.521
246,lower leaflet,8.258,4.738,2.204,0.620
247,lower leaflet,5.804,0.863,2.780,0.670
248,lower leaflet,6.703,8.919,2.702,0.620
249,lower leaflet,0.087,2.680,2.400,0.462
250,lower leaflet,1.535,9.688,2.742,0.525
251,lower leaflet,0.055,8.295,2.962,0.532
252,lower leaflet,8.089,9.356,2.916,0.551
279,lower leaflet,4.791,5.406,2.319,0.478
280,lower leaflet,5.641,4.948,2.738,0.471
281,lower leaflet,4.246,4.057,2.458,0.475
282,lower leaflet,5.949,6.003,2.513,0.611
283,lower leaflet,5.173,7.097,2.467,0.693
284,lower leaflet,2.478,5.090,2.383,0.540
285,lower leaflet,6.339,7.031,2.639,0.628
286,lower leaflet,6.013,3.373,2.559,0.389
287,lower leaflet,7.059,3.960,2.432,0.422
288,lower leaflet,6.833,3.211,2.619,0.410
289,lower leaflet,5.662,2.554,2.389,0.403
290,lower leaflet,1.007,5.262,2.167,0.398
291,lower leaflet,1.034,3.008,2.313,0.442
292,lower leaflet,8.548,6.125,2.423,0.417
293,lower leaflet,8.822,3.851,2.025,0.632
294,lower leaflet,6.234,1.433,2.297,0.588
295,lower leaflet,7.491,5.002,2.380,0.431
296,lower leaflet,0.531,5.796,2.167,0.440
297,lower leaflet,9.253,3.042,2.188,0.635
298,lower leaflet,1.447,8.367,2.614,0.637
299,lower leaflet,0.411,7.258,2.469,0.557
300,lower leaflet,8.836,4.410,2.155,0.575
301,lower leaflet,2.474,0.683,2.291,0.480
302,lower leaflet,7.401,8.884,2.478,0.623
303,lower leaflet,6.506,9.701,2.525,0.634
304,lower leaflet,9.167,9.093,2.530,0.412
353,lower leaflet,5.400,5.454,2.981,0.312
354,lower leaflet,4.942,5.629,3.000,0.297
355,lower leaflet,6.332,5.205,3.277,0.337
356,lower leaflet,4.976,4.622,3.179,0.370
357,lower leaflet,3.109,4.192,2.859,0.343
358,lower leaflet,4.827,3.831,3.308,0.381
359,lower leaflet,4.206,3.706,3.039,0.404
360,lower leaflet,6.193,3.705,3.520,0.321
361,lower leaflet,6.651,4.029,3.486,0.318
362,lower leaflet,7.107,4.729,3.166,0.348
363,lower leaflet,6.369,2.979,3.197,0.309
364,lower leaflet,4.405,7.551,3.178,0.321
365,lower leaflet,3.847,7.542,3.381,0.321
366,lower leaflet,1.632,3.811,2.867,0.412
367,lower leaflet,7.753,6.583,3.236,0.317
368,lower leaflet,5.659,2.531,2.895,0.356
369,lower leaflet,6.634,7.129,3.069,0.298
370,lower leaflet,1.144,5.701,2.730,0.345
371,lower leaflet,7.776,5.453,3.023,0.381
