resid,leaflet,X coords,Y coords,Z coords,Area per lipid
39,lower leaflet,5.860,4.686,2.763,0.473
40,lower leaflet,6.600,5.333,2.266,0.469
41,lower leaflet,2.834,5.262,2.392,0.601
42,lower leaflet,2.645,5.985,2.512,0.609
43,lower leaflet,6.119,3.520,2.742,0.354
44,lower leaflet,2.038,3.357,2.517,0.587
45,lower leaflet,4.765,2.816,2.687,0.464
46,lower leaflet,5.227,7.775,2.448,0.434
47,lower leaflet,2.678,2.728,1.979,0.561
48,lower leaflet,0.649,4.475,2.124,0.431
49,lower leaflet,1.632,6.944,2.928,0.544
50,lower leaflet,6.508,2.631,2.672,0.348
51,lower leaflet,6.759,2.169,2.141,0.392
52,lower leaflet,7.716,6.395,2.571,0.400
53,lower leaflet,1.382,1.735,2.185,0.415
54,lower leaflet,3.933,8.334,2.614,0.641
55,lower leaflet,6.886,7.349,2.894,0.379
56,lower leaflet,2.684,8.928,2.787,0.681
57,lower leaflet,9.760,4.323,2.373,0.402
58,lower leaflet,4.435,0.949,2.824,0.581
59,lower leaflet,4.061,0.781,2.529,0.631
60,lower leaflet,7.102,7.907,2.886,0.416
61,lower leaflet,2.054,8.958,2.700,0.661
62,lower leaflet,9.225,5.968,2.403,0.427
63,lower leaflet,9.463,3.283,2.360,0.492
64,lower leaflet,4.805,0.476,2.599,0.606
65,lower leaflet,3.738,9.552,2.422,0.698
66,lower leaflet,8.070,8.491,2.885,0.504
67,lower leaflet,9.357,6.775,2.583,0.534
68,lower leaflet,7.580,8.099,2.917,0.449
69,lower leaflet,0.651,7.806,3.046,0.614
70,lower leaflet,8.814,2.249,2.530,0.567
71,lower leaflet,0.200,1.225,2.437,0.493
72,lower leaflet,8.947,8.267,2.821,0.560
73,lower leaflet,9.135,7.722,2.724,0.573
74,lower leaflet,9.059,0.618,2.659,0.559
75,lower leaflet,8.578,9.670,2.641,0.570
76,lower leaflet,9.580,0.114,3.019,0.559
147,lower leaflet,4.370,4.784,2.421,0.540
148,lower leaflet,3.153,4.599,2.375,0.545
149,lower leaflet,5.456,5.719,2.614,0.492
150,lower leaflet,3.462,5.643,2.578,0.609
151,lower leaflet,2.628,4.573,2.232,0.523
152,lower leaflet,4.987,4.209,2.947,0.512
153,lower leaflet,4.489,6.056,2.618,0.570
154,lower leaflet,3.972,6.108,2.474,0.602
155,lower leaflet,5.068,3.421,2.698,0.517
156,lower leaflet,3.870,7.582,2.472,0.584
157,lower leaflet,4.623,6.683,2.390,0.572
158,lower leaflet,3.669,6.865,2.173,0.647
159,lower leaflet,6.603,6.852,2.417,0.417
160,lower leaflet,3.296,3.666,2.374,0.517
161,lower leaflet,1.504,4.080,2.572,0.539
162,lower leaflet,4.011,3.275,2.730,0.516
163,lower leaflet,1.586,5.702,2.616,0.457
164,lower leaflet,6.968,5.966,2.204,0.452
165,lower leaflet,5.788,7.544,2.696,0.432
166,lower leaflet,3.410,2.780,2.184,0.545
167,lower leaflet,2.663,7.769,2.707,0.547
168,lower leaflet,1.216,4.840,2.542,0.513
169,lower leaflet,4.332,2.446,2.852,0.509
170,lower leaflet,7.246,6.623,2.381,0.421
171,lower leaflet,1.763,6.366,2.993,0.424
172,lower leaflet,3.586,2.324,2.581,0.548
173,lower leaflet,7.525,3.585,2.395,0.463
174,lower leaflet,6.755,4.452,2.742,0.415
175,lower leaflet,2.408,1.923,2.238,0.616
176,lower leaflet,4.995,8.247,2.761,0.489
177,lower leaflet,5.614,8.374,2.856,0.464
178,lower leaflet,1.278,2.359,2.314,0.612
179,lower leaflet,5.473,1.472,2.418,0.532
180,lower leaflet,2.916,1.404,2.289,0.609
181,lower leaflet,8.172,3.350,2.625,0.461
182,lower leaflet,7.712,2.851,2.215,0.450
183,lower leaflet,9.645,5.815,2.750,0.541
184,lower leaflet,0.185,3.763,2.307,0.591
185,lower leaflet,1.774,8.362,2.623,0.528
186,lower leaflet,4.571,9.444,2.741,0.553
187,lower leaflet,4.596,8.886,2.682,0.532
