resid,leaflet,X coords,Y coords,Z coords,Area per lipid
39,lower leaflet,5.843,4.428,2.821,0.441
40,lower leaflet,6.451,5.192,2.459,0.449
41,lower leaflet,3.074,5.412,2.367,0.485
42,lower leaflet,3.247,5.856,2.675,0.465
43,lower leaflet,6.307,3.442,2.793,0.368
44,lower leaflet,2.219,3.365,2.231,0.584
45,lower leaflet,4.955,2.294,2.476,0.460
46,lower leaflet,5.431,7.474,2.802,0.391
47,lower leaflet,2.953,2.627,1.704,0.564
48,lower leaflet,1.103,4.523,2.251,0.431
49,lower leaflet,1.867,6.879,2.746,0.475
50,lower leaflet,6.539,2.488,2.628,0.410
51,lower leaflet,6.869,2.014,2.372,0.463
52,lower leaflet,7.763,6.359,2.633,0.329
53,lower leaflet,1.731,1.796,1.871,0.520
54,lower leaflet,3.991,7.951,2.536,0.491
55,lower leaflet,6.991,7.078,2.962,0.349
56,lower leaflet,3.241,8.656,2.902,0.567
57,lower leaflet,0.222,4.520,2.386,0.392
58,lower leaflet,4.272,0.645,2.669,0.512
59,lower leaflet,3.683,0.791,2.458,0.514
60,lower leaflet,7.050,7.646,2.862,0.399
61,lower leaflet,2.524,8.595,2.813,0.609
62,lower leaflet,9.022,5.926,2.359,0.359
63,lower leaflet,9.587,3.348,2.337,0.505
64,lower leaflet,4.606,0.171,2.427,0.523
65,lower leaflet,3.445,9.262,2.762,0.558
66,lower leaflet,8.110,8.285,2.790,0.512
67,lower leaflet,9.487,6.768,2.463,0.470
68,lower leaflet,7.518,7.945,2.783,0.438
69,lower leaflet,0.818,7.715,2.962,0.470
70,lower leaflet,8.791,2.035,2.538,0.593
71,lower leaflet,0.055,1.166,2.513,0.716
72,lower leaflet,8.765,8.149,2.887,0.549
73,lower leaflet,9.433,7.890,2.594,0.537
74,lower leaflet,9.039,0.762,2.727,0.694
75,lower leaflet,8.700,9.591,2.487,0.683
76,lower leaflet,9.700,0.062,2.766,0.726
147,lower leaflet,4.512,4.701,2.313,0.503
148,lower leaflet,3.816,4.823,2.549,0.533
149,lower leaflet,5.599,5.463,2.751,0.459
150,lower leaflet,3.783,5.442,2.921,0.528
151,lower leaflet,3.021,4.501,2.210,0.538
152,lower leaflet,5.220,3.861,2.896,0.470
153,lower leaflet,4.785,5.856,2.688,0.535
154,lower leaflet,3.840,5.954,2.580,0.540
155,lower leaflet,5.087,3.123,2.594,0.510
156,lower leaflet,3.910,7.186,2.888,0.538
157,lower leaflet,4.617,6.925,2.533,0.540
158,lower leaflet,3.447,6.735,2.949,0.517
159,lower leaflet,6.770,6.650,2.558,0.402
160,lower leaflet,3.279,3.818,2.300,0.559
161,lower leaflet,1.892,4.112,2.520,0.558
162,lower leaflet,4.388,3.006,2.780,0.519
163,lower leaflet,1.854,5.774,2.490,0.481
164,lower leaflet,7.055,5.625,2.517,0.441
165,lower leaflet,6.060,7.403,2.977,0.409
166,lower leaflet,3.629,2.700,1.850,0.580
167,lower leaflet,2.902,7.636,2.833,0.473
168,lower leaflet,1.352,4.912,2.567,0.544
169,lower leaflet,4.658,1.997,2.868,0.508
170,lower leaflet,7.209,6.295,2.473,0.436
171,lower leaflet,1.896,6.295,2.880,0.447
172,lower leaflet,3.893,2.519,2.349,0.553
173,lower leaflet,7.532,3.378,2.508,0.514
174,lower leaflet,6.776,4.341,2.852,0.391
175,lower leaflet,2.805,1.804,2.115,0.606
176,lower leaflet,5.073,8.019,2.811,0.532
177,lower leaflet,5.653,8.250,2.852,0.514
178,lower leaflet,1.553,2.612,2.142,0.670
179,lower leaflet,5.537,1.354,2.493,0.560
180,lower leaflet,3.358,1.304,2.465,0.562
181,lower leaflet,8.230,3.226,2.716,0.566
182,lower leaflet,7.376,2.491,2.368,0.499
183,lower leaflet,9.529,5.942,2.663,0.566
184,lower leaflet,0.581,3.984,2.244,0.617
185,lower leaflet,2.093,8.151,2.846,0.457
186,lower leaflet,4.309,9.248,2.551,0.611
187,lower leaflet,4.386,8.674,2.831,0.600
188,lower leaflet,0.030,5.083,2.567,0.598
189,lower leaflet,4.624,1.131,2.559,0.532
190,lower leaflet,0.574,6.768,2.381,0.514
191,lower leaflet,7.525,1.895,2.672,0.496
192,lower leaflet,5.827,9.264,2.739,0.560
193,lower leaflet,2.097,7.772,2.552,0.432
194,lower leaflet,3.088,0.749,2.985,0.572
195,lower leaflet,0.044,2.182,2.515,0.584
196,lower leaflet,8.066,1.491,2.501,0.492
197,lower leaflet,0.875,1.879,1.992,0.702
198,lower leaflet,8.597,5.352,2.721,0.591
199,lower leaflet,5.198,9.777,2.506,0.587
200,lower leaflet,1.850,0.494,2.449,0.636
201,lower leaflet,3.185,9.761,2.675,0.602
202,lower leaflet,7.221,0.984,2.259,0.531
203,lower leaflet,8.639,1.226,2.379,0.480
204,lower leaflet,6.616,0.293,2.702,0.547
205,lower leaflet,0.770,8.363,3.121,0.468
206,lower leaflet,2.342,9.696,2.822,0.608
207,lower leaflet,7.911,0.831,2.356,0.523
208,lower leaflet,1.058,0.390,2.380,0.641
209,lower leaflet,8.889,7.200,2.825,0.530
210,lower leaflet,1.280,9.257,2.860,0.550
211,lower leaflet,8.488,8.777,2.842,0.480
212,lower leaflet,7.567,9.638,2.463,0.541
213,lower leaflet,0.665,9.114,2.900,0.522
214,lower leaflet,9.433,1.231,2.815,0.488
215,lower leaflet,0.448,9.618,2.605,0.541
216,lower leaflet,0.038,8.940,2.777,0.489
235,lower leaflet,2.348,4.567,2.408,0.549
236,lower leaflet,2.718,6.330,2.521,0.729
237,lower leaflet,2.541,2.871,1.972,0.578
238,lower leaflet,3.311,8.174,2.804,0.472
239,lower leaflet,7.224,4.304,2.121,0.553
240,lower leaflet,0.620,2.853,2.050,0.521
241,lower leaflet,8.008,7.320,2.652,0.524
242,lower leaflet,5.208,9.090,2.786,0.598
243,lower leaflet,8.264,6.675,2.846,0.501
244,lower leaflet,8.256,2.316,2.595,0.437
