resid,leaflet,X coords,Y coords,Z coords,Area per lipid
192,lower leaflet,4.200,4.280,3.510,0.294
193,lower leaflet,3.590,4.080,2.450,0.575
194,lower leaflet,5.130,3.550,3.210,0.470
195,lower leaflet,5.390,5.000,4.350,0.371
196,lower leaflet,6.010,5.170,2.880,0.471
197,lower leaflet,4.250,4.510,2.870,0.428
198,lower leaflet,4.920,2.900,2.750,0.563
199,lower leaflet,4.360,3.690,2.490,0.734
200,lower leaflet,5.090,5.200,2.850,0.393
201,lower leaflet,1.890,4.570,2.290,0.524
202,lower leaflet,6.290,3.570,3.170,0.401
203,lower leaflet,4.630,1.860,2.710,0.595
204,lower leaflet,6.660,4.590,2.910,0.390
205,lower leaflet,4.400,5.620,2.650,0.475
206,lower leaflet,3.930,2.180,2.510,0.623
207,lower leaflet,5.930,5.730,3.080,0.410
208,lower leaflet,6.380,4.250,2.450,0.538
209,lower leaflet,4.480,6.250,2.880,0.400
210,lower leaflet,3.410,4.720,2.290,0.752
211,lower leaflet,3.510,2.590,2.980,0.410
212,lower leaflet,1.880,4.670,2.890,0.398
213,lower leaflet,2.930,3.900,2.190,0.632
214,lower leaflet,5.600,3.210,2.500,0.523
215,lower leaflet,5.340,5.860,2.770,0.445
216,lower leaflet,5.380,6.660,3.120,0.380
217,lower leaflet,2.830,4.180,2.610,0.435
218,lower leaflet,6.020,3.910,2.850,0.493
219,lower leaflet,6.710,4.990,3.030,0.387
220,lower leaflet,5.650,2.430,3.210,0.432
221,lower leaflet,4.200,6.480,2.080,0.566
222,lower leaflet,7.690,5.020,2.790,0.376
223,lower leaflet,4.610,5.410,3.050,0.356
224,lower leaflet,4.750,1.300,2.600,0.595
225,lower leaflet,2.000,2.740,2.450,0.644
226,lower leaflet,6.400,3.170,2.700,0.532
227,lower leaflet,4.960,4.700,3.190,0.385
228,lower leaflet,4.220,5.330,3.190,0.348
229,lower leaflet,5.190,6.810,2.640,0.459
230,lower leaflet,5.410,2.360,2.750,0.551
231,lower leaflet,1.440,2.840,2.250,0.627
232,lower leaflet,1.120,4.940,2.580,0.403
233,lower leaflet,7.400,3.180,3.020,0.488
234,lower leaflet,6.530,8.420,3.260,0.358
235,lower leaflet,6.570,2.120,2.920,0.453
236,lower leaflet,2.340,1.740,2.510,0.589
237,lower leaflet,2.000,5.220,2.140,0.551
238,lower leaflet,5.840,6.630,2.870,0.495
239,lower leaflet,5.390,7.940,2.930,0.359
240,lower leaflet,7.200,2.890,2.540,0.584
241,lower leaflet,7.980,5.950,2.990,0.326
242,lower leaflet,2.300,6.870,2.330,0.577
243,lower leaflet,7.210,4.690,2.400,0.590
244,lower leaflet,3.460,6.280,2.180,0.699
245,lower leaflet,3.990,1.710,2.330,0.611
246,lower leaflet,6.960,1.600,2.120,0.642
247,lower leaflet,6.970,5.260,2.670,0.554
248,lower leaflet,3.740,7.260,2.180,0.636
249,lower leaflet,6.430,1.100,2.710,0.552
250,lower leaflet,0.800,5.850,2.090,0.541
251,lower leaflet,3.160,2.340,2.570,0.649
252,lower leaflet,8.430,3.100,2.210,0.791
253,lower leaflet,6.780,6.660,2.450,0.515
254,lower leaflet,5.160,7.280,2.660,0.518
255,lower leaflet,1.820,3.850,1.850,0.801
256,lower leaflet,7.330,0.100,2.990,0.388
257,lower leaflet,3.390,3.010,2.190,0.690
258,lower leaflet,7.780,2.150,2.430,0.593
259,lower leaflet,1.400,2.110,3.060,0.352
260,lower leaflet,6.220,6.930,2.500,0.418
261,lower leaflet,0.310,3.260,3.020,0.340
262,lower leaflet,6.040,8.620,2.530,0.576
263,lower leaflet,6.190,1.790,2.590,0.542
264,lower leaflet,2.600,1.600,2.950,0.384
265,lower leaflet,7.820,5.660,2.220,0.429
266,lower leaflet,1.420,5.230,2.100,0.531
267,lower leaflet,3.060,5.500,2.060,0.659
268,lower leaflet,7.550,8.290,2.380,0.524
269,lower leaflet,0.039,2.500,2.570,0.723
270,lower leaflet,5.790,7.580,2.770,0.518
271,lower leaflet,7.070,6.140,2.620,0.534
272,lower leaflet,2.410,7.640,2.270,0.543
273,lower leaflet,5.580,0.230,2.760,0.603
274,lower leaflet,8.040,4.270,2.240,0.671
275,lower leaflet,2.210,5.860,2.200,0.760
276,lower leaflet,3.120,0.840,2.510,0.568
277,lower leaflet,7.920,6.460,2.660,0.475
278,lower leaflet,7.260,0.450,2.580,0.534
279,lower leaflet,4.020,8.240,2.360,0.550
280,lower leaflet,4.680,0.290,2.710,0.525
281,lower leaflet,1.200,6.820,2.180,0.502
282,lower leaflet,2.690,9.020,2.640,0.363
283,lower leaflet,7.710,3.610,2.170,0.679
284,lower leaflet,6.520,6.940,3.180,0.355
285,lower leaflet,1.550,2.510,2.680,0.345
286,lower leaflet,0.150,4.300,2.310,0.707
287,lower leaflet,5.470,8.320,2.660,0.459
288,lower leaflet,8.000,1.970,2.890,0.496
289,lower leaflet,8.920,1.470,2.850,0.431
290,lower leaflet,6.190,0.870,3.340,0.382
291,lower leaflet,1.140,4.150,2.010,0.545
292,lower leaflet,5.510,1.080,2.350,0.652
293,lower leaflet,1.470,2.040,2.530,0.570
294,lower leaflet,7.200,9.050,2.450,0.541
295,lower leaflet,0.079,3.400,2.150,0.689
296,lower leaflet,5.610,8.260,3.210,0.347
297,lower leaflet,6.890,2.420,2.570,0.568
298,lower leaflet,2.330,7.460,2.720,0.400
299,lower leaflet,1.490,7.180,2.350,0.496
300,lower leaflet,8.300,5.660,2.390,0.575
301,lower leaflet,8.550,7.230,2.370,0.488
302,lower leaflet,9.120,6.460,2.640,0.490
303,lower leaflet,7.390,7.430,2.530,0.511
304,lower leaflet,2.820,6.840,2.320,0.632
305,lower leaflet,4.910,9.020,2.560,0.518
