resid,leaflet,X coords,Y coords,Z coords,Area per lipid
192,lower leaflet,4.310,4.310,3.740,0.343
193,lower leaflet,3.040,4.750,2.700,0.552
194,lower leaflet,4.990,4.120,3.100,0.461
195,lower leaflet,5.090,5.300,3.980,0.307
196,lower leaflet,5.660,4.840,3.260,0.442
197,lower leaflet,4.390,5.420,3.110,0.414
198,lower leaflet,4.490,3.630,2.810,0.518
199,lower leaflet,4.300,4.520,3.020,0.417
200,lower leaflet,4.200,5.740,2.810,0.441
201,lower leaflet,2.010,4.440,2.720,0.563
202,lower leaflet,5.370,3.910,3.520,0.324
203,lower leaflet,4.550,3.090,2.860,0.546
204,lower leaflet,6.470,5.270,3.750,0.331
205,lower leaflet,3.380,5.420,2.750,0.503
206,lower leaflet,3.430,3.420,2.690,0.634
207,lower leaflet,5.070,5.620,3.660,0.324
208,lower leaflet,6.620,5.300,2.730,0.376
209,lower leaflet,4.030,5.830,3.260,0.322
210,lower leaflet,2.870,5.610,2.480,0.649
211,lower leaflet,3.790,2.830,3.410,0.513
212,lower leaflet,0.920,3.690,2.980,0.329
213,lower leaflet,2.820,3.840,2.640,0.614
214,lower leaflet,5.350,3.410,2.810,0.497
215,lower leaflet,5.330,6.430,2.930,0.468
216,lower leaflet,4.870,7.150,3.420,0.442
217,lower leaflet,2.720,4.480,3.280,0.437
218,lower leaflet,5.850,4.220,2.900,0.491
219,lower leaflet,6.050,5.310,3.980,0.329
220,lower leaflet,5.680,2.380,3.210,0.471
221,lower leaflet,4.030,6.480,2.410,0.744
222,lower leaflet,6.770,5.960,3.750,0.352
223,lower leaflet,3.800,6.090,3.950,0.336
224,lower leaflet,4.250,1.500,3.040,0.586
225,lower leaflet,2.050,2.870,2.640,0.642
226,lower leaflet,6.720,4.290,3.030,0.539
227,lower leaflet,5.450,5.640,3.300,0.414
228,lower leaflet,3.480,5.080,3.250,0.385
229,lower leaflet,4.400,7.440,2.650,0.589
230,lower leaflet,3.770,2.870,2.820,0.607
231,lower leaflet,1.310,2.910,2.960,0.540
232,lower leaflet,1.540,4.480,3.310,0.366
233,lower leaflet,7.320,3.800,3.720,0.385
234,lower leaflet,5.980,8.240,3.380,0.621
235,lower leaflet,6.760,3.310,3.260,0.416
236,lower leaflet,1.300,2.500,2.590,0.567
237,lower leaflet,1.740,5.260,2.700,0.582
238,lower leaflet,5.230,7.100,3.050,0.491
239,lower leaflet,4.360,8.480,3.410,0.415
240,lower leaflet,6.390,3.600,2.870,0.528
241,lower leaflet,7.200,6.150,3.620,0.371
242,lower leaflet,2.960,7.000,2.760,0.599
243,lower leaflet,6.700,5.690,3.260,0.436
244,lower leaflet,2.800,6.080,2.350,0.626
245,lower leaflet,3.320,1.300,2.660,0.605
246,lower leaflet,6.580,2.010,2.460,0.598
247,lower leaflet,5.920,6.000,3.360,0.426
248,lower leaflet,3.080,7.600,2.960,0.549
249,lower leaflet,5.160,1.800,2.870,0.569
250,lower leaflet,0.680,6.000,2.680,0.597
251,lower leaflet,3.110,2.230,2.540,0.671
252,lower leaflet,7.310,4.060,3.230,0.601
253,lower leaflet,6.250,6.370,3.290,0.428
254,lower leaflet,4.110,7.770,2.890,0.480
255,lower leaflet,1.330,3.580,2.710,0.485
256,lower leaflet,5.700,1.150,3.290,0.507
257,lower leaflet,2.310,3.690,2.380,0.609
258,lower leaflet,7.110,3.200,2.870,0.513
259,lower leaflet,0.720,2.380,3.340,0.350
260,lower leaflet,5.330,7.780,2.380,0.596
261,lower leaflet,8.680,3.080,3.070,0.378
262,lower leaflet,6.100,8.890,2.910,0.619
263,lower leaflet,5.650,2.990,2.960,0.510
264,lower leaflet,2.410,1.450,2.940,0.426
265,lower leaflet,7.680,5.460,2.890,0.468
266,lower leaflet,1.280,5.140,2.840,0.580
267,lower leaflet,1.720,5.810,2.240,0.645
268,lower leaflet,6.380,8.320,3.020,0.537
269,lower leaflet,7.630,3.400,2.960,0.580
270,lower leaflet,4.590,8.120,3.040,0.463
271,lower leaflet,6.800,6.180,3.270,0.424
272,lower leaflet,2.030,7.720,2.640,0.577
273,lower leaflet,4.870,0.700,3.140,0.579
274,lower leaflet,8.250,5.440,2.930,0.645
275,lower leaflet,0.820,6.510,2.900,0.496
276,lower leaflet,2.890,1.790,2.430,0.651
277,lower leaflet,7.590,6.970,3.070,0.542
278,lower leaflet,5.860,1.680,2.890,0.601
279,lower leaflet,3.700,8.120,2.690,0.475
280,lower leaflet,3.830,0.540,2.770,0.438
281,lower leaflet,9.060,7.430,3.000,0.468
282,lower leaflet,2.380,0.560,2.490,0.420
283,lower leaflet,7.410,4.950,3.020,0.591
284,lower leaflet,6.380,6.890,3.700,0.460
285,lower leaflet,0.940,2.810,3.410,0.329
286,lower leaflet,0.640,4.020,2.570,0.477
287,lower leaflet,4.710,0.300,2.850,0.417
288,lower leaflet,7.830,2.970,3.330,0.396
289,lower leaflet,8.310,2.160,3.140,0.348
290,lower leaflet,4.570,1.610,3.410,0.488
291,lower leaflet,1.190,4.580,2.770,0.559
292,lower leaflet,5.240,2.560,3.060,0.561
293,lower leaflet,0.560,1.930,2.840,0.480
294,lower leaflet,6.250,0.630,2.760,0.687
295,lower leaflet,8.800,3.350,2.420,0.523
296,lower leaflet,5.190,9.020,3.070,0.555
297,lower leaflet,7.010,2.250,2.780,0.586
298,lower leaflet,1.940,7.860,3.330,0.364
299,lower leaflet,1.470,7.230,2.650,0.639
300,lower leaflet,8.640,6.280,2.830,0.544
301,lower leaflet,7.880,6.470,3.000,0.510
302,lower leaflet,9.239,6.570,3.030,0.517
303,lower leaflet,7.070,7.750,2.650,0.570
304,lower leaflet,2.340,6.980,2.750,0.648
305,lower leaflet,3.530,8.879,2.680,0.420
306,lower leaflet,2.170,0.920,3.350,0.430
307,lower leaflet,3.780,9.200,3.310,0.352
308,lower leaflet,0.130,7.620,3.330,0.430
309,lower leaflet,7.340,0.660,2.490,0.667
310,lower leaflet,9.099,5.410,2.430,0.649
311,lower leaflet,0.021,6.240,2.580,0.457
312,lower leaflet,2.900,0.440,3.370,0.353
313,lower leaflet,7.140,1.500,2.650,0.625
314,lower leaflet,3.230,0.570,2.720,0.534
315,lower leaflet,6.740,7.220,3.070,0.456
316,lower leaflet,4.230,8.800,2.500,0.435
317,lower leaflet,4.180,0.230,3.440,0.387
318,lower leaflet,8.820,2.150,3.190,0.341
319,lower leaflet,0.291,4.730,2.590,0.638
320,lower leaflet,8.890,6.470,3.450,0.339
321,lower leaflet,8.720,4.510,2.980,0.709
322,lower leaflet,0.540,3.380,2.730,0.534
323,lower leaflet,0.041,2.690,2.570,0.476
324,lower leaflet,8.050,2.410,2.760,0.489
325,lower leaflet,1.010,6.310,3.310,0.389
326,lower leaflet,3.300,8.390,3.390,0.318
327,lower leaflet,2.240,8.800,3.020,0.384
328,lower leaflet,6.930,8.210,2.800,0.516
329,lower leaflet,5.320,0.850,2.900,0.613
