resid,leaflet,X coords,Y coords,Z coords,Area per lipid
192,lower leaflet,4.220,4.450,3.330,0.462
193,lower leaflet,3.470,4.700,2.490,0.544
194,lower leaflet,5.340,4.060,2.650,0.451
195,lower leaflet,5.340,4.790,4.420,0.498
196,lower leaflet,6.330,4.440,3.010,0.450
197,lower leaflet,4.570,5.040,2.880,0.411
198,lower leaflet,5.230,3.280,2.780,0.561
199,lower leaflet,4.390,3.440,2.130,0.721
200,lower leaflet,4.930,5.650,2.530,0.479
201,lower leaflet,1.900,4.710,2.390,0.623
202,lower leaflet,6.430,3.550,3.370,0.389
203,lower leaflet,5.410,1.650,3.040,0.609
204,lower leaflet,6.750,4.320,3.280,0.391
205,lower leaflet,4.130,5.370,2.270,0.528
206,lower leaflet,4.410,2.970,2.830,0.610
207,lower leaflet,6.300,5.890,3.120,0.438
208,lower leaflet,6.970,4.090,2.760,0.540
209,lower leaflet,4.710,6.060,2.910,0.361
210,lower leaflet,3.050,4.680,2.300,0.662
211,lower leaflet,3.930,2.450,3.230,0.551
212,lower leaflet,1.720,4.020,2.970,0.402
213,lower leaflet,3.270,3.710,2.390,0.640
214,lower leaflet,6.090,2.830,2.790,0.599
215,lower leaflet,5.650,6.160,2.580,0.486
216,lower leaflet,5.570,6.640,3.130,0.385
217,lower leaflet,3.100,4.470,2.800,0.485
218,lower leaflet,6.030,3.570,2.970,0.515
219,lower leaflet,6.730,5.020,3.660,0.433
220,lower leaflet,5.910,2.050,3.190,0.503
221,lower leaflet,4.410,6.240,2.100,0.526
222,lower leaflet,7.430,5.180,3.110,0.456
223,lower leaflet,4.580,5.460,3.240,0.392
224,lower leaflet,4.660,1.280,2.490,0.619
225,lower leaflet,2.360,2.590,2.090,0.637
226,lower leaflet,6.980,3.420,2.920,0.528
227,lower leaflet,5.210,4.580,3.240,0.387
228,lower leaflet,3.510,5.000,2.940,0.477
229,lower leaflet,4.880,6.710,2.460,0.448
230,lower leaflet,5.220,2.400,2.750,0.639
231,lower leaflet,1.040,2.930,2.350,0.590
232,lower leaflet,0.670,4.690,2.940,0.423
233,lower leaflet,7.540,2.820,3.100,0.424
234,lower leaflet,6.850,8.240,3.520,0.505
235,lower leaflet,6.850,2.000,3.380,0.457
236,lower leaflet,2.410,1.710,2.480,0.559
237,lower leaflet,1.820,5.620,2.620,0.594
238,lower leaflet,5.910,6.910,2.900,0.474
239,lower leaflet,5.380,8.200,3.500,0.470
240,lower leaflet,7.270,2.490,2.910,0.537
241,lower leaflet,8.090,6.100,3.070,0.437
242,lower leaflet,2.230,6.590,2.430,0.593
243,lower leaflet,6.620,4.840,3.140,0.442
244,lower leaflet,3.640,6.890,2.340,0.628
245,lower leaflet,4.110,1.350,2.390,0.608
246,lower leaflet,6.990,1.740,2.900,0.448
247,lower leaflet,6.500,5.610,2.630,0.503
248,lower leaflet,4.000,7.370,2.460,0.555
249,lower leaflet,6.490,0.890,3.270,0.547
250,lower leaflet,0.670,5.510,2.540,0.540
