resid,leaflet,X coords,Y coords,Z coords,Area per lipid
192,lower leaflet,4.480,4.020,3.780,0.324
193,lower leaflet,3.930,3.930,2.720,0.521
194,lower leaflet,4.710,3.510,2.950,0.491
195,lower leaflet,5.310,4.460,5.030,0.250
196,lower leaflet,6.110,4.130,2.970,0.478
197,lower leaflet,4.520,4.390,3.420,0.436
198,lower leaflet,4.830,2.580,3.010,0.519
199,lower leaflet,4.240,3.240,2.730,0.623
200,lower leaflet,5.080,5.430,2.960,0.478
201,lower leaflet,2.870,4.520,2.550,0.557
202,lower leaflet,6.150,2.690,3.450,0.345
203,lower leaflet,4.910,1.800,2.840,0.508
204,lower leaflet,6.360,3.990,3.420,0.308
205,lower leaflet,4.330,5.400,2.550,0.490
206,lower leaflet,3.260,2.680,2.690,0.562
207,lower leaflet,5.850,5.580,3.190,0.361
208,lower leaflet,6.480,3.670,2.570,0.589
209,lower leaflet,4.490,5.980,3.250,0.342
210,lower leaflet,3.640,5.140,2.550,0.528
211,lower leaflet,3.990,2.460,3.250,0.464
212,lower leaflet,2.230,3.920,2.700,0.574
213,lower leaflet,2.630,3.760,2.400,0.569
214,lower leaflet,5.570,2.700,2.750,0.501
215,lower leaflet,5.780,5.630,2.650,0.491
216,lower leaflet,5.270,6.800,2.950,0.426
217,lower leaflet,3.140,4.280,3.120,0.519
218,lower leaflet,5.590,3.770,2.880,0.483
219,lower leaflet,5.990,4.450,3.370,0.307
220,lower leaflet,5.470,2.000,3.520,0.413
221,lower leaflet,4.300,6.060,2.640,0.465
222,lower leaflet,6.830,5.330,3.320,0.390
223,lower leaflet,4.620,5.510,3.280,0.321
224,lower leaflet,4.700,1.020,2.800,0.527
225,lower leaflet,2.560,2.670,2.460,0.565
226,lower leaflet,6.170,3.140,3.050,0.504
227,lower leaflet,5.280,4.490,2.990,0.456
228,lower leaflet,3.830,5.070,3.340,0.396
229,lower leaflet,4.770,6.770,2.350,0.450
230,lower leaflet,4.340,1.960,2.640,0.510
231,lower leaflet,1.810,2.620,2.380,0.557
232,lower leaflet,1.040,4.260,2.850,0.550
233,lower leaflet,7.490,2.750,3.320,0.379
234,lower leaflet,7.220,7.720,3.450,0.523
235,lower leaflet,6.820,1.730,3.370,0.361
236,lower leaflet,2.630,1.590,2.260,0.522
237,lower leaflet,1.870,4.820,2.430,0.641
238,lower leaflet,5.710,6.580,2.650,0.527
239,lower leaflet,5.220,8.180,3.380,0.351
240,lower leaflet,6.880,2.370,2.960,0.514
241,lower leaflet,7.560,5.980,3.490,0.444
242,lower leaflet,2.830,5.570,2.790,0.589
243,lower leaflet,6.700,4.630,2.710,0.530
244,lower leaflet,3.020,6.640,2.590,0.595
245,lower leaflet,3.990,1.600,2.820,0.507
246,lower leaflet,6.380,1.490,2.920,0.437
247,lower leaflet,6.030,5.200,2.870,0.487
248,lower leaflet,3.910,6.500,2.630,0.594
249,lower leaflet,6.060,0.750,3.010,0.491
250,lower leaflet,1.190,5.340,2.210,0.699
251,lower leaflet,3.370,1.670,2.660,0.513
252,lower leaflet,7.970,2.970,2.520,0.660
253,lower leaflet,6.600,5.800,2.520,0.520
254,lower leaflet,4.720,7.290,2.550,0.555
255,lower leaflet,1.570,3.200,2.030,0.618
256,lower leaflet,6.340,0.430,3.250,0.310
257,lower leaflet,2.930,3.120,1.990,0.576
258,lower leaflet,7.540,2.160,2.760,0.406
259,lower leaflet,1.630,2.280,2.690,0.366
260,lower leaflet,5.710,7.020,2.460,0.439
261,lower leaflet,8.710,2.330,2.960,0.450
262,lower leaflet,6.300,8.450,2.590,0.518
263,lower leaflet,6.260,2.240,3.080,0.494
264,lower leaflet,3.260,1.460,3.270,0.331
265,lower leaflet,7.580,4.750,2.740,0.737
266,lower leaflet,0.970,4.670,2.160,0.739
267,lower leaflet,2.670,5.190,2.480,0.594
268,lower leaflet,7.620,7.950,2.890,0.501
269,lower leaflet,8.050,2.080,2.720,0.566
270,lower leaflet,5.480,7.720,2.740,0.517
271,lower leaflet,7.340,5.590,2.720,0.521
272,lower leaflet,2.610,7.470,2.270,0.530
273,lower leaflet,5.480,9.206,2.760,0.513
274,lower leaflet,7.740,3.810,2.430,0.735
275,lower leaflet,0.690,6.130,2.240,0.489
276,lower leaflet,3.060,0.950,2.820,0.478
277,lower leaflet,7.480,6.420,2.500,0.523
278,lower leaflet,6.660,0.820,2.880,0.527
279,lower leaflet,4.580,7.850,2.670,0.533
280,lower leaflet,4.550,0.130,2.830,0.368
281,lower leaflet,0.820,6.920,2.620,0.598
282,lower leaflet,3.330,0.290,2.350,0.381
283,lower leaflet,7.140,3.060,2.550,0.580
284,lower leaflet,6.440,6.820,3.190,0.548
